Date,Location / Operator,Aircraft Type / Registration,Fatalities
11 Jan 1937,"Near Playa V icente, Veracruz, MexicoMexicana",Lockheed 10E ElectraX-ABEO,9/9(0)
12 Jan 1937,"Near Newhall, CaliforniaWestern Air Express",Boeing 247DNC13315,5/13(0)
26 Jan 1937,"Oran, AlgeriaSabena",Sabca S-73OO-AGR,12/12(0)
09 Feb 1937,"Off San Francisco, CaliforniaUnited Air Lines",Douglas DC-3ANC16073,11/11(0)
19 Feb 1937,"McPherson Ranges, Queensland, AustraliaAirlines of Australia",Stinson Model AVH-UHH,5/7(0)
12 Mar 1937,"Bathurst, GambiaDeutsche Lufthansa",Heinkel He-111V2D-ALIX,4/4(0)
24 Mar 1937,"Near Ouroux, FranceImperial Airways",Short  S-23 (flying boat)G-ADVA,5/6(0)
25 Mar 1937,"Clifton, PennsylvaniaTrans Continental and Western Air",Douglas DC-2-112NC13730,13/13(0)
26 Mar 1937,"Wetnum, GermanyDeutsche Lufthansa",Junkers JU-52/3mD-UPOZ,0/6(0)
06 May 1937,"Lakehurst, New JerseyDeutsche Zeppelin Reederei",Zeppelin LZ-129D-LZ-129,35/97(1)
20 May 1937,"Stuttgart, GermanyDeutsche Lufthansa",Heinkel He-70D-UXUV,4/4(0)
02 Jun 1937," Wadi Halfa, SudanLinea Aerea Nacional de Chile",Sirkorsky S-43 (flying boat)I-SUSA,8/8(0)
02 Jul 1937,"Off Lae, New GuineaPrivate - Purdue Reasearch Foundation",Lockheed 10E ElectraNR16020,2/2(0)
28 Jul 1937,"Hal, BelgiumKLM Royal Dutch Airlines",Douglas DC-2-115LPH-ALF,15/15(0)
02 Aug 1937,"Wadi Halfa, SudanAla Littoria",Savoia-Marchetti SM73I-SUSA,9/9(0)
03 Aug 1937,"Off Cristobal, PanamaPan American Grace Airways",Sikorsky S-43NC15065,14/14(0)
06 Aug 1937," Bistrita, RomaniaAeroflot",Douglas DC-2CCCP-M25,5/5(0)
08 Aug 1937,"Chilang Point, Bias Bay, ChinaChina National Aviation Corporation",Sikorsky S-43NC16930,3/11(0)
10 Aug 1937,"Daytona Beach, FloridaEastern Air Lines",Douglas DC-2NC-13739,4/9(0)
23 Aug 1937,"San Luis, ArgentinaPan American Grace Airways",Douglas DC-2NC14298,3/3(0)
27 Aug 1937,"Wau, Papua New GuineaGuinea Airways",Stinson SR-7 ReliantVH-URC,1/1(1)
01 Oct 1937,"Phaleron Bay, GreeceImperial Airways",Short Empire flying boatG-ADVC,2/14(0)
06 Oct 1937,"Palembang, Netherlands IndiesKLM Royal Dutch Airlines",Douglas DC-3PH-ALS,4/11(0)
17 Oct 1937,"Haydens Peak, WyomingUnited Air Lines",Douglas DC-3NC16074,19/19(0)
26 Oct 1937,Off Western AfricaAir France,Dewoitine D-333F-ALQA,7/7(0)
12 Nov 1937,"Warsaw, PolandLOT",Lockhed 10 ElectraSP-AYD,4/11(?)
12 Nov 1937,"Mannheim, GermanyDeutsche Lufthansa",Heinkel He-111D-AXAV,10/12(0)
16 Nov 1937,"Ostende, BelgiumSabena",Junkers JU-52/3mOO-AUB,11/11(0)
26 Nov 1937,"Croydon, United KingdomDeutsche Lufthansa",Junkers JU-52D-AGAV,3/3(0)
04 Dec 1937,"Munich, GermanyAla Littoria",Junkers JU-52I-BAUS,4/17(0)
05 Dec 1937," Brindisi, ItalyImperial Airways",Short S-23 (flying boat)G-ADUZ,2/8(0)
05 Dec 1937,"Brindisi Harbor, ItalyImperial Airways",Short Empire Flying BoatG-ADUZ,2/19(0)
08 Dec 1937,"Saint Sauveur, FranceAir France",Potez 621F-AOTZ,2/7(0)
24 Dec 1937,"Kasperske Hory, CzechoslovakiaAir France",Wibault 283-T12F-AMYD,3/3(0)
