Date,Location / Operator,Aircraft Type / Registration,Fatalities
03 Jan 1993,"Ogden, UtahAir Taxi - South Coast Helicopters Inc.",Bell 206B3N1078V,4/4(0)
06 Jan 1993,"Paris, FranceLufthansa Cityline",de Havilland Canada DHC-8-301D-BEAT,4/23(0)
09 Jan 1993,"Surabaya, IndonesiaBouraq Indonesia Airlines",Hawker Siddeley HS-748-234PK-IHE,17/44(0)
13 Jan 1993,"Sellafield, EnglandTitan Airways",Embraer 110P1 BandeiranteG-ZAPE,2/2(0)
14 Jan 1993,"Near Bronson Creek, British Colombia, CanadaCentral Mountain Air Services",Douglas C-47AC-FAAM,2/2(0)
27 Jan 1993,"Kinshasa, Democratic Republic CongoTrans Service Airlift",Nord 262A-449Q-CJK,3/21(0)
31 Jan 1993,"Sumatra, IndonesiaPan Malaysian Air Transport",Shorts SC-7 Skyvan 3-1009M-PID,16/16(0)
08 Feb 1993,"Near Tehran, IranIran Air Tours  /  Military - Iranian Air Force",Tupolev TU-154M / Sukhoi Su-24EP-ITD,133/133(0)
10 Feb 1993,"Near Daraim, AfghanistanMilitary - Afghan Republican Air Force",Mil Mi-8?,30/30(0)
20 Feb 1993,"Bogota, ColombiaCargo Three Panama",Convair CV-440HP-1200CTH,2/2(0)
28 Feb 1993,"Off Green Island, TaiwanFormosa Airlines",Dornier 228-201B-12238,6/6(0)
05 Mar 1993,"Skopje, MacedoniaPalair Macedonian",Fokker 100PH-KXL,83/97(0)
23 Mar 1993,"Near Tangara de Serra, BrazilOeste Linhas Aereas",Embraer EMB-110 BandeirantePP-SBJ,6/6(0)
31 Mar 1993,"Anchorage, AlaskaJapan Air Lines",Boeing B-747-466N47EV,0/5(0)
01 Apr 1993,"Blountville, TenneseePrivate",Fairchild SA227-TTN500AK,4/4(0)
02 Apr 1993,"Off Margarita Island, VenezuelaLinea Aeropostal Venezolana",McDonnell Douglas DC-9-15YV-03C,11/11(0)
06 Apr 1993,"950 nm S of  Shemya, AlaskaChina Eastern Airlines",McDonnell Douglas MD-11B-2171,2/264(0)
19 Apr 1993,"Zwingle, IowaPrivate",Mitsubishi MU-2B-60N86SD,8/8(0)
23 Apr 1993,"Zavnah, MongoliaMIAT - Mongolian Airlines",Antonov AN-26BBHMAY-14102,32/40(0)
26 Apr 1993,"Aurangabad, IndiaIndian Airlines",Boeing B-737-2A8VT-ECQ,55/118(0)
27 Apr 1993,"Off  Libreville, GambiaMilitary - Zambian Air Force",de Havilland  Canada  DHC-5D BuffaloAF-319,30/30(0)
27 Apr 1993,"Near Kholm, AfghanistanMilitary - Afghan Republican Air Force",Antonov AN-32?,76/76(0)
11 May 1993,"Suva, FijiFiji Air",Britten-Norman BN-2A-6 IslanderDQ-FEO,2/2(0)
15 May 1993,"Near Cancun, MexicoCarga del Caribe",Douglas DC-6BFXA-SEA,3/5(0)
19 May 1993,"Near Medellin, ColombiaSAM Colombia",Boeing B-727-46HK-2422X,132/132(0)
06 Jun 1993,"El Yopal, ColombiaAerotaca",de Havilland Canada DHC-6 Twin Otter 300HK-2759X,2/2(0)
09 Jun 1993,"Gulgubip, Papua New GuineaSouthwest Air",Britten-Norman  BN-2A-20 TrislanderP2-SWA,9/11(0)
16 Jun 1993,"Nabire, IndonesiaMerpati Nasantara Airlines",de Havilland Canada DHC-6 Twin Otter 300PK-NUL,1/3(0)
17 Jun 1993,"Near Tbilisi, GeorgiaTajikistan Airlines",Antonov AN-26RA-26035,41/41(0)
01 Jul 1993,"Sorong, Irian Jaya, IndonesiaMerpati Nusantara Airlines",Fokker F-28 Fellowship 3000PK-GFU,41/43(0)
06 Jul 1993,"Near Ochamchire, GeorgiaMilitary - Georgian Air Force",Mil Mi-8?,23/23(0)
12 Jul 1993,"Talladega, AlabamaPrivate","Helicopter, Hughes 369HSN9116F",1/2(0)
23 Jul 1993,"Yinchuan, ChinaChina Northwest Airlines",British Aerospace 146-300B-2716,55/113(0)
26 Jul 1993,"Haenam, South KoreaAsiana Airlines",Boeing B-737-5L9HL-7229,68/110(0)
30 Jul 1993,"Serawak, MalaysiaHornbill Airways",Shorts SC-7 Skyvan 3-1009M-AXM,1/17(0)
31 Jul 1993,"Devghat, NepalEverest Air",Dornier Do-228-1019N-ACL,19/19(0)
18 Aug 1993,"Leeward Point Airfield, Guantanamo Bay, CubaAmerican International Airways",McDonnell Douglas DC-8-61N814CK,0/3(0)
26 Aug 1993,"Near Aldan, RussiaSakha Airlines",Let 410UVP-ERA-67656,24/24(0)
