Date,Location / Operator,Aircraft Type / Registration,Fatalities
09 Jan 1943,"Near Cabo Ruivo, Marine Base, Lisbon, PortugalBritish Overseas Airways",Short S-26 (flying boat)G-AFCK,13/15(0)
15 Jan 1943,"Near Paramarino, Dutch GuyanaMilitary - U.S. Army Air Forces",Douglas C-54A42-32939,35/35(0)
18 Jan 1943,"Off the Brazilian coast,  Atlantic OceanMilitary - U.S. Army Air Forces",Consolidated C-8741-1708,26/26(0)
21 Jan 1943,"Ukiah, CaliforniaPan American World Airways",Martin M-130 (flying boat)NC14715,19/19(0)
22 Jan 1943,"Near Chaparra, PeruPan American Grace Airlines",Douglas DC-3ANC33645,14/15(0)
09 Feb 1943,"Near Gander, NewfoundlandBritish Overseas Airways",Consolidated 32-3 Liberator IIAL-591,19/21(0)
18 Feb 1943,"Seattle, WashingtonPrivate - Boeing Aircraft Company",Boeing XB-2941-3,10/10(20)
22 Feb 1943,"Lisbon, PortugalPan American World Airways",Boeing B-314 (flying boat)NC18603,25/39(0)
11 Mar 1943,"Luishui, ChinaChina National Aviation Corporation",Douglas C-5353,3/3(0)
13 Mar 1943,"Himalaya, ChinaChina National Aviation Corporation",Douglas C-5349,3/3(0)
27 Mar 1943,"Archerfield Aerodrome, Queensland, AustraliaMilitary - Royal Australian Air Force",Douglas C-47-DLA65-2,24/24(0)
04 Apr 1943,North SeaBritish Overseas Airways,Lockheed C-56B LodestarG-AGEJ,7/7(0)
22 Apr 1943,"Off Port Moresby, New GuineaQantas",Short S-23VH-ADU,13/31(0)
01 Jun 1943,Off the coast of FranceBritish Overseas Airways,Douglas DC-3G-AGBB,17/17(0)
07 Jun 1943,"Red Springs, North CarolinaMilitary - U.S. Army Air Forces",Douglas C-47A-DL42-23512,20/20(0)
08 Jun 1943," Noumea,  New CaledoniaMilitary - US Navy",Douglas C-47 Skytrain (DC-3)12406,23/23(0)
14 Jun 1943,"Near Mackay, OLD, AustraliaMilitary - U.S. Army Air Forces",B-17C Flying Fortress12406,40/41(0)
16 Jun 1943,"Khartoum, SudanBritish Overseas Airways",Lockheed Hudson VIFK-459,17/17(0)
30 Jun 1943,"Khartoum, SudanBritish Overseas Airways",Lockheed Hudson VIFK-618,16/16(0)
04 Jul 1943,Gibraltar?,Consolidated Liberator B24 CA-L-523,12/13(0)
28 Jul 1943,"Brandon Head, IrelandBritish Overseas Airways",Short S-25 Sunderland 3 (flying boat)G-AGES,10/25(0)
28 Jul 1943,"Trammel, KentuckyAmerican Airlines",Douglas DC-3NC16014,20/22(0)
01 Aug 1943,"Ploesti, RomaniaMilitary - U.S. Army Air Forces",Consolidated B-24?,10/10(63)
07 Aug 1943,"Off Townsville, AustraliaMilitary - U.S. Air Force",Douglas C-47-DL41-7733,27/27(0)
11 Aug 1943,"Fort Hertz, ChinaChina National Aviation Corporation",Douglas C-5348,3/3(0)
14 Aug 1943,"Rhodes, GreeceLATI",Savoia-Marchetti SM.75 I-BETA,17/17(0)
27 Aug 1943,"Rio de Janeiro, BrazilVASP",Junkers JU-52/3mPP-SPD,18/21(0)
27 Aug 1943,North SeaAB Aerotransport,Douglas DC-3SE-BAF,7/7(0)
10 Sep 1943,"Off Galveston, TexasMilitary - U.S. Army Air Forces",Boeing B-17F / Boeing B-17F42-4621/42-6031,22/22(0)
20 Sep 1943,"Near Maxton, North CarolinaMilitary - U.S. Army Air Forces",Douglas C-53D-DO42-68729,25/25(0)
22 Sep 1943,"Near Calcutta, IndiaMilitary - U.S. Army Air Forces",Douglas C-5342-6471,20/20(0)
15 Oct 1943,"Near Centerville, TennesseeAmerican Airlines",Douglas DC3-G102NC16088,15/15(0)
19 Oct 1943,"St. Donat, Quebec, CanadaMilitary - Royal Canadian Air Force",Consolidated B-243701,24/24(0)
22 Oct 1943,"Hallo, SwedenAB Aerotransport",Douglas DC-3SE-BAG,13/15(0)
22 Oct 1943,"Columbus, GeorgiaMilitary - U.S. Army Air Forces",Douglas C-47-DL42-5677,20/20(0)
05 Nov 1943,Eastern LibyaBritish Overseas Airways,Short Sunderland 3G-AGIB,19/19(0)
08 Nov 1943,"Poona, IndiaMilitary - Indian Air Force",??,1/1(37)
19 Nov 1943,"Kunming, ChinaChina National Aviation Corporation",Douglas C-5359,2/3(0)
19 Nov 1943,"Kunming, ChinaChina National Aviation Corporation",Douglas C-4763,3/3(0)
26 Nov 1943,"Port Moresby, New GuineaQantas",Lockheed L-18-56 LodestarVH-CAB,15/15(0)
17 Dec 1943,"Off Montrose, ScotlandBritish Overseas Airways",Lockheed 18-56 LodestarG-AGdE,10/10(0)
18 Dec 1943,"Suifu, ChinaChina National Aviation Corporation",Douglas C-4783,3/3(0)
19 Dec 1943,"Canal Creek, AustraliaMilitary - U.S. Air Force",Douglas C-47A-60-DL43-30742,31/31(0)
29 Dec 1943,"Lakeside, UtahMilitary - U.S. Army Air Forces / Military - U.S. Army Air Forces",Consolidated B-24 / Consolidated B-2442-7183/42-7408,25/25(0)
