Date,Location / Operator,Aircraft Type / Registration,Fatalities
14 Jan 2019,"Karaj, IranSaha Air",Boeing 707-3J9CEP-CPP,15/16(0)
23 Feb 2019,"Houston, TexasAtlas Air serving Amazon ",Boeing 767-375ERN1217A,3/3(0)
09 Mar 2019,"Vereda La Bendicion, ColombiaLaser Aereo Colombia",Douglas DC-3HK-2494,14/14(0)
10 Mar 2019,"Bishoftu, EthiopiaEthiopian Airlines",Boeing 737 Max 8ET-AVJ,157/157(0)
16 Apr 2019,"Puerto Montt, ChileArchipelagos Service Aereos",Pilatus-Britten Norman BN-2B-27 IslanderCC-CYR ,6/6(0)
05 May 2019,"Near Monclava, MexicoTVPX Aircraft Solutions",Canadair CL-600-2B16-ChallengerN601VH,13/13(0)
05 May 2019,"Moscow, RussiaAeroflot Russian International Airlines",Sukhoi Superjet-100-95BRA-89098 ,41/78(0)
03 Jun 2019,"Near Lipo, IndiaMilitary - Indian Air Force",Antonov An-32K2752,13/13(0)
30 Jul 2019,"Rawalpindi, IndiaMilitary - Pakistan Army",Beechcraft B300 King Air766,5/5(14)
11 Sep 2019,"Toledo, OhioPrivate",Convair CV-440FN24DR,2/2(0)
04 Oct 2019,"Lviv, UkraineUkraine Air Alliance ",Antonov An-12BKUR-CAH,5/8(0)
24 Nov 2019,"Goma, Democratic Republic of CongoBusy Bee Congo",Dornier 228-2019S-GNH,19/19(7)
27 Dec 2019,"Almaty, KazakhstanBek Air",Fokker 100UP-F100,12/98(0)
