Date,Location / Operator,Aircraft Type / Registration,Fatalities
14 Jan 1936," Tres Esquinas, ColombiaMilitary - Fuerza Aerea Colombiana",Junkers JU-52624,13/16(0)
14 Jan 1936,"Goodwin, ArkansasAmerican Airlines",Douglas DC-2-120NC14274,17/17(0)
17 Jan 1936,"Near Cordillera, BolivaLloyd Aereo Boliviano",Junkers JU-52?,13/13(0)
21 Jan 1936,"Off Ajaccio, Corsica, FranceAir France",CAMS 53F-AJIR,6/6(0)
29 Jan 1936,"Denton, TexasAmerican Airlines",Vultee V-1NC13767,1/6(0)
10 Feb 1936,Atlantic OceanAir France,Latecoere 301 (flying boat)F-ANLE,6/6(0)
15 Feb 1936,South Atlantic OceanDeutsche Lufthansa,Dormier Do-J-Iif Bos Wal flying boatD-ADYS,4/4(0)
05 Mar 1936,"Near Tengya, ChinaChina National Aviation Corporation",Ford 5-AT-D Tri-Motor?,0/6(0)
14 Mar 1936,"Ovalle, ChileLan Chile",Fairchild FC-219,5/5(0)
26 Mar 1936,"Amemeca, MexicoMexicana",Ford 5-AT-B Tri MotorXA-BCB,14/14(0)
01 Apr 1936,"Pavillon, New YorkAmerican Airlines",Stinson Model ANC15152,2/2(0)
07 Apr 1936,"Uniontown, PennsylvaniaTrans Continental and Western Air",Douglas DC-2-112NC13721,12/14(0)
11 Apr 1936,"Port of Spain, TrinidadPan American Airways",Sikorsky S-42A float planeNC1537,3/25(0)
15 Apr 1936,"Near Turin, ItalyAvio Linee Italiane",OFM F-VIIb/3mI-AAXZ,7/7(0)
17 Apr 1936,"Orvin, SwitzerlandDeutsche Lufthansa",Junkers JU-52D-ASOR,3/5(0)
21 Apr 1936,"Senlis, FranceSabena",Fokker F-VIIOO-AIF,2/2(0)
30 Apr 1936,"Basel, SwitzerlandSwissair",General Aviation GA-43HB-ITU,2/2(0)
16 May 1936,"Mount Waverley, AustraliaHolymans Airways",De Havilland DH-60 MothVH-UII,2/2(0)
09 Jun 1936,"Malmo, SwedenA B Aerotransport",Fokker F-XXIISE-ABA,1/15(0)
13 Jun 1936,"Hannover, GermanyDeutsche Lufthansa",Junkers JU-160D-UPYM,1/6(0)
16 Jun 1936,"Mt. Lihesten, NorwayDen Norske Luftfartskole",Junkers JU-52/3mLN-DAE,7/7(0)
15 Jul 1936,"Zagreb, CroatiaAeroput",Spartan CruiserYU-SAP,7/7(0)
28 Jul 1936,"Kulyab, TajikistanAeroflot",Tupolev ANT-9?,6/6(0)
31 Jul 1936,"Off Channel Islands, JerseyGuernsey Airways",Saro A-19 CloudG-ABXW,10/10(0)
02 Aug 1936,"Mazamet, FranceAir France",Wibault 280F-ANBLF-ANBL,3/3(0)
03 Aug 1936,"Ciudad Serdan,MexicoMexicana",Lockheed 9 OrionXA-BAY,1/1(0)
05 Aug 1936,"St. Louis, MissouriChicago Southern Airlines",Lockheed 10B ElectraNC16022,8/8(0)
06 Aug 1936,"Choco, ColombiaSCADTA",Junkers F-13C-40,2/3(0)
12 Aug 1936,"Altenkirchen, GermanyBritish Airways",De Havilland DH-86G-ADEB,2/2(0)
22 Aug 1936,"Mirabella, GreeceImperial Airways",Short S-17 KentG-ABFA,2/11(0)
05 Sep 1936,"Near Pittsburgh, PennsylvaniaPittsburgh Skyways Inc.",Stinson SM 6000BNC117S,10/11(0)
25 Sep 1936,English ChannelImperial Airways,Boulton and Paul P-71G-ACOX,2/2(0)
28 Sep 1936,"Walsenberg, ColoradoVarney Air Lines",Lockheed  5 VegaNC176W,3/3(0)
28 Sep 1936,"Benghazi, LibyaAla Littoria SA",Cant Z-506 (float plane)I-RODI,9/10(0)
29 Sep 1936,"Napierville, IllinoisBlue Bird Air Service",Lockheed Vega 5CNC959Y,4/4(0)
06 Oct 1936," Francisco Rueda,  Tabasco, MexicoMexicana",Lockheed OrionXA-BDH,1/1(0)
09 Oct 1936,"Selby, North Yorkshire, United KingdomNorth Sea Aerial and General Transport",Blackburn B-2G-ABWI,1/1(0)
01 Nov 1936,"Near Tabarz, GermanyDeutsche Lufthansa",Junkers JU-52D-APOO,11/15(0)
17 Nov 1936,"Nurnberg, GermanyDeutsche Lufthansa",Junkers JU-52/3mD-ASUI,4/16(0)
19 Nov 1936,"London, EnglandBritish Airways",Fokker F-XIIG-AEOT,2/4(0)
04 Dec 1936,"Near Grenoble, FranceDeutsche Lufthansa",Junkers JU-52/3mD-ASIH,6/6(0)
06 Dec 1936,"Near Moscow, RussiaDeruluft",Antonov AN-9CCCP-D311,9/14(0)
07 Dec 1936,"Off Dakar, French West AfricaAir France",Latécoère 300 (float plane.F-AKGF,5/5(0)
09 Dec 1936,"Croydon, EnglandKLM Royal Dutch Airlines",Douglas DC-2-115EPH-AKL,15/17(0)
15 Dec 1936,"Near Salt Lake City, UtahWestern Air Express",Boeing 247DNC13370,7/7(0)
18 Dec 1936,"Kellogg, IdahoNorthwest Orient Airlines",Lockheed 10 ElectraNC14935,2/2(0)
19 Dec 1936,"Near Milford, PennsylvaniaEastern Air Lines",Douglas DC-2-112NC13732,0/11(0)
23 Dec 1936,"Near Dallas, TexasBraniff Airways",Lockheed 10 ElectraNC14905,6/6(0)
26 Dec 1936,"Nanking, ChinaChina National Aviation Corporation",Douglas DC-2NC14269,?/?(?)
27 Dec 1936,"Newhall, CaliforniaUnited Air Lines",Boeing 247DNC13355,12/12(0)
