Date,Location / Operator,Aircraft Type / Registration,Fatalities
06 Jan 1945,"Near Dinjan, IndiaChina National Aviation Corporation",Douglas C-4777,4/4(0)
08 Jan 1945,"Port of Spain, TrinidadPan American World Airways",Martin M-130 (flying boat)NC14716,23/30(0)
10 Jan 1945,"Burbank, CaliforniaAmerican Airlines",Douglas DC-3NC25684,24/24(0)
14 Jan 1945,ChinaChina National Aviation Corporation,Douglas C-4770,4/6(0)
16 Jan 1945,"Near Kunming, ChinaChina National Aviation Corporation",Douglas C-47?,3/3(0)
23 Jan 1945,"Timor, IndonesiaMilitary - Royal Australian Air Force",Consolidated LiberatorA72-70,11/11(0)
31 Jan 1945,"Redesdale, AustraliaAustralian National Airways",Stinson Model AVH-UYY,10/10(0)
02 Feb 1945,"Near Montieri, ItalyMilitary - U.S. Army Air Forces",Douglas C-47-DL41-18603,23/26(0)
06 Feb 1945,"Nunters Burgh, EnglandMilitary -Royal Air Force",Douglas C-47 DakotaKG630,23/23(0)
13 Feb 1945,"Off Oakland, CaliforniaMilitary - U.S. Navy",Douglas R4D-650765,24/24(0)
15 Feb 1945,"Lagoa Santa, BrazilNavegacao Aerea Brasileira",Lockheed 18 LoadstarPP-NAE,11/11(0)
23 Feb 1945,"Snezka mountains, PolandMilitary - German Army",Junkers 52/3m 4V+DR,8/8(0)
23 Feb 1945,"Casablanca, MoroccoMilitary - United States Army Air Force",Curtiss C-46A42-107377,13/30(0)
23 Feb 1945,"Marion, VirginiaAmerican Airlines",Douglas DC-3NC18142,17/22(0)
27 Mar 1945,"Coral Sea, off AustraliaMilitary - U.S. Air Force",Douglas C-47A-90-DL43-16011,24/24(0)
09 Apr 1945,"Kunming, ChinaChina National Aviation Corporation",Douglas C-4788,3/3(0)
14 Apr 1945,"Morgantown, West VirginiaPennsylvania Central Airlines",Douglas DC-3NC25692,20/20(0)
19 Apr 1945,"Near Perth, AustraliaMilitary - U.S. Navy",Douglas DC-339067,13/13(0)
20 Apr 1945,"Sweetwater, TexasMilitary - U.S. Army Air Forces",Douglas C-47-DL41-18451,25/25(0)
20 Apr 1945,"Near Steinreich, GermanyLufthansa",Junkers JU-53/3mD-ANAJ,18/20(0)
21 Apr 1945,"Near Piesenkofen, GermanyDeutsche Lufthansa",Focke-Wulf FW 200D-ASHH,21/21(0)
23 Apr 1945,"North Barrule, Isle of Man, EnglandMilitary - U.S. Air Force",B17G Flying Fortress43-38856,31/31(0)
