Date,Location / Operator,Aircraft Type / Registration,Fatalities
13 Jan 1998,"Brno, Czech RepublicAeroservice International",Let 410UVPYV-928CP,2/2(0)
13 Jan 1998,"Tor Kach, PakistanMilitary - Ariana Afghan Airlines",Antonov AN-12BPYA-DAB,51/51(0)
27 Jan 1998,"Yangon (Rangoon), MyanmarMyanmar Airways",Fokker F-27 Friendship 600XY-AES,16/45(0)
02 Feb 1998," Cagyan de Oro, PhilippinesCebu Pacific Air",McDonnell Douglas DC-9-32RP-C1507,104/104(0)
03 Feb 1998,"Near Cavalese, Trento, ItalyMilitary - U.S. Marine Corps",Grummand EA-6B163045/CY-02,0/2(20)
04 Feb 1998,"Terceira, PortugalAir Luxor",Antonov 12BPLZ-SFG,7/7(0)
05 Feb 1998,"Near Navafria, SpainMilitary - Spanish Air Force",CASA 212-S1 Aviocar 100D-3B-9,5/5(0)
12 Feb 1998,"Near Nasir, SudanMilitary - Sudan Air Force",Antonov AN-32?,27/57(0)
16 Feb 1998,"Taipei, TaiwanChina Airlines (Taiwan)",Airbus A300-622RB-1814,196/196(7)
10 Mar 1998,"Mombasa, KenyaAir Memphis",Boeing 707-336CSU-PBA,6/6(0)
18 Mar 1998,"Off Hsinchu, TaiwanFormosa Airlines",Saab340BB-12255,13/13(0)
19 Mar 1998,"Near Charasyab, AfghanistanAriana Afghan Airlines",Boeing B-727-228YA-FAZ,45/45(0)
22 Mar 1998,"Bacolod, PhilippinesPhilippine Air Lines",Airbus A.320-214RP-C3222,0/127(3)
28 Mar 1998,"Piura, PeruFuerza Aérea del Peru",Antonov AN-32OB-1388,22/55(1)
31 Mar 1998,"Near Mexico City, MexicoLinea Aérea Mexicana de Carga",Convair CV-240-53XA-TAP,2/4(0)
20 Apr 1998,"Near Bogota, ColombiaAir France",Boeing B-727-230HC-BSU,53/53(0)
05 May 1998,"Andoas, PeruFuerza Aérea del Peru",Boeing B-737-282FAP-351,75/88(0)
12 May 1998,"Near Nema, MauritaniaMilitary - Mauritanian Air Force",Xian Yunshuji Y-7-100C5T-MAG,39/42(0)
25 May 1998,"Near Longtiang, LaosMilitary - Lao People's Liberation Army Air Force",Yakovlev YAK-4034001,26/26(0)
25 May 1998,"Indian Trail, North CarolinaAir Taxi - US Helicopters Inc.",Bell 206L-3N96CW,5/5(0)
26 May 1998,"Near Erdenet, MongoliaMIAT - Mongolian Airlines",Harbin Yunshuji Y-12 IIJU-1017,28/28(0)
18 Jun 1998,"Montreal, CanadaPropair",Swearingen SA-226TC Metroliner IIC-GQAL,11/11(0)
25 Jun 1998,"Mt. Waialeale, HawaiiAir Taxi - Ohana Helicopter Tours",Eurocopter AS-350-BAN594BK,6/6(0)
13 Jul 1998,"Off Rasal, United Arab EmiratesATI Aircompany",Ilyushin 76MDUR-76424,8/8(0)
16 Jul 1998,"Córdoba, ArgentinaAlas del Sur",Rockwell Sabreliner 60LV-WPO,3/3(0)
17 Jul 1998,"Asmara, EritreaUkraine Aviation Transport Company",Ilyushin II-76UR-UCI,10/10(0)
23 Jul 1998,"Pico de Orizaba, MexicoMilitary - Mexican Air Force",Shorts SC-7 Skyvan 3-100XC-UTQ,4/4(0)
27 Jul 1998,"Southhampton, EnglandPlane Sailing",Consolidated PBY-5A CatalinaVP-BPS,4/18(0)
28 Jul 1998,"Barcelona, SpainSwifair",Swearingen SA.227AC Metro IIIEC-FXD,2/2(0)
29 Jul 1998,"Manacapuru River, BrazilSelva Taxi Aero",Embraer 110 BandeirantePT-LGN,5/24(0)
