Date,Location / Operator,Aircraft Type / Registration,Fatalities
02 Jan 1999,"Near Huambo, AngolaTransafrik - United Nations Charter",Lockheed L-100-30 HerculesD2-EHD,9/9(0)
12 Jan 1999,"Guernsey, Channel Islands, EnglandChannel Express",Fokker F-27 Friendship 600G-CHNL,2/2(0)
13 Jan 1999,"Geilenkirchen, GermanyMilitary - German Air National Guard",Boeing KC-135E59-1452,4/4(0)
13 Jan 1999,"Mayne Island, British Columbia, CanadaKelowna Flightcraft Air Charter",Douglas DC-3CC-GWUG,2/2(0)
16 Jan 1999,"Coconut Island, QLD, AustraliaUzu Air",Britten Norman BN-2A-26VH-XFF,3/4(0)
21 Jan 1999,"Bluefields, NicaraguaFuerza Aérea Nicaragua",Antonov AN-26?,28/28(0)
02 Feb 1999,"Luanda, AngolaSavannair",Antonov AN-12EL-ASS,14/14(13)
03 Feb 1999,"Hoskins, Papua New GuineaAirlink",Britten Norman BN-2A TrislanderP2-ALH,11/11(0)
08 Feb 1999,"Kinshasa,  Democratic Republic CongoAir Karibu",Lockheed L-188A Electra9Q-CDI,7/7(0)
24 Feb 1999,"Rui'an, ChinaChina Southwest Airlines",Tupolev TU-154B-2622,61/61(0)
25 Feb 1999,"Genoa, ItalyMinerva Airlines",Dornier 328-110D-CPRR,4/31(0)
07 Mar 1999,"New Delhi, IndiaMilitary - Indian Air Force",Antonov AN-32 TransportK2673,19/19(3)
18 Mar 1999,"Near Tame, ColombiaALIANSA Colombia",Douglas DC-3C (C-47A-DK)HK-337,8/8(8)
19 Mar 1999,"Davis Inlet, Newfoundland, CanadaProvincial Airlines",de Havilland Canada DHC-6 Twin Otter 300C-FWLQ,1/2(0)
07 Apr 1999,"Ribeirao Preto, BrazilManacá Táxi Aéreo",Learjet 24DPT-LEM,5/5(0)
07 Apr 1999,"Near Ceyhan, TurkeyTurkish Airlines (THY)",Boeing 737-4Q8TC-JEP,6/6(0)
08 Apr 1999,"Near Malaga, ColombiaAerotaca",de Havilland Canada DHC-6 Twin Otter 300HK-2760,5/5(0)
15 Apr 1999,"Shanghi, ChinaKorean Air",McDonnell Douglas MD-11HL-7373,3/3(0)
08 May 1999,"Off Port Vila, VanuatuVanair",de Havilland Canada DHC-6 Twin Otter 300YJ-RV9,7/12(0)
24 May 1999,"Kuching, MalaysiaMilitary - Malaysian Air Force",de Havilland Canada DHC-4AM21-05,5/5(0)
29 May 1999,"Ol Kiombo, KenyaMalindi Air Services",Let 410UVP-E5Y-LET,2/2(0)
01 Jun 1999,"Little Rock, ArkansasAmerican Airlines",McDonnell Douglas MD-82N215AA,11/145(0)
03 Jun 1999,"Near Khartoum, SudanMilitary - Sudan Air Force",Antonov 32?,50/50(0)
09 Jun 1999,"Coron, PhilippinesPacific Airways",Britten-Norman BN-2A-21 IslanderRP-C471,1/1(0)
09 Jun 1999,"Juneau, AlaskaAir Taxi - Coastal Helicopters Inc.",Eurocopter AS-350BAN6099S,7/7(0)
17 Jun 1999,"Goroka, Papua New GuineaAirlink",Embraer 110P2 BandeiranteP2-ALX,17/17(0)
25 Jun 1999,"Long Haul Lake, Manatoba, CanadaBlue Water Aviation Services",de Havilland Canada DHC-3 OtterC-FIFP,1/2(0)
01 Jul 1999,"Luzamba, AngolaSavanair",Antonov 12BTN-AFR,1/5(0)
02 Jul 1999,"Sittwe, MyanmarMyanmar Airways",Fokker F-27 Friendship 600XY-AEO,8/8(0)
04 Jul 1999,"Villavicencio, ColombiaLANC Colombia",Douglas DC-6AHK-1776,5/18(0)
07 Jul 1999,"Near Kathmandu, NepalLufthansa Cargo Airlines",Boeing 727-243FVT-LCI,5/5(0)
09 Jul 1999,"Toluca , MexicoAero Jet Express",Hawker Siddeley HS-125XA-TAL,4/4(0)
16 Jul 1999,"Off Martha's Vineyard, MassachusettsPrivate",Piper PA-32-R301 Saratoga II HPN9253N,3/3(0)
23 Jul 1999,"Tokyo, JapanAll Nippon Airways",Boeing B-747JA8966,1/517(0)
23 Jul 1999,"Near Orito, ColombiaMilitary - U.S. Army",de Havilland Canada DHC-7-102N5382W,7/7(0)
24 Jul 1999,"Nasevou Village, FijiAir Fiji",Embraer 110P1 BandeiranteDQ-AFN,17/17(0)
07 Aug 1999,"Santo Antao, Cape Verde IslandsTACV-Cabo Verde Airlines",Dornier 228-201D4-CBC,18/18(0)
22 Aug 1999,"Hong Kong, ChinaChina Airlines (Taiwan)",McDonnell Douglas MD-11B-150,3/315(0)
24 Aug 1999,"Hualian, TaiwanUni Air",McDonnell Douglas MD-90-30B-17912,1/96(0)
