Date,Location / Operator,Aircraft Type / Registration,Fatalities
04 Jan 1938,"Frankfurt, GermanyLufthansa",Junkers JU-38D-ABUR,6/6(0)
10 Jan 1938,"Bozeman, MontanaNorthwest Orient Airlines",Lockheed 14H Super ElectraNC-17388,10/10(0)
11 Jan 1938,"Pago Pago, U.S. SamoaPan American World Airways",Sikorsky S-42 (flying boat)NC16734,7/7(0)
12 Jan 1938,"North Pine, Ontario, CanadaGeneral Airways",Stinson Reliant SR-9CF-BEI,1/1(0)
02 Feb 1938,"Off San Clemente Island, CaliforniaMilitary - U.S. Navy / Military - U.S. Navy",Consolidated PBY-2 / Consolidated PBY-204062 / 0463,11/14(0)
05 Feb 1938,"Kandalaksha, RussiaTsAGI",V6 (airship)CCCP-V6,13/19(0)
09 Feb 1938,"Guadalupe, MexicoMexicana",Lockheed 10 ElectraXA-BAS,2/2(0)
09 Feb 1938,"Marseille, FranceAir France",Lioré-et-Olivier H-242F-ANPB,8/12(0)
13 Feb 1938,Mediterranean SeaAla Littoria SA,Cant Z-506I-ORIA,14/14(0)
22 Feb 1938,"Pontoise, FranceDeutsche Lufthansa",Junkers JU.52D-APAR,3/3(0)
01 Mar 1938,"Near Wawona, CailiforniaTrans Continental and Western Air",Douglas DC-2-112NC13789,9/9(0)
07 Mar 1938,"Datia, IndiaAir France",Potez 621F-ANQR,7/7(0)
08 Mar 1938,"Somerton, AustraliaAustralian National Airways",De Havilland DH-60VH-UNU,1/1(0)
23 Mar 1938,"Corsavy, FranceAir France",Dewoitine D-338F-AQBB,8/8(0)
30 Apr 1938,"Near Formia, ItalyAla Littoria",Junkers JU-52I-BAUS,19/19(0)
05 May 1938,"Balbuena, MexicoLineas Aéreas Mineras",Lockheed Vega 5BXA-BFR,1/6(0)
10 May 1938,"Mangere, New ZealandUnited Airways of New Zealand",Lockheed 10 ElectraZK-AFC,2/2(0)
16 May 1938,"Near Saugus, CaliforniaNorthwest Orient Airlines",Lockheed 14-H2 Super ElectraNC17394,9/9(0)
22 May 1938,"Sao Paulo, BrazilCruzeiro do Sul",Junkers JU-52/3mPP-CBC,6/17(0)
24 May 1938,"Cleveland, OhioUnited Air Lines",Douglas DST-A-207ANC18108,10/10(0)
27 May 1938,"Alberno Canal, BC, CanadaGinger Coote Airways",Fairchild 51CF-AUX,1/1(0)
27 May 1938,"Langeoog, GermanyDeutsche Lufthansa",Heinkel 116D-ATIO,3/3(0)
08 Jun 1938,"Near Singida, TanzaniaWilson Airways",De Havilland DH-85VP-KBE,3/3(0)
19 Jun 1938,"Mount  Mercedario, ChilePan American Grace Airways",Douglas DC-2NC14272,4/4(0)
