Date,Location / Operator,Aircraft Type / Registration,Fatalities
16 Jan 1942,"Near Las Vegas, NevadaTrans Continental and Western Air",Douglas DC-3NC1946,22/22(0)
20 Jan 1942," Kupang, IndonesiaMilitary - Royal Australian Air Force",Lockheed HudsonA16-79,11/11(0)
26 Jan 1942,"Kupang, TimorKNILM",Grumman G-21 GoosePK-AFS,5/5(0)
30 Jan 1942,"Near Kupang, TimorQantas",Short S-23 (flying boat)G-AEUH,13/18(0)
15 Feb 1942,"English Channel, near Plymouth, EnglandBritish Overseas Airways",Consolidated LiberatorG-AGDR,9/9(0)
19 Feb 1942," Zhengzhou-Xinzheng, ChinaChina National Aviation Corporation",Douglas DC-245,1/1(?)
20 Feb 1942,"Off Belmont, Brisbane, AustraliaQantas",deHavilland DH-86VH-USE,9/9(0)
28 Feb 1942,Indian OceanBritish Overseas Airways,Short S-23 (flying boat)G-AETZ,20/20(0)
03 Mar 1942,"Wyndham, AustraliaKNILM",Douglas DC-3PK-AFV,8/12(0)
03 Mar 1942,"Off Broome, AustraliaMilitary - U.S. Army Air Force",Consolidated B-24 Liberator40-2370,20/21(0)
14 Mar 1942,"Kunming, ChinaChina National Aviation Corporation",Douglas DC-2-22131,13/17(0)
21 Apr 1942,"Pine Creek, AustraliaGuinea Airways Limited",Lockheed 14 ElectraVH-ADY,12/12(0)
01 May 1942,"Salt Lake City, UtahUnited Air Lines",Douglas DST-A-207ANC18146,17/17(0)
12 May 1942,"Miles City, MontanaNorthwest Orient Airlines",Douglas DC-3-A-269NC 21714,3/14(0)
19 May 1942,"Near Rome, ItalyLATI",Savoia-Marchetti SM-75I-MELE,20/20(0)
01 Jul 1942,"Near Premier, West VirginiaMilitary - U.S. Army Air Forces",Douglas C-49E42-56093,21/21(0)
07 Jul 1942,"Off Broken Head, AustraliaMilitary - Royal Australian Air Force",Lockheed HudsonA16-198,10/10(0)
20 Jul 1942,"Llanfair, EnglandMilitary - Royal Air Force",Lockheed HudsonN7253,13/13(0)
13 Aug 1942,"Algiers, AlgeriaAir France",Liore et Olivier H-246 Air BoatF-AREJ,4/10(0)
21 Aug 1942,?Deutsche Lufthansa,Siebel Si-204?,4/4(0)
22 Aug 1942,TrinidadKLM Royal Dutch Airlines,Lockheed 14 ElectraPJ-AIP,13/13(0)
23 Aug 1942,"Near Dunbeath, ScotlandMilitary - Royal Air Force",Short SunderlandW4026,14/15(0)
24 Sep 1942,Off West AfricaBritish Overseas Airways,Short S-30 (flying boat)G-AFCZ,19/19(0)
27 Sep 1942,"Ameur el Ain, AlgeriaAir France",Dewoitine D-342F-ARIZ,25/25(0)
28 Sep 1942,"Near Sao Paulo, BrazilPanair do Brasil SA",Lockheed 18 LoadstarPP-PBG,15/15(0)
01 Oct 1942,"Kunming, ChinaChina National Aviation Corporation",Douglas C-4769,?/?(?)
01 Oct 1942,"Near Coamo, Puerto RicoMilitary - U.S. Army Air Forces",Douglas C-39-DO  (DC-2)38-524,22/22(0)
03 Oct 1942,"Botwood, NewfoundlandAmerican Export Airlines",Sirkorsky 44A (flying boat)NC41880,11/37(0)
22 Oct 1942," Yanaul, RussiaAeroflot",GVF PS-84CCCP-L3903,10/12(0)
22 Oct 1942,"Budapest, RomaniaDeutsche Lufthansa",Junkers JU-52/3mD-AYGX,17/17(0)
23 Oct 1942,"Palm Springs, CaliforniaAmerican Airlines / Military - USAF",Douglas DC-3 / Lockheed B-34NC16017,12/13(0)
24 Oct 1942," La Esperanza, ColombiaAvianca",Boeing 247C-144,6/6(0)
30 Oct 1942,NorwayMilitary - Royal Air Force,Handley Page HP-57 HalifaxW7773,10/10(0)
17 Nov 1942,"Near Kranoyarsk, RussiaKranoyarskie Vozhjushnye Trassy",Grazhdansky Vozdushnyi Flot PS-84CCCP-L-3965,20/20(0)
12 Dec 1942,"Near Tashkent, RussiaAeroflot",Tupolev A.N.T. 20bisSSSR-L-760,36/36(0)
15 Dec 1942,"Fairfield, UtahWestern Airlines",Douglas DC-3ANC16060,17/19(0)
19 Dec 1942,"Near Vienna, AustriaDDL",Junkers JU-52/3mOY-DAL,2/16(0)
20 Dec 1942,"Near Chilliwack, British Columbia, CanadaCanadian Pacific Air Lines",Lockheed 14-H2 Super ElectraCF-CPD,13/13(0)
