Date,Location / Operator,Aircraft Type / Registration,Fatalities
05 Jan 1995,"Isfahan, IranMilitary - Iranian Air Force",Lockheed 1329 Jetstar 81003,12/12(0)
10 Jan 1995,"Off Flores Island, InodnesiaMerpati Nusantara Airlines",de Havilland Canada DHC-6 Twin Otter 300PK-NUK,14/14(0)
11 Jan 1995,"Cartagena, ColombiaIntercontinental de Aviacion",McDonnell Douglas DC-9-14HK-3839X,51/52(0)
14 Jan 1995,"Los Angeles, CaliforniaAir Taxi - Wolfe Air Aviation Ltd.",Bell 206BN2209P,2/4(0)
17 Jan 1995,"Kathmandu, NepalRoyal Nepal Airlines",de Havilland Canada DHC-6 Twin Otter 3009N-ABI,2/24(0)
20 Jan 1995,"Le Bourget, FranceLeadair - Charter",Dassault Falcon 20EF-GHLN,10/10(0)
20 Jan 1995,"Near Krasnoyarsk, RussiaAbakan Airlines",Let 410UVPRA-67120,3/19(0)
16 Feb 1995,"Kansas City, MissouriATI",McDonnell Douglas DC-8-63FN782AL,3/3(0)
16 Mar 1995,"Ossora, RussiaAeroflot",Antonov 26BRA-26084,9/10(0)
31 Mar 1995,"Near Balotesti, RomaniaTransporturile Aeriene Romane (TAROM)",Airbus A310-324YR-LCC,60/60(0)
23 Apr 1995,"Lagos, NigeriaBristow Helicopters",de Havilland Canada DHC-6 Twin Otter 3005N-AJQ,1/9(0)
29 Apr 1995,"Near Palaly AFB, Sri LankaMilitary - Sri Lanka Air Force",Hawker Siddeley HS-748-357/2B SCD4R-HVA,52/52(0)
01 May 1995,"Sioux Falls, Ontario, CanadaBearskin Airlines / Air Sandy",Swear. SA-227CC Metro 23/Piper NavajoC-GYYB/ C-GYPZ,8/8(0)
03 May 1995,"Quito, EcuadorAmerican Jet",Grumman Gulfstream IIN409MA,7/7(0)
09 May 1995,"Cerro San Jeronimo, ColombiaADES Colombia",Curtiss C-46FHK-3079G,9/9(0)
13 May 1995,"Near Boise, IdahoMilitary - U.S. Air Force",Lockheed C-130E Hercules62-1838,6/6(0)
24 May 1995,"Near Leeds, EnglandKnight Air",Embraer 110 P1 BandeiranteG-OEAA,12/12(0)
25 May 1995,"Miraflores, ColombiaLACOL",Douglas DC-3CHK-3213,2/11(0)
29 May 1995,"Off Mbour, SenegalSenegalair",Piper PA-31-310 Navajo6V-AGH,6/10(0)
09 Jun 1995,"Near Palmerston North, New ZealandAnsett New Zealand",de Havilland Canada DHC-8-102ZK-NEY,5/21(0)
16 Jun 1995,"Herputchi, RussiaAeroflot",Antonov AN-2RA-07743,13/14(0)
16 Jun 1995,"Volgograd, RussiaVolga Air",Antonov 2RCCCP-68142,12/12(0)
17 Jun 1995,"Near Cuvela, AngolaMilitary - Angolan Air Force",CASA 212-200 AviocarT401,48/48(0)
24 Jun 1995,"Lagos, NigeriaHarka Air Services",Tupolev TU-134ARA-65617,16/80(0)
27 Jun 1995,"La Romana, Dominican RepublicSalair",Convair CV-440N356SA,2/2(0)
01 Jul 1995,"Kiunga, Papua New GuineaGaramut Aviation",de Havilland Canada C-7A CaribouP2-VTC,3/3(0)
12 Jul 1995,"Gumey, Papua New GuineaMilne Bay Air",de Havilland Canada DHC-6 Twin Otter 300P2-MBI,15/15(0)
17 Jul 1995,"Bintuni,  IndonesiaMerpati Nusantara Airlines",de Havilland Canada DHC-6 Twin Otter 300PK-NUT,1/18(0)
18 Jul 1995,"Near Antananivo, MadagascarMilitary - Madagascar Air Force",Douglas C-47A5R-MMG,34/34(0)
25 Jul 1995,"Near Karamui, Papua New GuineaTransniugini Airways",Britten-Norman BN-2A IslanderP2-TNT,2/2(0)
02 Aug 1995,"Johannesburg, South AfricaAero Air",Antonov An-2RRA-05708,3/3(0)
09 Aug 1995,"Mt. Chichontepec, San Vincente, El SalvadorAviateca",Boeing B-737-2H6N125GU,65/65(0)
09 Aug 1995,"Near Kaimana, IndonesiaBourag Indonesia Airlines",Hawker Siddeley HS-748 2APK-KHL,10/10(0)
14 Aug 1995,"Nevada del Huila, ColombiaAIRES Colombia",Embraer 110P1 BandeiranteHK-2594,10/10(0)
21 Aug 1995,"Near Carrollton, GeorgiaAtlantic Southeast Airlines",Embraer 120-RT BrasiliaN256AS,10/29(0)
01 Sep 1995,"Near Farewell, AlaskaNorth Star Air Cargo",Shorts SC-7 SkyvanN30GA,1/1(0)
02 Sep 1995,"Toronto, Ontario, CanadaMilitary - Royal Air Force",British Aerospace Nimrod MR-2PXV239,7/7(0)
02 Sep 1995,"Beaver Dam, ArizonaAdventure Airlines",Cessna 421C Golden EagleN6234G,8/8(0)
09 Sep 1995,"Near La Macarena, ColombiaSAETA",CASA 212 Aviocar 200FAC1152,21/22(0)
11 Sep 1995,"Jalalabad, AfghanistanAriana Afghan Airlines",Antonov AN-26BYA-BAO,3/51(0)
12 Sep 1995,"Off Colombo, Sri LankaMilitary - Sri Lanka Air Force",Antonov AN-32CR861,81/81(0)
15 Sep 1995,"Tawau,  MalaysiaMalaysia Airlines",Fokker 509M-MGH,34/53(0)
21 Sep 1995,"Near Moron, MongoliaMIAT - Mongolian Airlines",Antonov AN-24RVBNMAU-10103,42/43(0)
22 Sep 1995,"Anchorage, AlaskaMilitary - U.S. Air Force",Boeing B-707 (E-3B)77-0354,24/24(0)
24 Sep 1995,"Sterligov Cape, RussiaNorilsk Flight Company",Mil Mi-8TRA-24553,15/15(0)
27 Sep 1995,"Campbell River, British Columbia, CanadaWestern Straits Air",De Havilland Dash-3C-FEBX,8/10(0)
03 Oct 1995,"Gunung Antara, IndonesiaSabang Merauke Raya Air Charter",CASA 212PK-ZAG,1/14(0)
04 Oct 1995,"Barskoon, KirghiziaKirghizia Aba Zaoldoru",Mil Mi-8MTV-1EX-25179,15/15(0)
09 Nov 1995,"Near Luyaba, ArgentinaMilitary - Argentine Air Force",Fokker F-27 Friendship 500TC-72,53/53(0)
13 Nov 1995,"Kaduna, NigeriaNigeria Airways",Boeing B-737-2F95N-AUA,9/137(0)
22 Nov 1995,"Off Jaffna Peninsula , Sri LankaMilitary - Sri Lanka Air Force",Antonov AN-32CR862,63/63(0)
29 Nov 1995,"Off Labuan, MalaysiaSabah Air",Bell 412 (helicopter)9M-AYW,10/10(0)
30 Nov 1995,"Baku, AzerbaijanAzerbaijan Airlines",Boeing 707-323C4K-401,2/6(0)
03 Dec 1995,"Near Douala, CameroonCameroon Airlines",Boeing B-737-2K9TJ-CBE,72/78(0)
05 Dec 1995,"Near Nakhichevan, Azerbaijan, RussiaAzerbaijani Airlines",Tupolev TU-134B-34K-65703,54/82(0)
07 Dec 1995,"Near Grossevichi, RussiaFar East Aviation",Tupolev TU-154BRA-85164,98/98(0)
13 Dec 1995,"Verona  - Villafranca, ItalyRomanian Banat Air",Antonov AN-24BYR-AMR,49/49(0)
18 Dec 1995,"Cahungula, AngolaTrans Service Airlift",Lockheed L-188C Electra9Q-CRR,141/144(0)
20 Dec 1995,"Near Buga, Valle del Cauca, ColombiaAmerican Airlines",Boeing B-757-223N651AA,160/164(0)
22 Dec 1995,"Bagasin, Papua New GuineaIsland Airways",Britten Norman BN-2A-21 TrislanderP2-NAM,2/12(0)
