Date,Location / Operator,Aircraft Type / Registration,Fatalities
30 Jan 2012,"Namoya, CongoTRACEP Congo Aviation",Antonov AN-289Q-CUN,3/5(0)
15 Mar 2012,"Near San Juan, Puerto RicoJet One Express",Convair CV-340N153JR,2/2(0)
16 Mar 2012,"Kabul, AfghanistanMilitary - Turkish Army (NATO)",Sikorsky S-70A-2810981,12/12(4)
02 Apr 2012,"Tyumen, RussiaUTAir",ATR 72-201VP-BYZ,33/43(0)
20 Apr 2012,"Islamabad, PakistanBhoja Airlines",Boeing 737-236AP-BKC ,127/127(0)
30 Apr 2012,"Sabanagrande, ColombiaMilitary -Fuerza Aerea Colombiana",Bell 212FAC 4020 ,13/13(0)
09 May 2012,"Near Cidahu, IndonesiaSukhoi",Sukhoi Superjet 100-95RA-97004,45/45(0)
14 May 2012,"Jomsom, NepalAgni Air",Dornier 228-2129N-AIG,15/21(0)
02 Jun 2012,"Accra, GhanaAllied Air",Boeing B-727-2005N-BJN,0/4(12)
03 Jun 2012,"Lagos, NigeriaDana Air",McDonnell Douglas MD-835N-RAM,153/153(10)
06 Jun 2012,"Hualla Hualla, Mount Mamarosa, Peru HeliCusco",Sikorsly S-58ETOB-1840-P,14/14(0)
11 Jun 2012,"Near Serov, RussiaIllegal flight",Antonov An-2RRA-40312,13/13(0)
21 Jun 2012,"Jakarta, IndonesiaMilitary - Indonesian Air Force",Fokker F-27 Friendship 400MA-2708,7/7(4)
18 Aug 2012,"Off Masbate Island, PhilippinesAviatour's Fly'n Inc.",PA-34-200 Seneca IRP-C4431,3/4(0)
19 Aug 2012,"Talodi, SudanAlfa Airlines",Antonov An-26-100ST-ARL,32/32(0)
12 Sep 2012,"Near Palana, RussiaPetropavlovsk-Kamchatsky Air Enteprise",Antonov An-28RA-28715,10/14(0)
28 Sep 2012,"Kathmandu, NepalSita Air",Dornier 228-2029N-AHA,19/19(0)
07 Oct 2012,"Near Omdurman, SudanMilitary - Sudanese Air Force",Antonov An-12BPST-ASA,15/22(0)
07 Oct 2012,AntiguaFly Montserrat,Britten-Norman BN-2A-26 IslanderVP-MO,3/4(0)
21 Nov 2012,"San'a, YemenMilitary - Yemen Air Force",Antonov An-26420,10/10(0)
30 Nov 2012,"Near Brazzaville, CongoAero Service",Ilysushin Il-76TEK-76300,7/7(25)
05 Dec 2012,"Near Ladysmith, South AfricaMilitary - South African Air Force",Douglas C47-TP6840,11/11(0)
09 Dec 2012,"Near Iturbide, MexicoStarwood Management LLC",Learjet 25N345MC,7/7(0)
25 Dec 2012,"Near Shymkent, KazakhstanMilitary - Kazakhstan Border Guards",Antonov AN-72-100DUN-72859,27/27(0)
25 Dec 2012,"Heho, MyanmarAir Bagan",Fokker 100XY-AGC,1/71(1)
29 Dec 2012,"Moscow, RussiaRed Wings Airlines",Tupolev TU-204-100V RA-64047,5/8(0)
