Date,Location / Operator,Aircraft Type / Registration,Fatalities
08 Jan 2003,"Charlotte, North CarolinaUS Air Express/Air Midwest",Beech BE-1900DN233YV,21/21(0)
08 Jan 2003,"Diyarbakir, TurkeyTurkish Airlines (THY)",BAe Avro RJ-100TC-THG,75/80(0)
09 Jan 2003,"Near Chachapoyas, PeruTANS Airlines",Fokker 28 Fellowship 1000OB-1396,46/46(0)
17 Jan 2003,"Near Ndjolé, GabonAerocom",Antonov 24BER-AFT,7/7(0)
24 Jan 2003,"Busia, KenyaAfrican Commuter Services",Grumman G-159 Gulfstream I5Y-EMJ,3/13(0)
31 Jan 2003,"Baucau, East TimorEuro Asia Aviation",Ilyushin II-76TDRDPL-34141,6/6(0)
07 Feb 2003,"Near Agadir, MoroccoVolare Aviation Enterprise",Antonov 12BPUR-LIP,8/8(0)
10 Feb 2003,"Tallinn, EstoniaEnimex",Antonov AN-28ES-NOY,2/3(0)
16 Feb 2003,"Ferguson, KentuckyAir Taxi - Great Northern Aircraft Co.",Cessna 421N421TJ,3/7(0)
19 Feb 2003,"Near Shahdad, IranMilitary - Islamic Revolution's Guards Corps",Ilyushin Il-76MD15-22,275/275(0)
20 Feb 2003,"Near Kohat, PakistanMilitary - Pakistan Air Force",Fokker F-27 Friendship 20010254,17/17(0)
01 Mar 2003,"Near Barki, RussiaPrivate - Kabanov - skydiving",Let L-410UVPFLARF-01032,11/25(0)
06 Mar 2003,"Tamanrasset, AlgeriaAir Algerie",Boeing B-737-2T47T-VEZ,102/103(0)
27 Mar 2003,"Mulia, IndonesiaPT Air Regional",de Havilland Canada DHC-6 Twin OtterPK-WAY,4/16(0)
28 Mar 2003,"New Vienna, IowaMorris Hancock Flying Club - Charter",Beech A36N1636W,3/3(0)
08 May 2003,"Near Kinshasa, CongoUkrainian Cargo Airlines -  Congolese Army Charter",Illyushin 76UR-UCB,129/200(0)
26 May 2003,"Near Macka, TurkeyUkranian-Mediterranean Airlines",Yakovlev 42DUR-42352,75/75(0)
28 May 2003,"Talkeetna, AlaskaMcKinley Air Service - Air Taxi",Cessna 185N70176,4/4(0)
01 Jun 2003,"Milan, ItalyEurojet Italila",Gates Learjet 45I-ERJC,2/2(0)
04 Jun 2003,"Near Oiapoque,  BrazilAir Taxi - Marco Zero Air Taxi",EMB 721C SertanejoPT-EPH,5/5(0)
06 Jun 2003,"Christchurch, New ZealandCharter - Air Adventures New Zealand Ltd",Piper PA-31-350 Navajo ChieftainZK-NCA,8/10(0)
11 Jun 2003,"Belo Horizonte, BrazilAstro Air Taxi",Embraer 820C NavajoPT-EHH,4/4(0)
15 Jun 2003,"Volcano, HawaiiParadise Tour Helicopters",McDonnell Douglas 369DN4493M,4/4(0)
22 Jun 2003,"Near Brest, FranceBrit Air",Canadair CRJ-100ERF-GRJS,1/24(0)
25 Jun 2003,"Near Rudshour, IranMilitary - Islamic Republic of Iran Air Force",Lockheed C-130 Hercules?,7/7(0)
25 Jun 2003,"Anchor Point, AlaskaHallo Bay Air - Air Taxi",Cessna 180HN91303,3/3(0)
26 Jun 2003,"Near Rooisand Desert Ranch, NamibiaComvac Aviation",Cessna 208B Grand CaravanV5-CAS,4/4(0)
30 Jun 2003,"Blida, AlgeriaMilitary - Algerian Air Force",Lockheed C-130H Hercules7T-WHQ,4/4(11)
01 Jul 2003,"Belem, Para, BrazilHeringer Air Taxi",Mitsubishi MU 2B 35PT-LFX,4/4(0)
05 Jul 2003,"Macaé, Rio de Janeiro, BrazilBHS - Brazilian Helicopter Services",Sikorsky  S 76 APT-YVM,5/5(0)
08 Jul 2003,"Port Sudan, SudanSudan Airways",Boeing 737-2J8CST-AFK,117/117(0)
13 Jul 2003,"Near San Cristobal, VenezuelaRuiban & Duran Compania Aérea",Let 410UVP-EYV-1060CP,4/10(0)
13 Jul 2003,"Off Treasure Cay, BahamasAir Sunshine",Cessna 402CN314AB,2/10(0)
19 Jul 2003,"Mount Kenya, KenyaRyan Blake Air Charter",Swearingen SA-226T Metro IIZS-OYI,14/14(0)
23 Jul 2003,"Waialeale,Kauai, HawaiiJack Harter Helicopters",Bell 206BN37741,5/5(0)
04 Aug 2003,"Groton, ConnecticutJet Pro",Gates Learjet 35AN135PT,2/2(0)
08 Aug 2003,"Tocomita, VenezuelaServicios Aeronauticos Sucre (SASCA)",Cessna 208B Grand CaravanYV-1069C,1/16(0)
17 Aug 2003,"Near Barrow, AlaskaHageland Aviation Services Inc.",Reims Aviation 406N6591L,2/2(0)
20 Aug 2003,"Kamchatka Peninsula, RussiaKhalatyrka",Mi-8 helicopter?,20/20(0)
24 Aug 2003,"Cap Haitien, HaitiTropical Airways",Let 420UVP-EHH-TAD,21/21(0)
26 Aug 2003,"Off Hyannis, MassachusettsUS Airways Express",Beechcraft 1900DN240CJ,2/2(0)
11 Sep 2003,"Near Summer Beaver, CanadaWasaya Airways",Cessna 208B Grand CaravanC-FKAB,8/8(0)
19 Sep 2003,"Near La Quemada, MexicoMilitary - Mexican Air Force",Lockheed C-130A Hercules3603,6/6(0)
19 Sep 2003,"Del Rio, TexasAmeristar Jet Charter",Learjet 25BN666TW,1/2(0)
20 Sep 2003,"Near Meadview, ArizonaSundance Helicopters",Aerospatiale AS350BAN270SH,7/7(0)
27 Sep 2003,"Gaspé, Quebec, CanadaLes Ailes de Gaspé Inc.",Piper PA31-310C-FARL,3/3(0)
03 Oct 2003,Sao Gabriel de CachoeriaAir taxi - Rumo Notre Air Taxi,EMB 721C SertanejoPT-EBK,4/4(0)
03 Oct 2003,"Off Waikanae, New ZealandAir Freight New Zealand",Convair CV-580FZK-KFU,2/2(0)
11 Oct 2003,"Uriman, VenezuelaTransmandu",Antonov AN-2TPYV-1128C,1/2(0)
26 Oct 2003,"Buenos Aires, ArgentinaCATA Linea Aerea",Fairchild Hiller FH-227BLV-MGV,5/5(0)
27 Oct 2003,"Tampico, MexicoAeroextra",Hawker 800AXA-ISH,3/3(0)
29 Oct 2003,"Cody, WyomingFedEx",Cessna 208B Caravan I Super CargomasterN791FE,1/1(0)
02 Nov 2003,"Near Hasi, IraqMilitary - U.S. Army",CH-47 Chinook?,15/36(0)
08 Nov 2003,"200 miles NE of Derby, AustraliaHeliwork WA Pty Ltd. - Air Taxi",Robertson R44 helicopterVH-YKL,4/4(0)
08 Nov 2003,"Near Ogle, GuyanaTrans Guyana Airways",Shorts SC-7 Skyvan 3M Variant 1008R-GMC,2/7(0)
15 Nov 2003,"Mosul, IraqMilitary - U.S. Army",UH-60 Black Hawk / UH-60 Black Hawk? / ?,17/22(0)
29 Nov 2003,"Spokane, WashingtonAmeriflight",Swearingen SA227AT Merlin IVCN439AF,1/1(0)
29 Nov 2003,"Boende, CongoMilitary - Congolese Air Force",Antonov AN-269T-TAD,20/24(13)
16 Dec 2003,"Jellicoe, Ontario, CanadaHuron Air",de Havilland DHC-3 OtterC-GOFF,2/3(0)
