Date,Location / Operator,Aircraft Type / Registration,Fatalities
07 Jan 1997,"Near Moamoa, SamoaPolynesian Airlines",de Havilland Canada DHC-6 Twin Otter 3005W-FAU,3/5(0)
09 Jan 1997,"Near Monroe, MichiganComair",Embraer 120RT BrasiliaN265CA,29/29(0)
29 Jan 1997,"Sparrevohn, AlaskaSouthcentral Air",de Havilland Canada DHC-4A CaribouN702SC,1/2(0)
31 Jan 1997,"Yola, NigeriaSkypower Express Airways",Embraer 110P1A Bandeirante5N-AXS,5/16(0)
01 Feb 1997,"Tambacoumba, SenegalAir Senegal",Hawker Siddeley HS-748-353 Srs.2a6AV-AEO,25/52(0)
02 Feb 1997,"Near Quiangala, AngolaForce Area Populaire de Angola",CASA 212 Aviocar 200T-400,37/37(0)
04 Feb 1997,Northern IsraelMilitary - Israel Air Force /Military -  Israel Air Force,Sikorsky CH53D / Sikorsky CH53D357 / 903,73/73(0)
14 Feb 1997,"Carajas, BrazilVarig",Boeing B-737-2C3PP-CJO,1/52(0)
19 Feb 1997,"Guatemala City, GuatemalaTranspolar",IAI 1124 WestwindYV-160CP,5/5(0)
12 Mar 1997,"Lucapa, AngolaALADA",Antonov AN-12BD2-FVG,16/16(0)
13 Mar 1997,"Near Mashhad, IranMilitary - Iranian Air Force",Lockheed C-130HF?,88/88(0)
18 Mar 1997,"Cherkessk, RussiaStavropol Airlines",Antonov AN-24RVRA-46516,50/50(0)
01 Apr 1997,"Tegucigalpa, HondurasMilitary - U.S. Air Force",Lockheed C-130H Hercules88-4408,3/10(0)
04 Apr 1997,"Griffin, GeorgiaCustom Air Service",Aviation Traders ATL-98 CarvairN83FA,2/2(0)
10 Apr 1997,"Near Wainwright, AlaskaHageland Aviation Services",Cessna 208B Caravan IN408GV,5/5(0)
14 Apr 1997,"Brazzaville, Democratic Republic CongoTAAG Angola Airlines",Fokker F-27 Friendship 600D2-TFP,3/7(0)
15 Apr 1997,"Gyandzha, AzerbaijanAzerbaijan Airlines",Yakovlev 404K-87504,6/6(0)
16 Apr 1997,"Near Sorei, NigerMilitary - Niger Air Force",Lockheed C-130H Hercules5U-MBD,14/14(0)
19 Apr 1997,"Tanjung Pandan, IndonesiaMerpati Nusantara Airlines",British Aerospace ATPPK-MTX,15/53(0)
23 Apr 1997,"Near Konduz, AfghanistanMilitary - Afghan Republican Air Force",Antonov AN-26?,36/36(0)
08 May 1997,"Huangtian, ChinaChina Southern Airlines",Boeing B-737-31BB-2925,35/74(0)
06 Jun 1997,"Near Irumu, CongoBazair",Vickers Viscount 781D9Q-CWL,27/27(0)
10 Jun 1997,"Mandalgobi, MongoliaMIAT - Mongolian Airlines",Harbin Yunshuji Y-12 IIJU-1020,7/12(0)
03 Jul 1997,"Madh Island, IndiaElbee Airlines",Fokker F-27 Friendship 200VT-SSA,2/2(0)
06 Jul 1997,"Near Saravena, ColombiaMilitary - Colombian Army",Mil Mi-17 (helicopter)?,25/29(0)
09 Jul 1997,"Suzano, BrazilTAM (Brazil)",Fokker 100PT-WHK,1/60(0)
11 Jul 1997,"Off Santiago de Cuba, CubaCubana de Aviacion",Antonov AN-24CU-T1262,44/44(0)
17 Jul 1997,"Bandung, IndonesiaSempati Air",Fokker F-27 Friendship 600PK-YPM,30/50(0)
18 Jul 1997,"Goroka,  New GuineaGoroka Air Services",de Havilland Canada DHC-6 Twin Otter 300P2-MMU,2/4(0)
29 Jul 1997,"Calabar , NigeriaADC Airlines",BAC One-Eleven 203AE5N-BAA,1/55(0)
30 Jul 1997,"Florence, ItalyAir Littoral",Aerospatiale ATR-42-512F-GPYE,1/17(0)
06 Aug 1997,"Agana, GuamKorean Airlines",Boeing B-747-300HL-7468,228/254(0)
07 Aug 1997,"Miami, FloridaFine Air",McDonnell Douglas DC-8-61FN27UA,4/4(1)
10 Aug 1997,"Matsu Island, TaiwanFormosa Airlines",Dornier DO-228-212B-12256,16/16(0)
29 Aug 1997,"Puerto Inirida, VenezuelaSATENA",Pilatus PC-6 Turbo Porter / Cessna 206FAC1115,12/12(0)
03 Sep 1997,"Phnom Penh, CambodiaVietnam Airlines",Tupolev TU-134VN-A120,65/66(0)
06 Sep 1997,"Near Miri, MalaysiaBorneo Airways",Dornier 228-2129M-MIA,10/10(0)
12 Sep 1997,"Near Uvira, ZaireTMK Air Commuter",de Havilland Canada DHC-6 Twin Otter 3009Q-CBO,22/22(0)
13 Sep 1997,"Off Namibia, AfricaMilitary - Luftwaffe / Military - USAF",Tupolev TU-154M / C-141 Starlifter1102/65-9405,33/33(0)
26 Sep 1997,"Buah Nabar, IndonesiaGaruda Indonesia Airlines",Airbus A300-B4-200PK-GAI,234/234(0)
08 Oct 1997,"Near Montrose, ColoradoScenic Airlines",Cessna 208B Caravan IN12022,9/9(0)
10 Oct 1997,"Nuevo Berlin, UruguayAustral Lineas Aeras (Argentina)",McDonnell Douglas DC-9-32LV-WEG,74/74(0)
10 Oct 1997,"Taipei, TaiwanMilitary - Republic of China Air Force",Lockheed C-130H Hercules1310,5/5(0)
12 Oct 1997,"Monterey Bay, near Pacific Grove, CaliforniaPrivate",Rutan Long EZ (experimental aircraft)N555JD,1/1(0)
29 Oct 1997,"Jalal-Abad, AfghanistanAriana Afghan Airlines",Yakovlev YAK-40YA-KAE,2/26(0)
08 Nov 1997,"Near Barrow, AlaskaHageland Aviation Services",Cessna 208B Caravan IN750GC,8/8(0)
05 Dec 1997,"Irkutsk-2, RussiaMilitary - Russian Air Force",Antonov AN-124-100RA-82005/08,23/23(44)
09 Dec 1997,"Little Grand Rapids, CanadaSowind Air",Embraer 110P1 BandeiranteC-GVRO,4/17(0)
13 Dec 1997,"La Veriente, BoliviaSTAP",Swearingen SA-226T Metro IICP-1635,10/19(0)
15 Dec 1997,"Sharjah, United Arab EmiratesTajikistan Airlines",Tupolev TU-154EY-85281,85/86(0)
17 Dec 1997,"Fotina, GreeceAerosweet Airlines (LVOV)",Yakovlev YAK-42UR-42334,70/70(0)
19 Dec 1997,"Near Palembang, IndonesiaSilkAir",Boeing B-737-3009V-TRF,104/104(0)
20 Dec 1997,"Tanagra, GreeceMilitary - Greek Air Force",Lockheed C-130H Hercules750,5/5(0)
27 Dec 1997,"Atlantic Ocean, off AngolaRenan Airways",Antonov An-72ER-ACF,5/5(0)
28 Dec 1997,Over the Pacific OceanUnited Air Lines,Boeing B-747-122N4723U,1/393(0)
31 Dec 1997,"Rio Sidra, PanamaParsa",Britten Norman BN-2A TrislanderHP-986PS,10/10(0)
