Date,Location / Operator,Aircraft Type / Registration,Fatalities
13 Jan 1962,"Near Tippi, EthiopiaEthiopian Airlines",Douglas DC-3ET-T-1,5/18(1)
22 Jan 1962,"Caranavi ,BoliviaCorporacion Boliviano de Fomento",Curtiss C-46DCP-541,6/6(0)
27 Jan 1962,"Batataevka, USSRAeroflot",Antonov AN-10ACCCP-11148,13/14(0)
04 Feb 1962,"Near Tino Maria, PeruFaucett",Douglas DC-3OB-PBH-530,18/18(0)
25 Feb 1962,"Portlamar, Margarita Island, VenezuelaAvensa",Fairchild F-27YV-C-EVH,23/23(0)
25 Feb 1962,"Municipio de Marulanda, ColombiaAvianca",Douglas C-47AHK-502,2/2(0)
01 Mar 1962,"Jamaica Bay, New York, New YorkAmerican Airlines",Boeing B-707-123BN7506A,95/95(0)
04 Mar 1962,"Douala, CameroonCaledonian Airways",Douglas DC-7CG-ARUD,111/111(0)
06 Mar 1962,"Near Seymour, South AfricaSouth African Airways",Douglas DC-3ZS-DJC,2/7(0)
08 Mar 1962,"Near Alencon, FranceMilitary - U.S. Air Force",Lockheed C-130A Hercules55-0020,15/15(0)
08 Mar 1962,"Rome, ItalySocieta Aerea Mediterranea",Douglas DC-6BI-DIMO,5/5(0)
08 Mar 1962,"Mt. Medetsiz, TurkeyTurkish Airlines (THY)",Fairchild F-27TC-KOP,11/11(0)
15 Mar 1962,"Western Pacific Ocean, Philippine SeaFlying Tiger Line",Lockheed 1049H Super ConstellationN6921C,107/107(0)
15 Mar 1962,"Adak, AlaskaFlying Tiger Line",Lockheed 1049H Super ConstellationN6911C,1/7(0)
20 Mar 1962,AlgeriaMilitary - French Air Force,Nord 2501 Noratlas204,11/11(0)
27 Mar 1962,"Santiago de Cuba, CubaCubana de Aviacion",Ilyushin IL-14CU-T819,22/22(0)
06 Apr 1962,"Near Villavicencio, ColombiaMilitary - Colombian Air Force",Douglas C-47FAC-563,31/31(0)
19 Apr 1962,Near Hong KongMilitary - U.S. Air Force,Douglas C-47?,15/16(0)
22 Apr 1962,"Serrania del Baudo, ColombiaAVISPA",Douglas C-47A-1HK-524,40/40(0)
06 May 1962,"	St. Boniface Down, EnglandChannel Airways",Douglas C-47AG-AGZB,12/18(0)
08 May 1962,"Near Mong Pa Liao, BurmaMilitary - Union of Burma Air Force",Douglas C-47UB-BG-707,32/32(0)
09 May 1962,"Vitoria, BrazilCruzeiro",Convair CV-240-0PP-CEZ,23/25(0)
12 May 1962,"Godthaab, GreenlandEast Provincial Airways",Consolidated CatalinaCF-IHA,15/21(0)
15 May 1962,"Near Cairo, EgyptUnited Arab Airlines",Douglas DC-3SU-AJM,3/3(0)
17 May 1962,"Near Nairobi, KenyaMilitary - U.S. Air Force",Lockheed C-130A Hercules56-0546,13/13(0)
22 May 1962,"Near Unionville, MissouriContinental Airlines",Boeing B-707-124N70775,45/45(0)
22 May 1962,"Near Markt Schwaben, West GermanyMilitary - U.S. Navy",Lockheed C121J131390,26/26(0)
24 May 1962,"Bitter, RussiaAeroflot",Li-2CCCP-54997,20/21(0)
03 Jun 1962,"Villeneuve-le-Roi, Val-de-Marne, FranceAir France",Boeing B-707-328F-BHSM,130/132(0)
04 Jun 1962,"Sofia, BulgariaAeroflot",Tupolev Tu-104BCCCP-42491,5/5(0)
22 Jun 1962,"Basse-Terre, Guadaloupe, West IndiesAir France",Boeing B-707-328F-BHST,112/112(0)
28 Jun 1962,"Near Adler, RussiaAeroflot",Antonov AN-10ACCCP11186,81/81(0)
30 Jun 1962,"Near Krasnoyarsk, USSRAeroflot",Tupolev TU-104ACCCP-42370,84/84(0)
06 Jul 1962,"Near Tashkent, Uzbekistan, USSRAeroflot",Ilyushin IL-14CCCP-91554,11/38(0)
07 Jul 1962,"Near Junnar, Maharashtra, IndiaAlitalia",McDonnell Douglas DC-8-43I-DIWD,94/94(0)
09 Jul 1962,"Off Brindisi, ItalyTrans Mediterranean Airways",Douglas DC-4OD-AEC,6/6(0)
15 Jul 1962,"Near Lahore, PakistanIndian Airlines",Douglas C-47AVT-AUS,1/3(0)
16 Jul 1962,"Near Loheshyphn, IndiaKalinga Airlines",Douglas C-47VT-DFZ,9/9(0)
19 Jul 1962,"Near Bangkok, ThailandUnited Arab Airlines",de Havilland Comet 4CSU-AMW,26/26(0)
22 Jul 1962,"Honolulu, HawaiiCanadian Pacific Air Lines",Bristol Britannia 314CF-CZB,27/40(0)
28 Jul 1962,"Sochi, RussiaAeroflot",Antonov An-10ACCCP-11186,81/81(0)
30 Jul 1962,"Coulommiers, FranceAir France",Douglas DC-3F-BAOE,4/8(0)
01 Aug 1962,"Near Kathmandu, NepalRoyal Nepal Airlines",Douglas DC-39N-AAH,10/10(0)
20 Aug 1962,"Rio de Janeiro, BrazilPanair do Brazil",McDonnell Douglas DC-8-33PP-PDT,15/105(0)
23 Aug 1962,"Barrancabermeja, ColombiaTaxader Airlines",Douglas DC-3HK-794,20/32(0)
24 Aug 1962,"Cerro Puena Paz, PeruFaucett",Douglas DC-3OB-PBN-659,9/9(0)
03 Sep 1962,"Yanoyaki, JapanMilitary - Japan Maritime Self Defense Force",Lockheed P2V-7KA-4628,12/12(1)
03 Sep 1962,"Near Khabarovsk, USSRAeroflot",Tupolev TU-104ACCCP-42366,86/86(0)
04 Sep 1962,"Near Lake Milton, OhioPrivate - Ashland Oil Company",Lockheed 18 LodestarN1000F,13/13(0)
10 Sep 1962,"Near Alcoche, BoliviaAerolineas Abaroa",Douglas C-47ACP-710,4/4(0)
10 Sep 1962,"Brno, CzechoslovakiaCeskoslovenske Aerolinie",Avia 14OK-MCT,11/34(0)
10 Sep 1962,"Near Milan, WashingtonMilitary - U.S. Air Force",Boeing KC-135A60-0352,44/44(0)
18 Sep 1962,"Yakut, RussiaAeroflot",AeroflotCCCP-61628,32/32(0)
20 Sep 1962,"Kamunza-Goi,  KatangaUnited Nations",Douglas C-47 SkytrainUN-202,2/10(0)
21 Sep 1962,"Sela Pass, IndiaKalinga Airlines",Douglas C-47AVT-DGX,8/8(0)
23 Sep 1962,North Atlantic OceanFlying Tiger Line,Lockheed 1049H-82 Super ConstellationN6923C,28/76(0)
10 Oct 1962,"Bagotville, Quebec, CanadaTrans Canada Air Lines",Vickers 757 ViscountCF-THA,2/19(0)
10 Oct 1962,"Brno, CzechoslovakiaCzechoslovak Airlinex",Avia 14OK-MCT,13/42(0)
12 Oct 1962,"Manila, PhilippinesPhilippine Air Lines",Fokker F-27 Friendship 100PI-C503,3/3(0)
12 Oct 1962,"Near Carmona, SpainIberia Airlines",Convair CV-440 -62EC-ATB,18/18(0)
19 Oct 1962,"Windsor Locks, ConnecticutAllegheny Airlines",Convair CV-340/440N8415N,1/52(0)
25 Oct 1962,"Near Moscow, RussiaAeroflot",Tupolev TU-104BCCCP-42495,11/11(0)
10 Nov 1962,"Near Tourane, South VietnamAir Vietnam (South Vietnam)",Douglas DC-3XV-NID,27/27(0)
19 Nov 1962,"Near Nagoya, JapanAll Nippon Airways",Vickers 828 ViscountJA8202,4/4(0)
23 Nov 1962,"Ellicott City, MarylandUnited Air Lines",Vickers Viscount 745DN7430,18/18(0)
23 Nov 1962,Sao Tomé & PrincipeMilitary - Portuguese Air Force,Douglas C-54D7502,23/37(0)
23 Nov 1962,"Le Bourget, FranceMalev Hungarian Airlines",Ilyushin IL-18DHA-MOD,21/21(0)
26 Nov 1962,"Paraibuna, BrazilVASP / Private",Saab Scandia / Cessna 310PP-SRA,26/26(0)
27 Nov 1962,"Lima, PeruVarig",Boeing B-707-441PP-VJB,97/97(0)
30 Nov 1962,"New York, New YorkEastern Air Lines",Douglas DC-7BN815D,25/51(0)
06 Dec 1962,"Barrancabermeja, ColombiaTaxader Airlines",Douglas C-47HK-437E,24/26(0)
