Date,Location / Operator,Aircraft Type / Registration,Fatalities
04 Jan 2008,"Los Roques, VenezuelaTransaven",Let 410 UVP-E3YV2081,18/18(0)
12 Jan 2008,"Blace, MacedoniaMilitary - Macedonian Air Force",Mi-17 HelicopterVAM-304,11/11(0)
17 Jan 2008,"London, EnglandBritish Airways",Boeing 777-236ERG-YMMM,0/152(0)
23 Jan 2008,"Miroslawiec, PolandMilitary - Polish Air Force",CASA C-295M019,20/20(0)
26 Jan 2008,"Near Malinau, IndonesiaDirgantara Air Service",CASA NC-212-200PK-VSE ,3/3(0)
21 Feb 2008,"Merida, VenezuelaSanta Barbara Airlines",ATR-42-300YV-1449,46/46(0)
26 Feb 2008,"Off Macae , Rio de Janeiro , ArgentinaBHS - Brazilian Helicopter Service Air Taxi",Eurocopter  AS332L2 Super PumaPP-MUM,5/20(0)
03 Mar 2008,"Near Bethani, NepalUnited Nations Mission",Mi-17?,10/10(0)
03 Apr 2008,"Lawa, SurinameBlue Wing Airlines",Antonov An-28PZ-TSO,19/19(0)
09 Apr 2008,"Bundeena, AustraliaAvtex Air Services",Swearingen SA227AC Metroliner IIIVH-OZA,1/1(0)
11 Apr 2008,"Chrisinau, MoldovaKata Transportation",Antonov An-32ST-AZL,8/8(0)
15 Apr 2008,"Goma, CongoHewa Bora Airways",McDonnell Douglas DC-9-519Q-CHN,0/85(47)
16 Apr 2008,"Off Annobon Island, Equatorial GuineaMilitary - Government of Equatorial Guinea",Antonov An-32B3C-5GE,13/13(0)
28 Apr 2008,"Off Crimea, Black SeaNaftogaz",Mil Mi-8TUR-24275,20/20(0)
17 May 2008,"Stehekin, WashingtonChelan Air Service",de Havilland Canada DHC-2 Mark I BeaverN5998Q,2/5(0)
24 May 2008,"Two Harbors, Catalina Island, CaliforniaIsland Express Helicopter Service",Eurocopter AS350D AstarN67GE,4/6(0)
26 May 2008,"Near Chelyabinsk, RussiaMoskovia Airlines",Antonov An-12RA-12957,9/9(0)
29 May 2008,"Panama City, PanamaMilitary - Servicio Aereo Nacional",Bell UN-1N HueySAN-100,11/12(0)
30 May 2008,"Tegucigalpa, HondurasTACA International Airlines",Airbus A-320-233EI-TAF,3/136(2)
08 Jun 2008,"Huntsville, TexasPHI Air Medical",Bell 407N416PH,4/4(0)
10 Jun 2008,"Khartoum, SudanSudan Airways",Airbus A-310-324ST-ATN,32/214(0)
18 Jun 2008,"Hyannis, MassachusettsWiggins Airways",de Havilland Canada DHC-6 Twin Otter 100N656WA,1/1(0)
20 Jun 2008,"Bannang Sata, ThailandMilitary - Thai Army",Bell UH-1N?,10/10(0)
26 Jun 2008,"Near Salak Mountain, IndonesiaMilitary - Indonesian Air Force",CASA NC-212A-2106,18/18(0)
27 Jun 2008,"Near Malakal, SudanJuba Air Cargo",Antonov 12BKST-ARN,7/8(0)
29 Jun 2008,"Flagstaff, ArizonaAir Methods / Classic Helicopters",Bell 407 / Bell 407N407GA / N407MJ,6/7(0)
30 Jun 2008,"Near Khartoum, SudanAbabeel Aviaition",Ilysushin Il-76TDST-WTB,4/4(0)
06 Jul 2008,"Saltillo, MexicoUSA Jet Airlines",Douglas DC9-15FN199US,1/2(0)
07 Jul 2008,"Near Bogota, ColombiaCenturian Air Cargo",Boeing B-747-209BSFN714CK,0/8(3)
31 Jul 2008,"Owatonna, MinnesotaEast Coast Jets",British Aerospace BAe-125-800AN818MV,8/8(0)
03 Aug 2008,"North Vancouver Island, British Colombia, CanadaPacific Coastal Airlines",Grumman G-21A GooseC-GPCD,5/7(0)
05 Aug 2008,"Near Junction City, CaliforniaJunction City Fire Department",Sikorsky S-61NN612AZ,9/13(0)
06 Aug 2008,"Sunat Tanon, ThailandMilitary - Royal Thai Air Force",Bell Huey UH-1H?,10/10(0)
13 Aug 2008,"K-50 Airport, SomaliaFly 540",Fokker F-27 Friendship 5005Y-BVF,3/3(0)
20 Aug 2008,"Madrid, SpainSpanair",McDonnell Douglas MD-82EC-HFP ,154/172(0)
24 Aug 2008,"Bishkek, KyrgyzstanItek Air",Boeing B-737-219EX-009,68/90(0)
30 Aug 2008,"Near Toacaso, EcuadorConviasa",Boeing B-737-291YV-102T,3/3(0)
01 Sep 2008,"Columbus, OhioAir Tahoma",Convair CV-580N587X,3/3(0)
03 Sep 2008,"Off Dubai, United Arab EmiratesAerogulf",Bell 212A6-AVL,7/7(0)
14 Sep 2008,"Perm, RussiaAeroflot",Boeing B-737-505VP-BKO,88/88(0)
19 Sep 2008,"Columbia, South CarolinaGlobal Executive Aviation",Learjet 60N999LJ,4/6(0)
27 Sep 2008,"Camp Springs, MarylandMaryland State Police",Aerospatiale SA365N-1 Dauphin IIN92MD,4/5(0)
08 Oct 2008,"Lukla, NepalYeti Airlines",de Havilland Canada DHC-6 Twin Otter 3009N-AFE ,18/19(0)
15 Oct 2008,"Aurora, IllinoisAir Angles Inc.",Bell 222N992AA,4/4(0)
13 Nov 2008,"Fallujah, IraqFalcon Aviation Group",Antonov An-12S9-SAO,7/7(0)
16 Nov 2008,"Thormanby Island, British Columbia, CanadaPacific Coastal Airlines",Grumman G-21A GooseC-FPCK,7/8(0)
27 Nov 2008,"Off Perpignan, FranceXL Airways leased from Air New Zealand",Airbus A320-232D-AXLA,7/7(0)
03 Dec 2008,"San Juan, Puerto RicoWebstas Aviation Services Inc.",Rockwell International 690BN318WA ,3/3(0)
11 Dec 2008,"Off Sabine Pass, TexasRotorcraft Leasing Co",Bell 206-L4 Jet Ranger IIIN180AL,3/3(0)
15 Dec 2008,Off Turks and Caicos IslandsAlantis Aviation,Britten Norman BN-2A Trislander Mk3N650LP,12/12(0)
