Date,Location / Operator,Aircraft Type / Registration,Fatalities
01 Jan 1966,"Near Palembang, Sumatra, IndonesiaGaruda  Indonesia Airlines / Garuda Indonesia Airlines",Douglas DC-3 / Douglas DC-3PK-GDU/PK-GDE,34/34(0)
01 Jan 1966,"Kamchatsky, RussiaAeroflot",Ilyushin IL-14PCCCP-61618,23/23(0)
09 Jan 1966,"Chipaque, Cundinamarca, ColombiaSatena",DC3(C47)FAC-675,11/11(0)
14 Jan 1966," Shamurat, UzbekistanAeroflot",Antonov AN-2CCCP-02185,11/11(0)
15 Jan 1966,"Off Cartagena, ColombiaAVIANCA",Douglas DC-6-54BHK-730,56/64(0)
22 Jan 1966,"Port-au-Prince, HaitiCOHATA",Douglas DC-3N4662,30/35(0)
24 Jan 1966,"Mont Blanc, French Alps, SwitzerlandAir India",Boeing B-707-437VT-DMN,117/117(0)
25 Jan 1966,"Near Binh Khe, South VietnamMilitary - U.S. Air Force",Fairchild C-123B54-0702,46/46(0)
28 Jan 1966,"Bremen, GermanyLufthansa",Convair CV-440-0D-ACAT,46/46(0)
04 Feb 1966,"Tokyo Bay, JapanAll Nippon Airways",Boeing B-727-81JA8302,133/133(0)
07 Feb 1966,"Srinagar, IndiaIndian Airlines",Fokker F-27 Friendship 200PH-SAB,37/37(0)
15 Feb 1966,"Delhi, IndiaIndian Airlines",Sud Aviation SE-210 Caravelle VINVT-DPP,2/80(0)
16 Feb 1966,"Moscow, RussiaAeroflot",Tupolev Tu-114CCCP-76491,21/66(0)
16 Feb 1966," Pechora, RussiaAeroflot",Ilyushin II-14CCCP-52058,26/26(0)
16 Feb 1966,"Near Pechora, RussiaAeroflot",Ilyushin IL-18MCCCP-52058,35/35(0)
17 Feb 1966,"Moscow, RussiaAeroflot",Tupolev Tu-114DCCCP-76491,21/66(0)
18 Feb 1966,"Near Milan, ItalyBelgian International Air Services",Douglas DC-6BOO-ABG,4/4(0)
04 Mar 1966,"Near Tokyo, JapanCanadian Pacific Air Lines",McDonnell Douglas DC-8-43CF-CPK,64/72(0)
05 Mar 1966,"Near Gotemba City, Mt. Fuji, JapanBritish Overseas Airways",Boeing B-707-436G-APFE,124/124(0)
10 Mar 1966,"Reef Island, AlaskaPacific Western",Grumman G-21ACF-MSK,6/7(0)
10 Mar 1966,"Athens, GreeceTrans Mediterranean Airways",Douglas DC-6AOD-AEL,5/5(0)
18 Mar 1966,"Cairo, EgyptUnited Arab Airlines",Antonov AN-24BSU-AOA,30/30(0)
20 Mar 1966,"Asuncion, ParaguayServicios Americanos",Curtiss C-46FN1245N,2/2(0)
22 Apr 1966,"Near Ardmore, OklahomaAmerican Flyers Airline",Lockheed 188C ElectraN183H,83/98(0)
23 Apr 1966,"Off Baku, AzerbaijanAeroflot",Ilyushin IL-14CCCP-61772,33/33(0)
27 Apr 1966,"Tomas, PeruLANSA",Lockheed 749A ConstellationOB-R-771,49/49(0)
04 May 1966,"Near Di Linh, South VietnamMilitary - U.S. Army",Boeing CH47A (helicopter)64-13138,20/20(0)
20 Jun 1966,"Lac Peribonka, QC, CanadaNorair",Curtis C-46E-1-CS CommandoCF-FBJ,2/2(0)
29 Jun 1966,"Sablayan, PhilippinesPhilippine Air Lines",Douglas DC-3PI-C17,24/26(0)
04 Jul 1966,"Auckland, New ZealandAir New Zealand",Douglas DC-8-52ZK-NZB,2/5(0)
11 Jul 1966,"Hideaway Park, ColoradoAlamo Airways",de Havilland 104-6AN1563V,3/3(0)
11 Jul 1966,"Cerro el Planchon, ChileAeropesca Colombia",Curtiss C-46DHK-527,8/8(0)
15 Jul 1966,PakistanMilitary - Pakistan Air Force,Lockheed C-130B Hercules24142,10/10(0)
24 Jul 1966,"Near Munster, IndianaPrivate - Mainline Aviation",Beechcraft H50N538B,4/4(0)
