Date,Location / Operator,Aircraft Type / Registration,Fatalities
04 Jan 2002,"Birmingham, EnglandAgco Corp",Canadair CL-604 N90AG,5/5(0)
09 Jan 2002,"Shamsi AFB, PakistanMilitary - U.S. Air Force",Lockheed Hercules KC-130R160021,7/7(0)
14 Jan 2002,"Bilbao, SpainIbertrans Aérea",Embraer EMB-120 BrasiliaEC-GTJ,3/3(0)
15 Jan 2002,"Chilpancingo, MexicoProcuraduría General de la República",de Havilland DHC-6 Twin Otter 300XC-FIT,5/17(0)
16 Jan 2002,"Near Solo, IndonesiaGaruda Indonesia Airlines",Boeing B-737-3Q8PK-GWA,1/62(0)
17 Jan 2002,"Near La Bonita, EcuadorPetroproducción",Fairchild FH-227EHC-AYM,26/26(0)
27 Jan 2002,"Near Luena, AngolaMilitary - Angolan  Air Force",Antonov AN-12T-304,5/40(0)
28 Jan 2002,"Near Ipiales, ColombiaTAME",Boeing B-727-134HC-BLF,92/92(0)
12 Feb 2002,"Near Khorramabed, IranIran Air Tours",Tupolev TU-154EP-MBS,117/117(0)
15 Feb 2002,"Monrovia, LiberiaTiramavia",Antonov 12BPER-ADL,1/10(0)
21 Feb 2002,"Lakhta, RussiaMilitary - Russian Navy",Antonov AN-2607RED,17/20(0)
22 Feb 2002,"Off Dumaguete, PhilippinesMilitary - U.S. Army",MH-47 Chinook helicopter92-0471,10/10(0)
09 Mar 2002,"Monte Rotondo, ItalySvedijos Prekés",Antonov 2TPLY-AVD,3/3(0)
14 Mar 2002,"Near Placetas, CubaCharter - Aerotaxi",Antonov AN-2CU-T1020,17/17(0)
17 Mar 2002,"Off Djibouti, Republic of DjiboutiDjibouti Airlines",Let 410UVP-EJ2-KBC,4/4(0)
12 Apr 2002,"Palma de Mallorca, SpainTadair",Swearingen SA.227AC Metro IIIEC-GKR,2/2(0)
15 Apr 2002,"Busan, South KoreaAir China",Boeing B-767-200ERB-2552,128/166(0)
19 Apr 2002,"Popayán, ColombiaSELVA Colombia",Antonov AN-32AHK-4171X,3/8(0)
28 Apr 2002,"Near Abakan, RussiaPrivate",Mi-8 helicopter?,8/20(0)
04 May 2002,"Kano, NigeriaEAS Airlines (Executive Airline Services)",BAC One-Eleven 525FT5N-ESF,74/77(78)
07 May 2002,"Near Tunis, TunisiaEgyptAir",Boeing B-737-566SU-GBI,14/62(0)
07 May 2002,"Off Dalian, ChinaChina Northern Airlines",McDonnell Douglas MD-82B-2138,112/112(0)
21 May 2002,"Near Calabar, NigeriaSky Executive Air Services",LET 410UVP9Q-CEX,5/5(0)
25 May 2002,"Off Penghu Island, TaiwanChina Airlines (Taiwan)",Boeing B-747-209BB-18255,225/225(0)
25 May 2002,"Near Nabire, IndonesiaTrigana Air Service",de Havilland Canada DHC-6 Twin Otter 300PK-YPZ,6/6(0)
01 Jun 2002,"George, South AfricaAirquarius Aviation - Charter",Hawker Siddeley HS-748-372ZS-OJU,3/3(0)
02 Jun 2002,"Near Ndalatando, AngolaMilitary - Angolan Armed Forces",Mi-17?,20/25(0)
12 Jun 2002,"Near Gardez, AfghanistanMilitary - U.S. Air Force",Lockheed MC-130H Hercules84-0475,3/10(0)
01 Jul 2002,"Uberlingen, GermanyBashkirian Airlines / DHL Worldwide Express",Tupolev TU-154M / Boeing B-757-23APFRA85816/A9C-DHL,71/71(0)
04 Jul 2002,"Bangui, Central African RepublicPrestige Airlines (Cargo) Charter",Boeing B-707-123B9XR-IS,27/27(0)
16 Jul 2002,"Near Long Barai, IndonesiaSabang Merauke Raya Air Charter",Britten-Norman BN-2A IslanderPK-TAR,10/10(0)
16 Jul 2002,"Off Cromer, Norfork, EnglandBristow Helicopters",Sikorsky S-76AG-BJVX,11/11(0)
17 Jul 2002,"Surkhet, NepalSkyline Airways",de Havilland Canada DHC-6 Twin Otter 3009N-AGF,4/4(0)
27 Jul 2002,"Lviv, UkraineMilitary - Ukraine Air Force",Sukhoi Su-2742,0/2(85)
28 Jul 2002,"Moscow, RussiaPulkovo Aviation Enterprise",Iluyshin Il-86RA-86060,14/16(0)
07 Aug 2002,"Caguas, Puerto RicoMilitary - U.S. Air Force",Lockheed MC-130H Hercules90-0161,10/10(0)
15 Aug 2002,"Kadjuduwa Watta, Sri LankaMilitary - Sri Lanka Air Force",Yunshuji Y-8DCR-873,5/5(0)
19 Aug 2002,"Khankala, ChechnyaMilitary - Russian Air Force",Mil Mi-2689RED,121/147(0)
22 Aug 2002,"Pokhara, NepalShangri La Air",de Havilland Canada DHC-6-300 Twin Otter9N-AFR,18/18(0)
29 Aug 2002,"Near Ayan, RussiaVostok Aviakompania",Antonov AN-28RA-28932,16/16(0)
30 Aug 2002,"Rio Branco, BrazilRico Taxi Aéreo",Embraer 120ER BrasiliaPT-WRQ,23/31(0)
14 Sep 2002,"Paranapanema, Sao Paulo, BrazilTotal  Air Lines",ATR 42-300PT-MTS,2/2(0)
28 Sep 2002,"Near Natashquan, Quebec, CanadaDeraps Aviation",de Havilland Canada DHC-3 OtterC-FLGA,3/4(0)
01 Oct 2002,"Vasco, IndiaMilitary - Indian Navy",Ilyushin IL-38 / Ilyushin IL-38IN302 / IN304,12/12(5)
06 Nov 2002,"Near Niederanven, LuxembourgLuxair",Fokker 50LX-LGB,20/22(0)
07 Nov 2002,"Tarakan, IndonesiaDirgantara Air Services",Britten-Norman BN-2A-21PK-VIZ,7/10(0)
08 Nov 2002,"Taos, New MexicoRichmor Aviation",IAI 1124A WestwindN61RS,2/2(0)
11 Nov 2002,"Manila, PhilippinesLaoag International Airlines",Fokker F27 Friendship 100RP-C6888,19/34(0)
28 Nov 2002,"Masai Mara Game Reserve, KenyaEagle Aviation",Let 410UVP-E205Y-ONT,1/20(0)
