Date,Location / Operator,Aircraft Type / Registration,Fatalities
09 Jan 1983,"Brainerd, Minnesota46826/109",Convair 580-11AN844H,1/33(0)
11 Jan 1983,"Detroit, MichiganUnited Air Lines",McDonnell Douglas DC-8-54F37N8053U,3/3(0)
16 Jan 1983,"Ankara, TurkeyTurkish Airlines (THY)",Boeing B-727-2F2TC-JBR,47/67(0)
13 Feb 1983,"Fayetteville, North CarolinaMilitary - U.S. Air Force",Lockheed C-130H Hercules74-1693,6/6(0)
09 Mar 1983,"Off Macae, BrazilAeroleo Taxi Aereo",Bell 212PT-HJN,11/11(0)
10 Mar 1983,"Near Shach Goan, AfghanistanBakhtar Afghan Airlines",de Havilland Canada DHC-6 Twin Otter 300YA-GAZ,19/19(0)
11 Mar 1983,Barquisimeto VenezuelaAvensa,McDonnell Douglas DC-9-32YV-67C,23/50(0)
30 Mar 1983,"Newark, New JerseyCentral Airlines",Learjet 25N51CA,2/2(0)
07 Apr 1983,"Selawik, AlaskaMunz Northern Airlines",Britten-Norman BN-2A-8 IslanderN37MN,2/3(0)
16 Apr 1983,"Near Khartoum, SudanAir Liberia",Hawker Siddeley HS-748-329 Srs. 2AEL-AIH,8/9(9)
19 Apr 1983,"Leninakan, RussiaAeroflot",Yakovlev YAK-40CCCP-87291,21/21(0)
19 Apr 1983,"Near Toba, JapanJapan Air Self-Defence Force",Kawasaki C-1 / Kawasaki C-158-1009/68-1015,14/14(0)
26 Apr 1983,"Iwakuni AB, JapanMilitary - Japan Maritime Self Defense Force",Shin Meiwa PS-15801,11/14(0)
29 Apr 1983,"Guayaquil, EcuadorSAN Ecuador",Sud Aviation SE-210 Caravelle VIRHC-BAT,8/100(0)
30 Apr 1983,"Jacksonville, FloridaMilitary - United States Navy",Convair CV-340141010,15/15(0)
05 May 1983,"Near Ban Ta Khli, ThailandMilitary - Royal Thai Air Force",Fairchild C-123KL4K-12/18,30/30(0)
05 May 1983,"En route Miami, FL - Nassau, BahamasEastern Air Lines",Lockheed L-1011N334EA,0/172(0)
06 May 1983,"Klyuchi, RussiaMilitary - Soviet Air Force",Antonov An-26?,33/37(0)
02 Jun 1983,"Tanjung Karang, IndonesiaGaruda Indonesia Airlines",Fokker F-28 Fellowship 3000RCPK-GFV,3/61(0)
02 Jun 1983,"Cincinnati International Airport, Covington/Hebron, KentuckyAir Canada",McDonnell Douglas DC-9-32C-FTLU,23/46(0)
06 Jun 1983,"Off Quemoy, TaiwanMilitary - Republic of China Air Force",Fairchild C-199G?,47/47(0)
08 Jun 1983,"Near Cold Bay, AlaskaReeve Aleutian Airways",Lockheed L-188C ElectraN1968R,0/15(0)
16 Jun 1983,"Kauai, HawaiiMilitary - U.S. Navy",Lockheed P-3B Orion152720,14/14(0)
21 Jun 1983,"Niela, MaliAir Mali",de Havilland Canada DHC-6 Twin Otter 300TZ-ACH,7/7(0)
28 Jun 1983,"Las Vegas, NevadaMilitary - U.S. Air Force",Lockheed C-130H Hercules74-2068,6/6(0)
