Date,Location / Operator,Aircraft Type / Registration,Fatalities
06 Jan 1972,"Near Chetumal, MexicoSAESA",Hawker Siddeley HS-748-230 Srs. 2AXA-SEV,23/23(0)
07 Jan 1972,"Sierra de Atalayasa, SpainIberia Airlines",Sud-Aviation Caravelle VI-REC-ATV,104/104(0)
21 Jan 1972,"Near Funza, ColombiaLineas Aéreas la Urraca",Vickers Viscount 837HK-1347,20/20(0)
21 Jan 1972,"Near Betania, ColombiaSATENA",Douglas C-47FAC-661,39/39(0)
26 Jan 1972,"Near Srbská Kamenice, Czech RepublicJAT Yugoslav Airlines",McDonnell Douglas DC-9-32YU-AHT,27/28(0)
01 Feb 1972,"Near Tegal, IndonesiaRoyal Air Laos/PENAS",Douglas DC-6XW-PEH,6/9(0)
04 Feb 1972,"Pha Khao, LaosAir America",de Havilland Canada C-7A Caribou393,1/38(0)
05 Feb 1972,"Near Valledupar, ColombiaTAC Colombia",Fairchild F-27HK-1139,19/19(0)
11 Feb 1972,"Near Vientiane, LaosRoyal Air Lao",Douglas DC-4XW-TDE,23/23(0)
03 Mar 1972,"Albany, New YorkMohawk Airlines",Fairchild-Hiller FH-227-BN7818M,16/48(1)
14 Mar 1972,"Near Al Fujayrah, United Arab EmiratesSterling Airways",Aerospatiale Caravelle Super 10BOY-STL,112/112(0)
19 Mar 1972,"Shamsam Mountains, South YemenEgyptair",McDonnell Douglas DC-9-32YU-AHR,22/22(0)
12 Apr 1972," Near Rio de Janeiro, BrazilVASP",NAMC YS-11A-211PP-SMI,25/25(0)
16 Apr 1972,"Near Ardinello di Amaseno, ItalyAero Transporti Italiani",Fokker F-27 Friendship 200I-ATIP,18/18(0)
17 Apr 1972,"New York, New YorkHelaire Helicopter",Bell 47J-2N8467E,3/3(0)
18 Apr 1972,"Addis Ababa, EthiopiaEast African Airways",BAC Super VC-10 11545X-UVA,43/107(0)
20 Apr 1972,"Near Moyobamba, PeruSATCO",Douglas C-47DOB-R-653,6/6(0)
24 Apr 1972,"Nyot Mo, LaosAir America",Pilatus PC6CH2N391R,4/10(0)
04 May 1972,"Bratsk, USSRAeroflot",Yakovlev YAK-40CCCP-87778,18/18(0)
05 May 1972,"Near Carini, Sicily, ItalyAlitalia",McDonnell Douglas DC-8-43I-DIWB,115/115(0)
08 May 1972, VenezuelaAerotechnia,Douglas C-47BYV-C-GAI,7/7(0)
10 May 1972,"Near Gia Dinh, South VietnamMilitary - U.S. Army",Boeing Vertol CH47A (helicopter)?,34/34(0)
16 May 1972,"Svetlogorsk, RussiaMilitary - Russian Navy",Antonov An-2605,9/9(25)
18 May 1972,"Near Kharkov, Ukraine, USSRAeroflot",Antonov AN-10ACCCP-11215,122/122(0)
21 May 1972,"Lobito, AngolaDTA Angola Airlines",Fokker F-27 Friendship 200CR-LLD,22/25(0)
27 May 1972,"Near Helgoland, GermanyGeneral Air",de Havilland Canada DHC-6 Twin OtterD-IDHC,8/13(0)
29 May 1972,"Dulac, LouisianaPetrolium Helicopter",Bell 205AN2256W,11/11(0)
29 May 1972,"Cruzeiro do Sul Acre, BrazilAmazonese Importacao e Exportacao",Lockheed 049 ConstellationPP-PDG,9/18(0)
30 May 1972,"Dallas/Ft. Worth, TexasDelta Air Lines",McDonnell Douglas DC-9-14N3305L,4/4(0)
05 Jun 1972,"Near Pleiku, VietnamAir America",Curtiss C-46AEM2,32/32(0)
13 Jun 1972,"Santiago, ChileAerolineas Flecha Austral",Curtiss C-46DCC-CDU,3/3(0)
13 Jun 1972,"Near an Loc, South VietnamMilitary - Vietnamese Air Force",Boeing Vertol CH-47 (helicopter)?,47/47(0)
14 Jun 1972,"Near New Delhi, IndiaJapan Air Lines",McDonnell Douglas DC-8-53JA8012,82/87(4)
15 Jun 1972,"Near Pleiku, South VietnamCathay Pacific Airways",Convair CV-880-22M-21VR-HFZ,81/81(0)
18 Jun 1972,"London Heathrow,  Staines, Surrey, EnglandBritish European Airways",Hawker Siddeley Trident 1CG-ARPI,118/118(0)
24 Jun 1972,"Ponce, Puerto RicoPrinair",de Havilland DH-114 Heron 2BN554PR,5/20(0)
29 Jun 1972,"Appleton, WisconsinNorth Central Airlines / Air Wisconsin",Convair CV-580/De Hav. Twin Otter 100N90858/N4043B,13/13(0)
05 Jul 1972,"San Francisco, CaliforniaPacific Southwest Airlines",Boeing 737-200?,3/86(0)
06 Jul 1972,"Off Las Palmas, Canary Islands, SpainAviaco",McDonnell Douglas DC-8-52EC-ARA,10/10(0)
11 Jul 1972,"Near Grytoya, NorwayMilitary - Royal Norwegian Air Force",de Havilland Canada DHC-6 Twin Otter 10067-056,19/19(0)
