Date,Location / Operator,Aircraft Type / Registration,Fatalities
20 Jan 1992,"Mt. Saint-Odile, near Strasbourg, FranceAir Inter",Airbus A320-111F-GGED,87/96(0)
28 Jan 1992,"Near Stepanakert, AzerbaijanMilitary - Azerbaijan Air Force",Mil Mi-8 (helicopter)?,47/47(0)
03 Feb 1992,"Caetite, BrazilNordeste Linhas Aéreas",Embraer 110C BandeirantePT-TBB,12/12(0)
09 Feb 1992,"Near Kafountine, SenegalGambcrest",Convair CV- 640N862FW,30/56(0)
15 Feb 1992,"Toledo, OhioATI",McDonnell Douglas DC-8-63FN794AL,3/4(0)
20 Feb 1992,En route from Argentina  to  CaliforniaAerolineas Argentinas,Boeing B-747?,1/?(0)
02 Mar 1992,"Beni, BoliviaFrigorifico Santa Rita",Curtiss C-46TCP-754,5/5(0)
12 Mar 1992,"Etsouali, CongoLina Congo",de Havilland Canada DHC-6 Twin Otter 300TN-ACX,3/8(0)
22 Mar 1992,"La Guardia Airport, New York, New YorkUSAir",Fokker F-28 Fellowship 4000N485US,27/51(0)
24 Mar 1992,"Athens, GreeceGolden Star Air Cargo",Boeing 707-321CST-ALX,7/7(0)
04 Apr 1992,"Near Baikov, RussiaKamchatavia",Let 410UVPCCCP-67130,1/12(0)
07 Apr 1992,"Near Sarra, LibyaAir Bissau",Antonov AN-24RVJ5-GAE,3/13(0)
10 Apr 1992,"Off Orchid Island, TaiwanTaiwan Airlines",Britten Norman BN-2A-26 TrislanderB-11116,7/10(0)
14 Apr 1992,"Nairobi, KenyaMilitary - Kenyan Air Force",de Havilland DHC-5 Buffalo218,46/46(6)
16 Apr 1992,"Near Goroka, Papua New GuineaTalair",Embraer 110P1 BandeiranteP2-RDS,11/15(0)
22 Apr 1992,"Perris Valley, CaliforniaPerris Valley Aviation",de Havilland Canada DHC-6 Twin Otter 200N141PV,16/22(0)
22 Apr 1992,"Mt. Haleakala, HawaiiScenic Air Tours",Beechcraft E18SN342E,9/9(0)
26 Apr 1992,"Saveh, IranSaha Airline Services",Fokker F-27 Friendship 400M5-8815,39/39(0)
06 Jun 1992,"Tucuti, PanamaCOPA (Panama)",Boeing B-737-204HP-1205,47/47(0)
07 Jun 1992,"Mayaguez, Puerto RicoAmerican Eagle",CASA 212 Aviocar 200N355CA,5/5(0)
22 Jun 1992,"Cruzeiro do Sul, BrazilVASP",Boeing 737-2A1CPP-SND,3/3(0)
22 Jun 1992,"Norlisk, RussiaKrasnoyarsk Airlines",Antonov AN-12CCCP-11896,10/12(0)
05 Jul 1992,"Near Iyakochchi, Sri LankaMilitary - Sri Lanka Air Force",Shaanxi Y-8DCR872,19/19(0)
13 Jul 1992,"Bethel, AlaskaArctic Circle Air Service",Shorts SC-7 Skyvan 3A-200N20086,1/1(0)
14 Jul 1992,"Near Nakhichevan, AzerbaijanMilitary - Russian Air Force",Antonov AN-12VCCCP-11111,29/34(0)
14 Jul 1992,"Near Bir Fadl, YemenMilitary - Unified Yemen Air Force",Antonov An-12?,57/57(0)
20 Jul 1992,"Tbilisi, GeorgiaGeorgian Air",Tupolev TU-154BCCCP-85222,24/24(4)
24 Jul 1992,"Near Skopje, MacedoniaVolga-Dnepr Airlines",Antonov 12BKCCCP-11342,8/8(0)
24 Jul 1992,"Mt. Lalaboy,  IndonesiaMandala Airlines",Vickers Viscount 816PK-RVU,70/70(0)
27 Jul 1992,"Near Mexico City, MexicoAero Eslava",Vickers 798D ViscountXA-SCM,4/4(0)
30 Jul 1992,"JFK Airport, New York, New YorkTrans World Airlines",Lockheed L-1011N11002,0/292(0)
31 Jul 1992,"Near Kathmandu, NepalThai Airways",Airbus A310-304HS-TID,113/113(0)
31 Jul 1992,"Nanjing, Jiangsu, ChinaChina General Aviation Corporation",Yakovlev YAK-42DB-2755,108/126(0)
21 Aug 1992,"Colorado, BoliviaServicios Aereos Santa Ana",Convair CV-440-80CP-1961,10/10(0)
25 Aug 1992,"Hot Springs, ArizonaLone Star Airlines",Swearingen SA-227AC Metro IIIN342AE,3/3(0)
27 Aug 1992,"Near Iquitos, PeruMilitary - Peruvian Air Force - TANS",de Havilland Canada DHC-6 Twin Otter 300FAP304,8/41(0)
27 Aug 1992,"Gimli, Manitoba, CanadaNewCal Aviation",de Havilland Canada DHC-4T CaribouN400NC,3/3(0)
27 Aug 1992,"Near Ivanovo, RussiaAeroflot",Tupolev TU-134ACCCP-65058,84/84(0)
