Date,Location / Operator,Aircraft Type / Registration,Fatalities
06 Jan 1957,"Owasso, OklahomaAmerican Airlines",Convair CV-240-0N94247,1/10(0)
11 Jan 1957,"Near Buenos Aires, ArgentinaLineas Aereas del Estado",Vickers 615 Viking 1BT-11,17/33(1)
23 Jan 1957,"Ometepe Island, NicaraguaLanica",Douglas DC-3AN-AEC,16/16(0)
29 Jan 1957,"Paris, FranceAir France",SNCASE SE.2010 ArmagnacF-BAVG,2/70(0)
31 Jan 1957,"Near Sunland, CaliforniaDouglas Aircraft",Douglas DC-7B / U.S. Air Force F-89JN8210H/52-187OA,5/6(3)
01 Feb 1957,"New York, New YorkNortheast Airlines",Douglas DC-6AN34954,21/101(0)
22 Feb 1957,"Kimpo Air Base, South KoreaMilitary - U.S. Air Force",Douglas C-124C51-141A,22/159(0)
02 Mar 1957,"Blyn, WashingtonAlaska Airlines",Douglas C-54BN90449,5/5(0)
04 Mar 1957,"Near Miho AB, JapanJapanese Air Force",Curtiss C-46D-15--CU51-1110,17/17(0)
05 Mar 1957,"Drayton, EnglandMilitary -Royal Air Force",Blackburn Beverley C Mark 1XH117,18/22(2)
09 Mar 1957,"El Soldado, ColombiaAVIANCA",Douglas DC-3HK-155,15/15(0)
14 Mar 1957,"Manchester, EnglandBritish European Airways",Vickers Viscount 701G-ALWE,20/20(2)
17 Mar 1957,"Near Cebu, PhilippinesMilitary - Philippine Air Force",Douglas C-47-A-75-DL Skytrain2100925,24/25(0)
18 Mar 1957,"Near Sayari, BoliviaLloyd Aereo Boliviano",Douglas DC-3CP-535,19/19(0)
22 Mar 1957,Over the North Pacific OceanMilitary - U.S. Air Force,Boeing C-97C50-702A,67/67(0)
07 Apr 1957,"Bage, BrazilVarig",Curtiss C-46A-45-CUPP-VCF,40/40(0)
08 Apr 1957,"Algiers, AlgeriaAir France",Douglas DC-3F-BEIK,34/34(0)
10 Apr 1957,"Anchieta Island, BrazilREAL",Douglas DC-3PP-ANX,26/30(0)
15 Apr 1957,"Merida, MexicoTransportes Aéreos Mexicanos",Consolidated B-24JXA-KUN,3/3(1)
17 Apr 1957,"Near El Quweira, JordanMilitary -Royal Air Force",Vickers Valetta C-Mk.1VW832,24/24(0)
20 Apr 1957,"Jirkouk, IraqAir France",Lockheed Super ConstellationF-BGNE,1/?(0)
01 May 1957,"Blackbushe, Hants, EnglandEagle Aviation",Vickers Viking 1BG-AJBO,34/35(0)
05 May 1957,"Santoshpur, IndiaIndian Airlines",Douglas C-47AVT-AUV,1/3(0)
09 May 1957,"Barajas, Madrid, SpainAviaco",Bristol 170 FreighterEC-ADI,37/37(0)
13 May 1957,"Narsarressuak, GreenlandU.S. Overseas Airways",Douglas DC-4N68736,2/3(0)
13 May 1957,"Near San Carlos de Bariloche, ArgentinaLineas Aereas del Estado",Vickers 615 Viking 1BT-3,16/16(0)
13 May 1957,"New Delhi, IndiaIndian Airlines",Douglas DC-3VT-CFB,2/2(3)
14 Jun 1957,"Near Moscow, RussiaLOT Polish Airlines",Ilyushin P-14SP-LNF,9/13(0)
18 Jun 1957,"Bodensee, SwitzerlandSwissair",Douglas C-47BHB-IRK,9/9(0)
22 Jun 1957,"Near Clarksburg, MarylandCapital Airlines",Douglas C-47AN88835,3/3(0)
23 Jun 1957,"Port Hardy, BC, CanadaPacific Western",Douglas DC-3CF-EPI,14/18(0)
24 Jun 1957,"Horn Island, Queensland, AustraliaAdastra Airways",L-Hudson?,6/?(?)
01 Jul 1957,"Bay of Bengal, PakistanPakistan International Airlines",Douglas DC-3AP-AJS,24/24(0)
03 Jul 1957,"Near Fort Rupert, Quebec, CanadaKenting Air", Lockheed L-414 HudsonCF-CRL,4/4(?)
16 Jul 1957,"Near Hsinchu, Taiwan (Formosa)Military - United States Air Force",Douglas C-47A-90 (DC-3)43-15867,16/16(0)
16 Jul 1957,"Near Biak, IndonesiaKLM Royal Dutch Airlines",Lockheed 1049C Super ConstellationPH-LKT,58/68(0)
25 Jul 1957,"Daggett, CaliforniaWestern Airlines",Convair CV-240N8405H,1/16(0)
11 Aug 1957,"Near Issoudun, Quebec, CanadaMaritime Central Airways",Douglas DC-4CF-MCF,79/79(0)
15 Aug 1957,"Copenhagen, DenmarkAeroflot",Ilyushin IL-14PCCCP-L1874,23/23(0)
20 Aug 1957,"Assam, IndiaIndamer",Douglas DC-3VT-ARH,8/8(0)
29 Aug 1957,"Near Juticalpa, HondurasSahsa Airlines",Douglas DC-3XH-SAF,12/12(0)
03 Sep 1957,"Niquitao, VenezuelaAvensa",Douglas DC-3YV-C-AVG,8/8(0)
15 Sep 1957,"New Bedford, MassachusettsNortheast Airlines",Douglas DC-3N33417,12/24(0)
18 Sep 1957,"Montevideo,  UruguayREAL",Convair CV-440-62PP-AQE,1/35(0)
27 Sep 1957,"Bhiwandi, Maharashtra, Indiaèkoda (India) Ltd",Let Aero 45SVT-DHO,3/3(0)
28 Sep 1957,"Islay-Glenegedale Airport, ScotlandBritish European Airways",de Havilland DH-114 HeronG-AOFY,3/3(0)
01 Oct 1957,"Akshi, RussiaAeroflot",Ilyushin IL-12 CCCP-L1389,27/27(0)
03 Oct 1957,"Beirut, LebanonLebanese International Airways",Curtiss C-46A-45-CUOD-ACK,27/27(0)
18 Oct 1957,"Porto Alegre, BrazilVarig",Douglas C-47APP-VCS,2/2(0)
23 Oct 1957,"Belfast, IrelandBritish European Airways",Vickers 802 ViscountG-AOJA,7/7(0)
28 Oct 1957,"Madrid, SpainIberia Airlines",Douglas DC-3EC-ACH,21/21(0)
30 Oct 1957,"Near Campeche, MexicoTransportes Aereos Mexicanos",Fairchild C-82AXA-LIW,3/3(0)
03 Nov 1957,"Dusseldorf, West GermanyHerfurtner Company",Douglas DC-4D-ALAF,7/10(1)
04 Nov 1957,"Moscow, RussiaTAROM",Ilushin Il-14YR-PCC,4/16(0)
06 Nov 1957,"Bristol, EnglandBristol Aeroplane Co.",Bristol Britannia 175G-ANCA,15/15(0)
08 Nov 1957,"900 miles E of Honolulu, Hawaii, Pacific OceanPan American World Airways",Boeing - 377-10-29 StratocruiserN90944,44/44(0)
15 Nov 1957,"Near Palma de Mallorca, SpainAviaco",de Havilland DH-114 Heron 2DEC-ANZ,4/4(0)
15 Nov 1957,"Chessell Down, EnglandAquilla Airways",Short Solent 3 (flying boat)G-AKNU,43/58(0)
21 Nov 1957,"Christchurch, New ZealandStraits Air Freight Express",Bristol 170 Freighter 31ZK-AYH,4/4(0)
08 Dec 1957,"Bolivar, ArgentinaAerolineas Argentinas",Douglas DC-4LV-AHZ,61/61(0)
10 Dec 1957,"Jeannine Lake, Quebec, CanadaNorthern Wings",Douglas C-47ACF-GKV,3/10(0)
11 Dec 1957,"Ozamis City, PhilippinesPhilippine Air Lines",de Havilland Canada DHC-3 OtterPI-C55,2/12(0)
18 Dec 1957,"Near Birobidzhan, RussiaAeroflot",Ilyushin IL-12CCCP-L1309,27/27(0)
23 Dec 1957,"Off Oahu, HawaiiMilitary - U.S. Navy",Lockheed WV-2143197,19/23(0)
23 Dec 1957,"Stansted, EnglandScottish Airlines",Avro 685 York C-1G-AMUN,4/4(0)
31 Dec 1957,"Buenos Aires, ArgentinaAerolineas Argentinas",Short SunderlandLV-AAR,9/50(0)
