Date,Location / Operator,Aircraft Type / Registration,Fatalities
03 Jan 1994,"Near Mamony, Siberia, RussiaBaikal Air",Tupolev TU-154MRA-85656,124/124(1)
07 Jan 1994,"Columbus, OhioAtlantic Coast Airlines (United Express)",British Aerospace Jetstream 4101N304UE,5/8(0)
24 Feb 1994,"Nalchik, RussiaNorth Western Air Transport",Antonov AN-12VRA-11118,13/13(0)
25 Feb 1994,"East Midlands, EnglandBritish World Airways",Vickers 813 ViscountG-OHOT,1/2(0)
25 Feb 1994,"Near Carpish, PeruExpresso Aéreo",Yakovlev YAK-40OB-1559,31/31(0)
02 Mar 1994,"New York, New YorkContinental Airlines",McDonnell Douglas MD-82N18835,0/116(0)
08 Mar 1994,"New Delhi, IndiaSahara",Boeing 737-2R4CVT-SIA,4/4(0)
14 Mar 1994,"Off Malindi, KenyaMilitary - U.S. Air Force",Lockheed C-130H Hercules69-6576,8/8(0)
17 Mar 1994,Near NagMilitary - Iranian Air Force,Lockheed Hercules C-1305-8521,32/32(0)
18 Mar 1994,"Key West, FloridaChalk's International Airlines",Grumman G-73T Turbo MallardN150FB,2/2(0)
18 Mar 1994,"Spokane, WashingtonSalair",Douglas DC-3CN3433Y,2/2(0)
21 Mar 1994,"Weipa, AustraliaAurukun Air Services",Britten-Norman BN-2A-21 TrislanderVH-JUU,6/6(0)
23 Mar 1994,"Near Mezhdurechensk, RussiaAeroflot Russian International Airways",Airbus A310-304F-OGQS,75/75(0)
03 Apr 1994,"Lamoille, NevadaAir Taxi - El Aero Services Inc.",Bell 206B3N27736,5/5(0)
04 Apr 1994,"Amsterdam, NetherlandsKLM Cityhopper",Saab 340BPH-KSH,3/24(0)
06 Apr 1994,"Kigali, RwandaRwanda Government",Dassault Falcon 509XR-NN,12/12(0)
06 Apr 1994,"Ambato, EcuadorTAME",de Havilland Canada DHC-6 Twin Otter 300FAE450,17/17(0)
14 Apr 1994,Northern IraqMilitary - U.S. Army / Military U.S. Army,Sikorsky UH-60 / Sikorsky UH-608726000/8826060,26/26(0)
25 Apr 1994,"Nanga Pinoh, IndonesiaDirgantara Air Services",Britten Norman BN-2A-21 TrislanderPK-ZAA,11/11(0)
26 Apr 1994,"Near Komaki, Aichi, JapanChina Airlines (Taiwan)",Airbus A300B4-622RB-1816,264/271(0)
07 May 1994,"Sao Gabriel, BrazilRico Taxi Aero",Embraer 110 BandeirantePT-GJW,8/16(0)
23 May 1994,"Loma Linda, ColombiaArall",Pilatus Britten-Norman BN-2B-27 IslanderHK-2890,4/11(0)
28 May 1994,"Near Villavicencio, ColombiaTransoriente Colombia",Douglas DC-3 (C-53D-DO)HK-2213,7/29(0)
02 Jun 1994,"Near Campbeltown, ScotlandMilitary - Royal Air Force",Boeing Vertol Chinook HC-2 (helicopter)ZD576,29/29(0)
06 Jun 1994,"Near Xi'an, ChinaChina Northwest Airlines",Tupolev TU-154MB-2610,160/160(0)
13 Jun 1994,"Near Uruapan, MexicoAerolineas Cuahonte",Swearingen SA.226TC Metro IIXA-SLU,9/9(0)
18 Jun 1994,"Mt.  Kalora, IndonesiaMerpati Nusantara Airlines",Fokker F-27 Friendship 500FPK-MFI,12/12(0)
18 Jun 1994,"Chantilly, VirginiaTAESA",Learjet 25DXA-BBA,12/12(0)
26 Jun 1994,"Abidjan, Ivory CoastAir Ivorie",Fokker F-27 Friendship 400MTU-TIP,17/17(0)
29 Jun 1994,"Near Logar, AfghanistanMilitary - Dostum-Galboddin Militia",Antonov AN-32?,50/70(0)
30 Jun 1994,"Toulouse-Blagnac, FranceAirbus Industrie",Airbus A330-321F-WWKH,7/7(0)
01 Jul 1994,"Near Tidjika, MauritaniaAir Mauritanie",Fokker F-28 Fellowship 40005T-CLF,80/93(0)
02 Jul 1994,"Charlotte, North CarolinaUSAir",McDonnell Douglas DC-9-30N954VJ,37/57(0)
14 Jul 1994,"Hanalei, HawaiiAir Taxi - Papillion Helicopters Ltd.",Aerospatiale AS350DN151BH,3/7(0)
17 Jul 1994,"Near Fort de France, MartiniqueAir Martinique",Britten-Norman BN-2B-26 Islander8P-TAD,6/6(0)
17 Jul 1994,"Boma, Democratic Republic CongoSankuru Air Service",Yakovlev 40DRA-87256,5/9(0)
19 Jul 1994,"Colon, PanamaAlas Chiricanas",Embraer 110P1 BandeiranteHP-1202AC,21/21(0)
26 Jul 1994,"East Kalimantan, IndonesiaAirfast Services",Sikorsky S-58ETPK-OBT,18/18(0)
05 Aug 1994,"Near Boda, RussiaMilitary - Russian Air Force",Antonov AN-12?,47/47(0)
07 Aug 1994,"Kodiak, AlaskaAir Taxi - Uyak Air Services Inc.",de Havilland DHC-2N126UA,6/7(0)
10 Aug 1994,"Cheju, South KoreaKorean Airlines",Airbus A300B4-622RHL-7296,0/160(0)
11 Aug 1994,"Alsworth, AlaskaAir Taxi - Talon Air Services Inc.",de Havilland DHC-2N17394,3/3(0)
12 Aug 1994,"Whiting, New JerseyAir Taxi - National Helicopters",Bell 206L-4N124NH,3/3(0)
21 Aug 1994,"Near Agadir, MoroccoRoyal Air Maroc",Aerospatiale ATR-42-300CN-CDT,44/44(0)
08 Sep 1994,"Near Aliquippa, PennsylvaniaUSAir",Boeing B-737-3B7N513AU,132/132(0)
13 Sep 1994,"Near Abuja, NigeriaAerocontroctors - Charter",de Havilland Canada DHC-6 Twin Otter 3005N-ATQ,3/5(0)
17 Sep 1994,"Fish Egg Inlet, CanadaPacific Coastal Airlines",de Havilland Canada DHC-6 Twin Otter 100C-FDMR,3/4(0)
18 Sep 1994,"Tamanrasset, AlgeriaOriental Airlines",BAC One-Eleven 515FB5N-IMO,5/39(0)
23 Sep 1994,"Kowloon Bay, Hong KongHeavylift Cargo Airlines",Lockheed L-100-30 HerculesPK-PLV,6/12(0)
26 Sep 1994,"Near Vanavera, RussiaCheremshanka Airlines",Yakovlev YAK-40RA-87468,28/28(0)
28 Sep 1994,"Bahia Negra, ParaguayTAM Paraguay",Douglas C-47DFAP2009,1/27(0)
30 Sep 1994,"Chaibukha, RussiaArsenyev Aviation Production Association",Antonov AN-8RA-27209,8/20(0)
08 Oct 1994,"Mitu, ColombiaSELVA",Antonov AN-32BHK3929X,10/10(0)
12 Oct 1994,"Krakas Mountains, near Natanz , IranIran Asseman Airlines",Fokker F-28 Fellowship 1000EP-PAV,66/66(0)
14 Oct 1994,"Near Formoso do Aragala, BrazilMilitary - Brazilian Air Force",Lockheed C-130EC-130-2460,21/21(0)
26 Oct 1994,"Near Cuito, AngolaMilitary - Angolan Air Force",Mil Mi-8MTV (helicopter)H534,22/22(0)
29 Oct 1994,"Near Ust'-Ilimsk, RussiaAeronica",Antonov AN-12ARA-11790,23/23(0)
29 Oct 1994,"Batagaj, RussiaYakutavia",Antonov AN-2RA-33008,7/19(0)
31 Oct 1994,"Roselawn, IndianaAmerican Eagle",ATR-72-212N401AM,68/68(0)
01 Nov 1994,"Off Cozumel, MexicoTransportes Aereos Pegaso",Bell 212XA-SVS,14/14(0)
04 Nov 1994,"Near Nabire, IndonesiaTrigana Air Service",de Havilland Canada DHC-6 Twin Otter 100PK-YNM,4/4(0)
05 Nov 1994,"Saposa, PeruSA Amazonica",Yakovlev YAK-40OB-1569,6/30(0)
16 Nov 1994,"Avenal, CaliforniaAmeriflight",Beechcraft C99N63995,1/1(0)
22 Nov 1994,Papua New GuineaSouthwest Air,Britten Norman BN-2A TrislanderP2-SWC,7/7(0)
22 Nov 1994,"Bridgeton, MissouriTrans World Airlines / Private",McDonnell Douglas DC-9-82 / Cessna 441N954U/N411KM,2/142(0)
25 Nov 1994,"Near Cuito, AngolaMilitary - Angolan Air Force",Mil Mi-17 (helicopter)H584,22/22(0)
10 Dec 1994,Pacific OceanPhilippine Air Lines,Boeing B-747-200EI-BWF,1/293(0)
13 Dec 1994,"Morrisville, North CarolinaAmerican Eagle",British Aerospace Jetstream 3201N918AE,15/20(0)
15 Dec 1994,"Lobito, AngolaSL Aviation Services",Douglas DC-3N96BF,2/2(0)
17 Dec 1994,"Cerro Aicha, VenezuelaServivensa",Douglas C-47A-10-DKYV-761C,7/9(0)
17 Dec 1994,"Papua, New GuineaMissionary Aviation Fellowship",de Havilland Canada DHC-6 Twin Otter 200P2-MFS,28/28(0)
21 Dec 1994,"Coventry, EnglandPhoenix Aviation",Boeing 737-2D6C7T-VEE,5/5(0)
26 Dec 1994,"Algiers Airport, AlgeriaAir France",Airbus A300B2-1CF-GBEC,3/239(0)
