Date,Location / Operator,Aircraft Type / Registration,Fatalities
15 Jan 1944,"Belgrad, YugoslaviaDeutsche Lufthansa",Junkers JU-52/3mD-ADQW,5/5(0)
10 Feb 1944,"Memphis, TennesseeAmerican Airlines",Douglas DC-3NC21767,24/24(0)
10 Feb 1944,"Near Quelimane, MozambiqueDETA",Lockheed 14-H2 Super ElectraCR-AAV,14/14(0)
20 Feb 1944,ChinaChina National Aviation Corporation,Douglas C-4775,2/2(0)
21 Feb 1944,"Eubeoa, GreeceDeutsche Lufthansa",Junkers JU-52/3mD-ABAS,16/16(0)
22 Mar 1944,New GuineaMilitary - U.S. Army,Consolidated B-24 Liberator?,21/21(?)
06 Apr 1944,"Near Nome, AlaskaPan American World Airways",Pilgrim 100BNC742N,6/6(0)
17 Apr 1944,"Belgrad, YugoslaviaDeutsche Lufthansa",Junkers JU-52/3mD-AOCA,5/7(0)
21 Apr 1944,"Frederikstad, NorwayDeutsche Lufthansa",Douglas DC-3D-AAIG,9/20(0)
25 Apr 1944,"Montreal, CanadaMilitary - Royal Air Force",Consolidated Liberator?,16/16(0)
26 May 1944,"Between Calcutta to Dinjan, ChinaChina National Aviation Corporation",Douglas C-4782,12/12(0)
27 May 1944,"Off Calcutta, IndiaChina National Aviation Corporation",Douglas DC-3?,14/14(0)
06 Jun 1944,"Barneville, FranceMilitary - U.S. Army Air Forces",Douglas C-47A42-93095,22/22(0)
06 Jun 1944,"Flamanville, FranceMilitary - U.S. Army Air Forces",Douglas C-47A42-100905,22/22(0)
06 Jun 1944,"Carentan, FranceMilitary - U.S. Army Air Forces",Douglas C-47A-DL42-101035,22/22(0)
08 Jun 1944,"Kunming, ChinaChina National Aviation Corporation",Douglas C-4785,6/6(0)
18 Jun 1944,"Kweilin, ChinaChina National Aviation Corporation",Douglas C-4771,2/4(0)
20 Jun 1944,"Porto Alegre, BrazilVarig",Lockheed 10C ElectraPP-VAG,10/10(0)
11 Jul 1944,"Portland, MaineMilitary - U.S. Army",Douglas A-26B Invader 43-22253,2/2(19)
23 Jul 1944,"Nineteen miles W of Kokoda, Papua New GuineaMilitary - US Navy",R4D-539090,17/17(0)
26 Jul 1944,North Atlantic OceanMilitary - U.S. Army Air Forces,Douglas C-54A-DO (DC-4)42-107470,26/26(0)
27 Jul 1944,"Port Logan, ScotlandMilitary - U.S. Army Air Forces",Douglas C-47A-DK42-93038,22/22(0)
31 Jul 1944,"Funafuti, Gilbert Islands, Pacific OceanPan American Airways",Consolidated Catalina PB2Y-3R7233,22/24(0)
03 Aug 1944,"Naper, NebraskaMilitary - U.S. Army Air Forces",Douglas C-47A-DL42-23652,28/28(0)
08 Aug 1944,"Off Antilla, CubaPan American World Airways",Sikorsky S-42 (flying boat)NC823M,17/31(0)
12 Aug 1944,"Blythburgh, EnglandMilitary - U.S. Navy",Consolidated PB4Y-132271,2/2(0)
23 Aug 1944,"Freckelton, EnglandMilitary - U.S. Air Force",Consolidated B-24H42-50291,3/3(58)
28 Aug 1944,"Preswick, ScotlandMilitary - U.S. Army Air Forces",Douglas C-54A-DC (DC-4)42-72171,20/20(5)
29 Aug 1944,"Near Lidköping, Västergötland, SwdenBritish Overseas Airways",Lockheed 18-56 LoadstarG-AGIH,11/15(0)
30 Aug 1944,"Sao Paulo, BrazilPanair do Brasil",Lockheed 18 LodestarPP-PBI,18/18(0)
02 Sep 1944,"Belgrad, YugoslaviaDeutsche Lufthansa",Junkers JU52/3mD-AUAW,5/5(0)
07 Sep 1944,"Near Mossman, Queensland, AustraliaMilitary - Royal Netherlands East Indies Air Force",C-47 Dakota DT-941VH-RDK,20/20(0)
17 Sep 1944,"Copeland, KansasMilitary - U.S. Army",Consolidated B-24 Liberator?,13/13(2)
18 Sep 1944,AlaskaU. S. Air Force,Douglas C-47A-90-DL43-15738,19/19(0)
21 Sep 1944,"Rio Doce, BrazilPanair do Brasil",Lockheed 18 LodestarPP-PBH,17/17(0)
27 Sep 1944,"Near Dijon, FranceDeutsche Lufthansa",Focke-Wulf FW 200D-AMHL,9/9(0)
07 Oct 1944,"Near Sadiya, IndiaChina National Aviation Corporation",Douglas C-47101,3/3(0)
10 Oct 1944,BosniaDeutsche Lufthansa,Junkers JU-52/3mD-AUSS,7/7(0)
11 Oct 1944,"Sydney, AustraliaQantas",Short S-23 (flying boat)VH-ABB,1/30(0)
11 Oct 1944,"Sydney, AustraliaQantas",Short S.23 Empire Flying BoatVH-ABB,1/29(0)
16 Oct 1944,"Telemark, NorwayDeutsche Lufthansa",Junkers JU-52/3mD-ADQV,15/15(0)
17 Oct 1944," Komarom,, HungaryDeutsche Lufthansa",Junkers JU-52/3mD-ASHE,1/9(0)
18 Oct 1944,"Birkenhead, EnglandMilitary - U.S. Army Air Forces",Consolidated B24H42-50347,24/24(0)
04 Nov 1944,"Hanford, CaliforniaTrans Continental and Western Air",Douglas DC-3NC28310,24/24(0)
06 Nov 1944,"Jacksonville, FloridaMilitary - US Navy",Douglas C-47 Skytrain (DC-3)39063,17/17(0)
09 Nov 1944,"Seljord, NorwayMilitary - U.S. Army Air Corps",?42-52196,?/?(?)
10 Nov 1944,"Near Kumming, Yunan, ChinaCATC",Lockheed Hudson?,20/20(0)
19 Nov 1944,"Lewes, EnglandMilitary - U.S. Army Air Forces",Douglas C-47A-DL43-15046,25/30(0)
29 Nov 1944,"Nairobi, KenyaBOAC",Lockheed 18 LodeStarG-AGBW,11/11(0)
29 Nov 1944,"Tegucigalpa, NicaraguaTACA",Ford 5-AT-B Tri-MotorXH-TAN,16/16(0)
29 Nov 1944,"Off Falsterbo, SwedenDeutsche Lufthansa",Focke-Wulf FW 200D-ARHW,10/10(0)
30 Nov 1944,"Dinjan, ChinaChina National Aviation Corporation",Douglas C-4756,3/3(0)
01 Dec 1944,"Van Nuys, CaliforniaTrans Continental and Western Air",Douglas DC-3NC17322,9/17(0)
03 Dec 1944,Atlantic OceanTrans-Canada Air Lines,Avro 683 LancasterCF-CMU,5/5(0)
07 Dec 1944," Orlivka, UkraineAeroflot",Lisunov LI-2CCCP-L4161,16/16(0)
15 Dec 1944,English ChannelMilitary - U.S. Army Air Forces,UC-64A Noorduyn Norseman44-70286,3/3(0)
