Date,Location / Operator,Aircraft Type / Registration,Fatalities
01 Jan 2009,"Lubock, TexasEmpire Airlines leased from FedEx",ATR-42-320N902FX,2/2(0)
04 Jan 2009,Near Houma LouisianaPetroleum Helicopters Inc,Sikorsky S-76C++N748P,8/9(0)
15 Jan 2009,"Adraskan district, AfghanistanAfghan Army",Mil Mi-17?,13/13(0)
15 Jan 2009,"New York, New YorkUS Airways",Airbus A320-214N106US,0/155(0)
07 Feb 2009,"Manacapuru, BrazilAerotaxi Manaus",Bandeirante EMB-110P1PT-SEA,24/28(0)
12 Feb 2009,"Clarence Center, New YorkContinental Connection/Colgan Air",Bombardier DHC-8-402 Q400N200WQ,49/49(1)
15 Feb 2009,"Chanco, ChileFlight Service",Bell UH-1HCC-CBW,13/13(0)
20 Feb 2009,"Luxor, EgyptAerolift",Antonov 12VS9-SVN,5/5(0)
25 Feb 2009,"Amsterdam, NetherlandsTurkish Airlines",  Boeing 737-8F2TC-JGE,9/134(0)
09 Mar 2009,"Lake Victoria, UgandaAerolift",Ilyushin Il-76TS9-SAB,11/11(0)
12 Mar 2009,"Off St. Johns, NewfoundlandCougar Helicopters",Sikorsky S-92AC-GZCH,17/18(0)
22 Mar 2009,"Butte, MontanaEagle Cap Leasing",Pilatus PC-12/45N128CM,14/14(0)
23 Mar 2009,"Tokyo, JapanFedEx",McDonnell Douglas MD-11N526FE,2/2(0)
01 Apr 2009,"Off Crimond, ScotlandBond Offshore Helicopters",Eurocopter AS 332L2 Super Puma 2G-REDL,16/16(0)
06 Apr 2009,"Bandung, IndonesiaMilitary - Indonesian Air Force",Fokker F-27 Friendship 400MA-2703,24/24(0)
09 Apr 2009,"Near Wamena, IndonesiaAviastar Mandiri",British Aerospace BAe-146-300PK-BRD,6/6(0)
29 Apr 2009,"Massamba, Democratic Republic of CongoBako Air",Boeing B-737-200TL-ADM ,7/7(0)
03 May 2009,"Near El Alto de Rubio, VenezuelaMilitary - Venezuelan Army",Mi-35EV08114 ,18/18(0)
20 May 2009,"Near Madiun, IndonesiaMilitary - Indonesian Air Force",Lockheed C-130 HerculesA-1325,112/112(2)
26 May 2009,"Near Isiro, Democratic Republic CongoService Air",Antonov An-269Q-CSA,4/4(?)
01 Jun 2009,"Atlantic Ocean, 570 miles northeast of Natal, BrazilAir France",Airbus A330-203F-GZCP,228/228(0)
07 Jun 2009,"Near Port Hope Simpson, Newfoundland, CanadaStrait Air",Britten-Norman BN-2A-27 IslanderC-FJJR ,1/1(0)
08 Jun 2009,"State of Arunachal Pradesh, IndiaMilitary - Indian Air Force",Antonov An-32?,13/13(0)
29 Jun 2009,"Near Wamena, IndonesiaAviastar Mandiri",de Havilland Canada DHC-6 Twin Otter 300PK-BRO,3/3(0)
30 Jun 2009,"Off Mitsamiouli, ComorosYemenia Airway",Airbus A310-3247O-ADJ,152/153(0)
03 Jul 2009,"Near,  Peshawar ,  PakistanMilitary - Pakistan Army",Mil Mi-17?,26/26(0)
15 Jul 2009,"Near Qazvin, IranCaspian Airlines",Tupolev 154MEP-CPG,168/168(0)
19 Jul 2009,"Kandahar Airport, AfghanistanVertical-T Air",Mil Mi-8?,16/21(0)
24 Jul 2009,"Mashad, IranAria Airlines",Ilyushin Il-62MUP-16208,16/153(0)
02 Aug 2009,"Ampisibil Village, IndonesiaMerpati Nusantara Airlines",de Havilland Canada DHC-6 Twin Otter 300PK-NVC,16/16(0)
04 Aug 2009,"Koh Samui, ThailandBangkok Airlines",ATR-72-212AHS-PGL,1/72(0)
08 Aug 2009,"New York, New YorkLiberty Helicopter Sightseeing Tours / Private",Eurocopter AS-350BA / Piper PA-32R-300N401lH / N71MC,9/9(0)
11 Aug 2009,"Near Port Moresby, Papua New Guinea Airlines  PNG",de Havilland Canada DHC-6 Twin Otter 300P2-MCB,13/13(0)
26 Aug 2009,"Nganga Lingolo, CongoAero Fret Business",Antonov An-12BKTN-AIA,7/7(0)
08 Sep 2009,"Ugamsk Gorge, South KazakistanMilitary - Kazakhstan border guard service",Mil Mi-8?,10/13(0)
24 Sep 2009,"Merebank, South AfricaSA Airlink",British Aerospace Jetstream 41ZS-NRM,1/3(0)
25 Sep 2009,"Georgetown, South CarolinaOmniflight Helicopters Inc.",Eurocopter AS350-B2N417AE,3/3(0)
17 Oct 2009,"Manila, PhilippinesVictoria Air",Douglas DC-3CRPC550 ,4/4(0)
21 Oct 2009,"Sharjah, United Arab EmiratesAzzi",Boeing 707-330CST-AKW,6/6(0)
22 Oct 2009,"Off Bonaire, Netherlands AntillesDivi Divi Air",Britten-Norman BN-2A-8 IslandPJ-SUN,1/10(0)
01 Nov 2009,"Off Mongokhto, RussiaMilitary - Russian Navy",Tupolev Tu-142M3RF-76801,11/11(0)
01 Nov 2009,"Mirny, RussiaRussian Ministry of Interior",Ilyushin Il-76RF-76801,11/11(0)
12 Nov 2009,"Kigali, RwandaRwandair",Canadair CRJ-100ER5Y-JLD,1/15(0)
14 Nov 2009,"Near Reno, NevadaMountain Lifeflight",Aerospatiale AS350N5793P,3/3(0)
28 Nov 2009,"Shanghai, ChinaAvient Aviation",McDonnell Douglas MD-11FZ-BAV,3/7(0)
29 Nov 2009,"Lyall Harbour, BC, CanadaSeair Seaplanes",de Havilland Canada DHC-2 Beaver MK- 1C-GTMC ,6/8(0)
