Date,Location / Operator,Aircraft Type / Registration,Fatalities
01 Jan 1955,"Near Anchorage, AlaskaMilitary - US Air Force",Douglas C47?,12/12(0)
11 Jan 1955,"Off Skellings, IrelandMilitary -Royal Air Force",Avro Shackleton M-2 / Avro Shakleton M-2WG531 / Wl743,18/18(0)
12 Jan 1955,"Greater Cincinnati Airport, Covington, KentuckyTrans World Airlines / Castleton Inc.",Martin 202A / DC-3N93211/N999B,15/15(0)
15 Jan 1955,"London, Ontario, CanadaOntario Hydro",Grumman G-73 MallardCF-GEU,1/5(0)
19 Jan 1955,"Des Moines, IowaUnited Air Lines",Convair CV-340N73154,0/39(0)
31 Jan 1955,"Lapadrera, ColombiaInteramericana de Aviacion",Consolidated PBY-5 CatalinaHK-1000E,5/5(0)
02 Feb 1955,"Nagpur, IndiaIndian Airlines",Douglas DC-3VT-CVB,10/10(0)
05 Feb 1955,"Near Calabar, NigeriaWest African Airways",Bristol 170 Freighter 21EVR-NAD,13/13(0)
13 Feb 1955,"Abruzzio Mountains, ItalySabena",Douglas DC-6OO-SDB,29/29(0)
19 Feb 1955,"Albuquerque, New MexicoTrans World Airlines",Martin 404N40416,16/16(0)
23 Feb 1955,"Salisbury,  ZimbabweCentral African Airways",Douglas DC-3VP-YKO,1/26(0)
26 Feb 1955,"Formosa, Argentinade Havilland Dove",de Havilland DH.104 Dove LQ-XWW,6/7(?)
06 Mar 1955,"Vitoria da Conquista, BrazilREAL",Douglas DC-3PP-YPZ,5/21(0)
07 Mar 1955,"Near Cuidad de Valles, MexicPrivate", Lockheed 18 LodeStarXB-ZEH,6/6(?)
08 Mar 1955,"Mascota, MexicoMexicana",Douglas DC-3XA-DIK,26/26(0)
09 Mar 1955,"Trujillo, ColombiaAVIANCA",Douglas C-47AHK-328,8/8(0)
20 Mar 1955,"Springfield, MissouriAmerican Airlines",Convair CV-240-0N94234,13/35(0)
22 Mar 1955,"Oahu, HawaiiMilitary - U.S. Navy",Douglas R6D-1 (C-118B)131612,66/66(0)
26 Mar 1955,Off the Oregon coastPan American World Airways,Boeing 377 Stratocruiser 10-26N1032V,4/23(0)
02 Apr 1955,"Off Pensacola, FloridaAaxico Airlines",Curtiss C-46AN51424,2/2(0)
04 Apr 1955,"Islip, New YorkUnited Air Lines",Douglas DC-6N37512,3/3(0)
11 Apr 1955,"Off Great Natuna Island, SarawakAir India",Lockheed 749A ConstellationVT-DEP,19/19(0)
18 Apr 1955,"Kupe Mountains, CameroonsUnion des Transportes Aeriens",de Havilland DH-114 Heron 1BF-BGOI,12/14(0)
18 May 1955,"Mt. Kilimanjaro, KenyaEast African Airways",Douglas DC-3VP-KKH,20/20(0)
