Date,Location / Operator,Aircraft Type / Registration,Fatalities
06 Jan 1946,"Birmingham, AlabamaPennsylvania Central Airlines",Douglas DC-3N21786,3/11(0)
09 Jan 1946,"Changchun, ChinaMilitary - Chinese Air Force",Douglas C-47?,18/18(0)
14 Jan 1946,"Near Netrubezh, RussiaAeroflot",Lisunov Li-2SSSR-4150,22/22(0)
15 Jan 1946,"Marseilles, FranceMilitary -Royal Air Force",Douglas C-47 DakotaKN557,23/25(0)
18 Jan 1946,"Cheshire, ConnecticutEastern Air Lines",Douglas DC-3-201ENC19970,17/17(0)
19 Jan 1946,"Crowsnest Pass, Alberta, CanadaMililtary - Royal Canadian Air Force",Douglas DC-3 Dakota?,7/7(0)
30 Jan 1946,"Near Le Mans, FranceMilitary - Royal Air Force",Douglas C-47BKN500,11/11(0)
31 Jan 1946,"Mt. Elk, WyomingUnited Air Lines",Douglas DC-3-194HNC25675,21/21(0)
05 Feb 1946,"Negros, PhilippinesMilitary - U.S. Army Air Forces",Douglas C-47?,20/20(0)
21 Feb 1946,"Charlottetown, PE, CanadaBritish Overseas Airways",Consolidated 32-2 Liberator IIG-AGEM,1/14(0)
03 Mar 1946,"Live Oak Springs, CaliforniaAmerican Airlines",Douglas DC-3-227BNC21799,27/27(0)
05 Mar 1946,"Near Prague, CzechoslovakiaCeskoslovenske Aerolinie",Junkers JU-52/3mOK-ZDN,12/15(0)
10 Mar 1946,"Off Hobart, TasmaniaAustralian National Airways",Douglas DC-3 (C-47DL)VH-AET,25/25(0)
17 Mar 1946,"Near Nanking, ChinaMilitary - Chinese Air Force",??,20/20(0)
18 Mar 1946,"Between Chungking and Shanghai, ChinaChina National Aviation Corporation",?139,?/?(?)
19 Mar 1946,"Hobart Mills, CaliforniaMilitary - U.S. Army Air Forces",Douglas C-47B45-1085,26/26(0)
23 Mar 1946,"Off Ceylon, Cocos Islands, Indian OceanBritish Overseas Airways /Qantas",Avro 691 Lancastrian 1G-AGLX,10/10(0)
01 Apr 1946,"near Craigavad, Northern IrelandRailway Air Services Ltd.",de Hvilland 89A Dragon RapideG-AERZ,6/6(0)
05 Apr 1946,"Rabat, MaltaMilitary - Royal British Navy",Vickers Wellington bomberHE-274,4/4(16)
08 Apr 1946,"Near Shensi, China?",??,14/14(0)
22 Apr 1946,"La Liberiad, NicaraguaTACA",Lockheed 14 Super ElectraAN-ACC,20/21(0)
30 Apr 1946,"Pindi-Khut ,IndiaMilitary - Royal Air Force",Douglas C-47A FZ559,12/12(0)
10 May 1946,"Munson, FloridaMilitary U.S. Navy / Military - U.S. Navy",PBY4-2 Privateer / PB4Y-2 Privateer?,28/28(0)
16 May 1946,"Richmond, VirginiaViking Air Transport",Douglas DC-3NC53218,27/27(0)
22 May 1946,"Oslo, NorwayDNL Norwegian Air Lines",Junkers JU-52/3mLN-LAB,13/14(0)
01 Jun 1946,"Off Amalfi, ItalyMilitary - U.S. Army Air Forces",Douglas C-54-DO (DC-4)44-9078,30/38(0)
09 Jun 1946,"Taboga Island, PanamaMilitary - U.S. Army Air Forces",Douglas C-54D-DC (DC-4)43-17231,23/23(0)
09 Jun 1946,"Near Abeokuta, NigeriaMilitary -Royal Air Force",Douglas C-47 DakotaKG747,18/18(0)
29 Jun 1946,Off MalayaMilitary - Royal Air Force,Douglas C-47BKJ918,18/18(0)
29 Jun 1946,"Pau, FranceAir France",Junkers Ju-52/3mF-BAJS,2/3(0)
09 Jul 1946,"Holyoke, MassachusettsMilitary - U.S. Army Air Forces",Boeing B17G43-39136,25/25(0)
11 Jul 1946,"Reading, PennsylvaniaTrans Continental and Western Air",Lockheed L-049 ConstellationNC86513,5/6(0)
13 Jul 1946,"Tsinan, ChinaCentral Air Transport",Curtiss C-46?,13/49(0)
17 Jul 1946,"Cuenca, EcuadorANDESA",Curtiss C-46D-10-CUHC-SCA,30/30(0)
18 Jul 1946,"Goodland, KansasMilitary - U.S. Army Air Corps",Douglas C-47?,13/13(0)
20 Jul 1946,Off the Panama coastMilitary -  (2) U.S. Army Air Forces,Boeing B-17G / Boeing B-17G4485624/4485626,20/20(0)
25 Jul 1946,"Bassein, BurmaMilitary -Royal Air Force",Douglas C-47 DakotaKN585,22/22(0)
26 Jul 1946,"Near Huatesco, Veracruz, MexicoCommunicaciones Aereos de veracruz",Fairchild Pilgrim 100AXA-DEJ,9/9(0)
07 Aug 1946,"Oslo, NorwayBritish European Airways",Douglas C-47A-10-DKG-AHCS,3/16(0)
09 Aug 1946,"Lakehurst, New JerseyAtlantic Central Airlines",Lockheed 18-56 Lodestar?,4/6(0)
14 Aug 1946,"Malta-Luqa, MaltaBOAC",Douglas C-47AG-AGHT,1/5(0)
20 Aug 1946,"Rouen, FranceBritish Overseas Airways",Avro 691 Lancastrian 1G-AGMF,8/9(0)
21 Aug 1946,"Moline, IllinoisTrans Luxury Airlines",Douglas C-47-DLN51878,2/25(0)
24 Aug 1946,"Cairo, EgyptMisrair",Avro AnsonSU-ADJ,6/9(0)
31 Aug 1946,"Near Prince Rupert, British Columbia, CanadaQueen Charlotte Airlines",Supermarine Stranraer (flying boat)CF-BYL,7/7(0)
03 Sep 1946,"Holtug, DenmarkAir France",Douglas DC-3 (C-53D-DO)F-BADB,22/22(0)
04 Sep 1946,"Le Bourget, FranceAir France",Douglas DC-3F-BAXD,20/26(1)
05 Sep 1946,"Elko, NevadaTrans-Luxury Airlines",Douglas DC-3 (C-47-A5-DL)NC57850,21/22(0)
07 Sep 1946,"Bathurst, GambiaBritish South American Airways",Avro 685 York IG-AHEW,24/24(0)
07 Sep 1946,"Nome, AlaskaMt. McKinley Airfreight",Douglas C-47A?,4/4(0)
15 Sep 1946,"Estevan, Saskatchewan, CanadaMilitary - Royal Canadian Air Force",Douglas C-47A Dakota962,21/21(0)
17 Sep 1946,"Brussels, BelgiumSabena",Douglas C-47-DLOO-AUR,1/7(0)
18 Sep 1946,"Near Gander, NewfoundlandSabena",Douglas DC-4-1009OO-CBG,27/44(0)
19 Sep 1946,"Near Tripoli, LibyaMilitary -Royal Air Force",Avro LancasterNX690,25/25(0)
20 Sep 1946,"Lochi Mountain, ChinaChina National Aviation Corporation",Curtiss Wright C-46?,28/28(0)
25 Sep 1946,Near Hong Kong International AirportMilitary - Royal Air Force,Douglas C-47B-25-DKKN414,19/19(0)
27 Sep 1946,"Near Milngavie, Stirlingshire, ScotlandRailway Air Service Ltd.",de Havilland 89A Dragon RapideG-AFFF,7/7(0)
27 Sep 1946,"Rio Doce, BrazilPanair do Brasil",Douglas DC-3A-228DPP-PCH,25/25(0)
03 Oct 1946,"Stephenville, NewfoundlandAmerican Overseas Airlines",Douglas C-54E-5-DONC90904,39/39(0)
06 Oct 1946,"Off Penang, MalayaMilitary -Royal Air Force",Avro 685 York 1MW125,21/21(0)
07 Oct 1946,"Apeldoorn, The NetherlandsMilitary - Royal Netherlands Naval Air Service",Fairey Firefly MK1PP526,1/1(22)
08 Oct 1946,"Cheyenne, WyomingUnited Air Lines",Douglas DC-4N30051,2/41(0)
10 Oct 1946,"Near Sefrou, MoroccoAir Ocean",Junkers Ju-52/3mF-BCAA,16/16(0)
17 Oct 1946,"Laramie, WyomingNational Air Transport Services",Douglas DC-3NC38942,13/13(0)
17 Oct 1946,"Near Chitral, IndiaMilitary - Royal Air Force",Douglas C-47BKN236,11/11(0)
23 Oct 1946,"Gebel Kalamoun, EgyptSocotra",Junkers JU-52/3mF-BCHD,1/24(0)
01 Nov 1946,"St Leger-la-Montagne, FranceCTA Languedoc Roussillon",AAC-1 ToucanF-BCAD,23/27(0)
05 Nov 1946,"Near Moscow, RussiaAeroflot",Douglas C-47SSSR-L946,13/26(?)
11 Nov 1946,"Cleveland, OhioUnited Air Lines",Douglas DC-3 (C-53D-DO)N19947,2/20(0)
13 Nov 1946,"Lebec, CaliforniaWestern Airlines",Douglas C-53D-DO (DC-3)NC18645,11/11(0)
13 Nov 1946,"Near Cofre de Perote, MexicoEmpressa Commun. Aéreas de Veracruz",Douglas DC-3XA-FOZ,15/15(0)
14 Nov 1946,"Amsterdam, NetherlandsKLM Royal Dutch Airlines",Douglas C-47A-90 DL (DC-3)PH-TBW,26/26(0)
16 Nov 1946,North Pacific OceanMilitary - U.S. Army Air Forces,Douglas C-47?,23/23(0)
26 Nov 1946,"San Jose, Costa RicaLineas Aéreas Costarricenses  LACSA",Douglas DC-3 (C-47A-90-DL)RX-76,22/22(0)
30 Nov 1946,"El Palomar, ArgentinaFuerza Aérea Argentina",Vickers 620 Viking 1T-1,5/18(0)
04 Dec 1946,"Meshed, IranAeroflot",Lisunov Li-2?,24/24(0)
10 Dec 1946,"Near Osaka, JapanMilitary - U.S. Army Air Forces",Curtiss-Wright C-46F-CU44-78604,24/24(0)
10 Dec 1946,"Toledo, WashingtonMilitary - U.S. Marine Corps",Curtiss-Wright R5C-139528,32/32(0)
14 Dec 1946,"Mt. Banahaur, PhilippinesFar Eastern Air Transport",Douglas DC-3 (C-47-B-1-DK)PI-C-1,12/14(0)
17 Dec 1946,"Caribbean, Atlantic OceanWinged Cargo Inc.",Douglas C-47ANC88876,7/7(0)
