Date,Location / Operator,Aircraft Type / Registration,Fatalities
01 Jan 1976,"Near Al Qaysumah, Saudi ArabiaMiddle East Airlines",Boeing B-720B-023BOD-AFT,82/82(0)
03 Jan 1976,"Anchorage, AlaskaWinship Air",Lear Jet 24AN651LJ,6/6(0)
03 Jan 1976,"Moscow, RussiaAeroflot",Tupolev TU-124CCCP-45036,61/61(1)
08 Jan 1976,"Mactan Island, PhilippinesPhilippine Aerotransport",Britten-Norman BN-2A-21 IslanderRP-C2135,7/7(0)
18 Jan 1976,"Near San Borja, BoliviaFrigorifico Maniqui",Douglas C-47CP- 573,7/10(0)
20 Jan 1976,"Near Loja, EcuadorTAME",Hawker Siddeley HS-748-246FAE-683,34/42(0)
21 Jan 1976,"Near Shanghai, ChinaCAAC",Antonov AN-24B-492,40/40(0)
22 Jan 1976,"Chapeco, BrazilTransbrasil",Embraer 110C BandeirantePT-TBD,9/11(0)
04 Feb 1976,"Off Santa Maria, ColombiaLAC Colombia",Douglas DC-6AHK-1389,3/3(0)
08 Feb 1976,"Van Nuys, CaliforniaMercer Airlines",Douglas DC-6N901MA,3/6(0)
09 Feb 1976,"Irkutsk, RussiaAeroflot",Tupolev TU-104ACCCP-42327,24/124(0)
21 Feb 1976,"St. Croix, Virgin IslandsAntilles Air",Grumman G-21A seaplaneN4772C,5/11(0)
01 Mar 1976,"Sibiu, RomaniaTarom",Ilyushin II-14PYR-ILO,6/9(0)
02 Mar 1976,Southeastern BoliviaTAM (Bolivia),IAI Arava 201TAM-76,19/22(0)
06 Mar 1976,"Near Voronezh, RussiaAeroflot",Ilyushin IL-18ECCCP-75408,111/111(7)
07 Mar 1976,"Igiugig, AlaskaKodiak Western Alaska Airlines",Cessna 207N91142,4/4(0)
02 Apr 1976,"Near Puerto Asis, ColombiaSATENA",Douglas DC-3FAC-676,5/16(0)
05 Apr 1976,"Ketchikan, AlaskaAlaska Airlines",Boeing B-727-81N124AS,1/50(0)
14 Apr 1976,"Neuquen, ArgentinaYacimientos Petroliferos Fiscales",Hawker Siddeley HS-748 2LV-HHB,34/34(0)
23 Apr 1976,Gulf of MexicoPetroleum Helicopter,Bell 205 A-1 helicopterN8167J,12/12(0)
27 Apr 1976,"St. Thomas, Virgin IslandsAmerican Airlines",Boeing B-727-95N1963,37/88(0)
05 May 1976,"Camuigan, PhilippinesPhilippine Aerotransport",Britten-Norman BN-2A-21 IslanderRP-C2140,4/10(0)
09 May 1976,"Near Cuneca, SpainMilitary - Imperial Iranian Air Force",Boeing B-747-131F5-283,17/17(0)
15 May 1976,"Chernigov, Ukraine, USSRAeroflot",Antonov AN-24CCCP-46534,52/52(0)
23 May 1976,"Zamboanga, PhilipinesPhilippine Air Lines",BAC One-Eleven 527FKRP-C1161,14/87(3)
01 Jun 1976,"Nacias Nguema, Equatorial GuineaAeroflot",Tupolev TU-154ACCCP-85102,45/45(0)
04 Jun 1976,"Agana, GuamAir Manila",Lockheed 188A ElectraRP-C1061,45/45(1)
06 Jun 1976,"Off Kota Kinabalu, MalaysiaSabah Air",GAF Nomad N-22B9M-ATZ,11/11(0)
27 Jun 1976,"Entebbe, UgandaAir France",Airbus A300F-BVGG,7/258(0)
05 Jul 1976,"Daiku, BurmaMilitary - Burma Air Force",Douglas C-47?,17/17(0)
28 Jul 1976,"Bratislava, CzechoslovakiaCeskoslovenske Aerolinie",Ilyushin IL-18LOK-NAB,76/79(0)
02 Aug 1976,"Near Tehran, IranKorean Airlines",Boeing 707-373HL7412,5/5(0)
09 Aug 1976,"Moron AFB, Spain	Moron AFB, Spain	Moron AFB, SpainMilitary - Spanish Air Force",Douglas C-54ET4/11-352,12/32(0)
15 Aug 1976,"Andes Mountains, EcuadorSAETA",Vickers Viscount 785DHC-ARS,59/59(0)
28 Aug 1976,"Ho Chi Minh City, VietnamAir France",Sud Aviation SE 210 Caravelle IIIF-BSGZ,1/20(0)
28 Aug 1976,"Near Thorney, EnglandMilitary - U.S. Air Force",Lockheed C-141A (L.300)67-0006,18/18(0)
02 Sep 1976,"Hawk Inlet, AlaskaTemsco Helicopter - Air Taxi",Hughes 369HSN9172F,3/4(0)
03 Sep 1976,"Lajes, Azores, PortugalMilitary - Venezuelan Air Force",Lockheed C-130H7772,68/68(0)
09 Sep 1976,"Off Adler, RussiaAeroflot / Aeroflot",Antonov AN-24 / Yakovlev Yak-40CCCP46518/87772,64/64(0)
10 Sep 1976,"Near Gaj, Hrvatska, YugoslaviaInex Adria Aviopromet / British Airways",McDonnell Douglas DC-9-31 / Trident 3BYU-AJR/G-AWZT,176/176(0)
19 Sep 1976,"Karatepe Mountains, TurkeyTurkish Airlines (THY)",Boeing B-727-2F2TC-JBH,154/154(0)
26 Sep 1976,"Near Alpena, MichiganMilitary - U.S. Air Force",Boeing KC-135A61-0296,15/20(0)
04 Oct 1976,"Nairobi, KenyaEmirates Air Transport",Douglas DC-7CFTZ-ARC,4/4(0)
06 Oct 1976,"Off Bridgetown, BarbadosCubana de Aviacion",McDonnell Douglas DC-8-43CU-T1201,73/73(0)
13 Oct 1976,"Santa Cruz, BoliviaLloyd Aéreo Boliviano",Boeing B-707-31N730JP,3/3(113)
13 Oct 1976,"Near Bombay, IndiaIndian Airlines",Sud-Aviation Caravelle VI-NVT-DWN,95/95(0)
28 Oct 1976,"Near Petrolia, BrazilNordeste Linhas Aéreas",Embraer 110C BandeirantePT-TBA,2/7(0)
04 Nov 1976,"Banjarmasin, IndonesiaBali International Air Service",Fokker F-27 Friendship 100PK-KFR,29/38(0)
05 Nov 1976,Atlantic OceanInair Panama,Douglas DC-3HP-671,2/2(0)
23 Nov 1976,"Kozani, GreeceOlympic Airways",NAMC YS-11A-500SX-BBR,50/50(0)
28 Nov 1976,"Moscow, RussiaAeroflot",Tupolev TU-104BCCCP-42471,73/73(0)
12 Dec 1976,"Cape May, New JerseyAtlantic City Airlines",de Havilland Canada DHC-6 Twin Otter 300N101AC,3/10(0)
17 Dec 1976,"	Ust-Kut, RussiaAeroflot",Yakovlev 40CCCP-88208,7/7(0)
17 Dec 1976,"Kiev, USSRAeroflot",Antonov AN-24RVCCCP-46672,48/55(0)
18 Dec 1976,"Nnear Yuzhno-Sakhalinsk, RussiaAeroflot",	Ilyushin IL-14MCCCP-61752,8/8(0)
25 Dec 1976,"Near Bangkok, ThailandEgyptAir",Boeing B-707-366CSU-AXA,53/53(19)
31 Dec 1976,"Near Trujillo, PeruFaucett",Douglas C-54A-1-DOOB-R-247,19/19(0)
