Date,Location / Operator,Aircraft Type / Registration,Fatalities
29 Jan 2018,"	Zhengchang, Suiyang County, Guizhou ProvincePeople's Liberation Army Air Force",Shaanxi Y-8GX-330513,12/12(0)
10 Feb 2018,"Grand Canyon, ArizonaPapillon",Eurocopter EC 130B4N155GC,3/7(0)
11 Feb 2018,"Argunovo, RussiaSaratov Airlines",Antonov AN-148-100RA-61704,71/71(0)
18 Feb 2018,"Kohangan village, IranIran Aseman Airlines",ATR 72-212EP-ATS,66/66(0)
06 Mar 2018,"Latakia, SyriaMilitary - Russian Air Force",Antonov An-26RF-92955/52,39/39(0)
11 Mar 2018,"New York, New YorkLiberty Helicopters",Eurocopter AS 350B2N350LH,5/6(0)
12 Mar 2018,"Kathmandu, NepalUS-Bangla Airlines",de Havilland Canada DHC-8-402Q Dash 8S2-AGU ,51/71(0)
11 Apr 2018,"Boufarik AB, AlgeriaMilitary - Algerian Air Force",Ilyushin 76-TD7T-WIP,257/257(0)
17 Apr 2018,"NW of Philadelphia, PennsylvaniaSouthwest Airlines",Boeing 737-7H4N722SW,1/149(0)
02 May 2018,"Port Wentworth, GeorgiaMilitary - US Air Force",Lockheed HC-130H Hercules65-0968,9/9(0)
18 May 2018,"Havana, CubaCubana (leased from Global Air)",Boeing 737-201XA-UHZ,112/113(0)
10 Jul 2018,"Pretoria, South AfricaRovos Air",Convair CV-340ZS-BRV,1/19(1)
04 Aug 2018,"Flims, SwitzerlandJu Air",Junkers JU-52HB-HOT,20/20(1)
28 Sep 2018,"Chuuk, MicronesiaAir Niugini",Boeing 737-8BKP2-PXE,1/47(0)
29 Oct 2018,"Off Jakarta, IndonesiaLion Air",Boeing 737-MAX 8PK-LQP,189/189(0)
06 Nov 2018,"Georgetown, GuyanaFly Jamaica Airways",Boeing 757-N23N524AT ,1/128(0)
