Date,Location / Operator,Aircraft Type / Registration,Fatalities
02 Jan 1987,"Off Bata, Equatorial GuineaMilitary - Spanish Air Force.",CASA 212-100T-12B-32,22/22(0)
03 Jan 1987,"Abidjan, Ivory CoastVarig",Boeing B-707-379CPP-VJK,50/51(0)
13 Jan 1987,"Near Asmara, EthiopiaMilitary - Ethiopian Air Force",Antonov AN-12?,54/54(0)
15 Jan 1987,"Salt Lake City, UtahSkywest Airlines / Private.",Swearingen SA-226TC / Mooney M-20CN163SW / N6485U,10/10(0)
16 Jan 1987,"Tashkent, UzbekistanAeroflot",Yakovlev YAK-40CCCP-87618,9/9(0)
06 Feb 1987,"Off Papua, New GuineaTalair",Embraer 110P2 BandeiranteP2-RDM,14/17(0)
09 Feb 1987,"Near Khost, AfghanistanMilitary - Afghan Republican Air Force",Antonov AN-26?,36/36(0)
04 Mar 1987,"Detroit, MichiganNorthwest Airlink",CASA 212 Aviocar 200N160FB,9/22(0)
06 Mar 1987,"Near Almaty, KazakhstanAeroflot",Antonov An-26CCCP-26007,9/9(0)
13 Mar 1987,"Spokane, WashingtonMilitary - U.S. Air Force",Boeing KC-13560-0361,6/6(1)
21 Mar 1987,"Mount San Gorgonio, CaliforniaCalifornia Air National Guard",F-4C Phantom jet fighter64-0923,2/2(0)
30 Mar 1987,"Near Parachinar, PakistanMilitary - Afghan Republican Air Force",Antonov AN-26?,40/40(0)
04 Apr 1987,"Medan-Polonia, IndonesiaGaruda Indonesia Airlines",McDonnell Douglas DC-9-32PK-GNQ,27/45(0)
13 Apr 1987,"Kansas City, KansasBurlington Air Express",Boeing 707-351CN144SP,4/4(0)
23 Apr 1987,"Wilmington, North CarolinaAir-Lift Commuter",Swearingen SA-26TC Metro IIN505LB,2/2(0)
05 May 1987,"Malakal, SudanSasco Air Lines",Cessna 404 Titan IIST-AIJ,14/14(0)
08 May 1987,"Mayaguez, Puerto RicoAmerican Eagle",CASA 212 Aviocar 200N432CA,2/6(0)
09 May 1987,"Warsaw, PolandLOT Polish Airlines",Ilyushin IL-62MSP-LBG,183/183(0)
11 May 1987,"Pickle Lake, Ontario, CanadaAir Manitoba",Douglas C-47BC-FADD,2/2(0)
20 May 1987,"Santa Cruz, BoliviaYPFB Transportes Aereos",de Havilland Canada DHC-6 Twin Otter 300CP-1018,14/16(0)
23 May 1987,"Near Ruteng, IndonesiaMerpati Nusantara Airlines",de Havilland Canada DHC-6 Twin Otter 300PK-NUW,8/8(0)
25 May 1987,"Ilaga, IndonesiaMissionary Aviation Fellowship",de Havilland Canada DHC-6 Twin Otter 100PK-MAM,7/30(0)
11 Jun 1987,"Khost, AfghanistanBakhtar Afghan Airlines",Antonov AN-26YA-BAL,53/53(0)
18 Jun 1987,"Near Montelillo, PeruMilitary - Peruvian Air Force",Antonov AN-26FAP-392,46/46(0)
19 Jun 1987,"Berdiansk, USSRAeroflot",Yakovlev YAK-40CCCP-87826,8/29(0)
21 Jun 1987,"Heho, BurmaBurma Airways",Fokker F-27 Friendship 200XY-ADP,45/45(0)
26 Jun 1987,"Near Baguio, PhilippinesPhilippine Air Lines",Hawker Siddeley HS-748-209 Srs. 2RP-C1015,50/50(0)
01 Jul 1987,"Fort Bragg AFB, North CarolinaMilitary - U.S. Air Force",Lockheed C-130E Hercules68-10945,4/6(1)
24 Jul 1987,"Geneva, SwitzerlandAir Afrique",McDonnell Douglas DC-10-30?,1/163(0)
30 Jul 1987,"Mexico City, MexicoBelize Air International Ltd.",Boeing B-377 StratofreighterHI-481,5/12(44)
04 Aug 1987,"Calama, ChileLAN",Boeing B-737-2A1CC-CHJ,2/33(0)
16 Aug 1987,"Romulus, MichiganNorthwest Airlines",McDonnell Douglas MD-82N312RC,154/155(2)
31 Aug 1987,"Off Ko Phuket, ThailandThai Airways",Boeing B-737-2P5HS-TBC,83/83(0)
08 Sep 1987,"Carajas, BrazilMilitary - Brazilian Air Force",Hawker Siddeley HS-125-403BFAB2129,9/9(0)
13 Sep 1987,"Kunduz, AfghanistanAeroflot",Antonov AN-26?,15/15(0)
21 Sep 1987,"Luxor, EgyptEgyptAir",Airbus A.300B4-203SU-BCA,5/5(0)
11 Oct 1987,"El Poleo, ColombiaAeroejecutivos Colombia",de Havilland Canada DHC-6 Twin Otter 310HK-2920,2/9(0)
11 Oct 1987,"Near Pagan, MyanmarBurma Airways",Fokker F-27 Friendship 500XY-AEL,49/49(0)
15 Oct 1987,"Mt. Crezzo, ItalyAero Transporti Italiani",Aerospatiale Alenia ATR-42-312I-ATRH,37/37(0)
19 Oct 1987,"Komsomolsk-on-Amur, RussiaMAP",Antonov An-12BCCCP-12162,9/9(0)
20 Oct 1987,"Indianapolis, IndianaMilitary - U.S. Air Force",A-7D Corsair?,10/11(10)
06 Nov 1987,"Ulongue, MalawiAir Malawi",Shorts SC-7 Skyvan 3-1007Q-YMB,10/10(0)
15 Nov 1987,"Denver, ColoradoContinental Airlines",McDonnell Douglas DC-9-14N626TX,28/82(0)
23 Nov 1987,"Homer, AlaskaRyan Air Services",Beechcraft 1900CN401RA,18/21(0)
28 Nov 1987,"Off Mauritius, Indian OceanSouth African Airways",Boeing B-747-244B CombiZS-SAS,159/159(0)
29 Nov 1987,Over the Andaman SeaKorean Airlines,Boeing B-707-3B5CHL-7406,115/115(0)
03 Dec 1987,"Near Kishwati, RwandaCooper Skybird Air Charters",Cessna 404 Titan5Y-EJS,14/14(0)
07 Dec 1987,"San Luis Obispo, CaliforniaPacific Southwest Airlines",British Aerospace BAe-146-200AN350PS,43/43(0)
08 Dec 1987,"Off Lima, PeruPeruvian Naval Aviation",Fokker F-27 Friendship 400MAE-560,42/43(0)
13 Dec 1987,"Near Iligan, PhilippinesPhilippine Air Lines",Shorts 360-300EI-BTJ,15/15(0)
14 Dec 1987,"Off Vila dos Remidos, BrazilMilitary - Brazilian Air Force",Lockheed C-130HFAB2468,29/29(0)
21 Dec 1987,"Bordeaux, FranceAir Littoral",Embraer 120 BrasiliaF-GEGH,16/16(0)
21 Dec 1987,Eugene IslandAir Taxi - Petroleum Helicopters Inc.,Aerospatiale SA-330JN3596N,15/15(0)
30 Dec 1987,Pacific OceanMerpati Nasantara Airlines,de Havilland Canada DHC-6 Twin Otter 300PK-NUY,17/17(0)
