Date,Location / Operator,Aircraft Type / Registration,Fatalities
12 Jan 1956,"Frederick Henry Bay,  AustraliaAnsett ANA",Douglas C-47VH-BZA,1/2(0)
17 Jan 1956,"Oreway, Newfoundland, CanadaQuebecair",Douglas DC-3CF-GVZ,4/18(0)
18 Jan 1956,"Torysa, CzechoslovakiaCeskoslovenske Aerolinie",Douglas DC-3OK-WDZ,22/26(0)
28 Jan 1956,"Lyon, FranceAir France",Douglas C-47F-BCYK,3/3(0)
13 Feb 1956,"Frobisher Bay, CanadaMaritime Central Airways",Bristol 170 Freighter 31CF-FZU,2/2(0)
14 Feb 1956,"Near Fort Chimo, Quebec, CanadaSpartan Air Services",Douglas C-47-DLCF-BZH,2/3(0)
17 Feb 1956,"Near Niles, CaliforniaMilitary - U.S. Marine Corps",Douglas R5D239116,40/40(0)
18 Feb 1956,"Near Zurrieg, MaltaScottish Airlines",Avro 685 York C-1G-ANSY,50/50(0)
20 Feb 1956,"Near Cairo, EgyptTransport Aerien Intercontinentaux (France)",Douglas DC-6BF-BGOD,52/64(0)
24 Feb 1956,"Near Aleppo, SyriaSyrian Airways",Douglas DC-3YK-AAE,19/19(0)
25 Feb 1956,"Jalkot, PakistanPakistan International Airlines",Douglas C-47BAP-ACZ,3/3(0)
21 Mar 1956,"Tezpur, IndiaIndian Airlines",Douglas DC-3VT-CGN,2/21(0)
28 Mar 1956,"Largs, EnglandStarways",Douglas C-47BG-AMRB,1/3(0)
31 Mar 1956,"Indapur, IndiaNational Air Operators",Douglas C-47AVT-DCM,3/3(0)
31 Mar 1956,"Korat ,ThailandMilitary - Royal Thai Air Force",Douglas C-47AL2-14/96,19/19(0)
01 Apr 1956,"Pittsburgh, PennsylvaniaTrans World Airlines",Martin 404N40403,22/36(0)
02 Apr 1956,"Seattle, WashingtonNorthwest Orient Airlines",Boeing 377 Stratocruiser 10-30N74608,5/38(0)
09 Apr 1956,"Skilak Lake, AlaskaCordova Airlines",Aero Commander  520B5386N,6/6(0)
18 Apr 1956,"Parintins, BrazilPanair do Brasil",Consolidated PBY-5A CatalinaPP-PDB,3/12(0)
30 Apr 1956,"London, EnglandScottish Airlines",Avro 685 York C-1G-AMUL,2/54(0)
15 May 1956,"Kathmandu, NepalIndian Airlines",Douglas DC-3VT-DBA,14/31(1)
15 May 1956,"Orleans, Ontario, CanadaMilitary - Royal Canadian Air Force",CF-100 Mark 4B18367,2/2(13)
24 May 1956,"Guatemala City, GuatemalaAviateca",Douglas C-47-DL (DC-3)TG-AHA,30/31(0)
13 Jun 1956,Over North CarolinaPiedmont,Douglas DC-3?,1/?(0)
20 Jun 1956,"Asbury Park, New JerseyLinea Aeropostal Venezolana",Lockheed 1049E-55 Super ConstellationYV-C-AMS,74/74(0)
24 Jun 1956,"Kano, NigeriaBritish Overseas Airways",Canadair C-4 ArgonautG-ALHE,32/45(0)
30 Jun 1956,"Grand Canyon, ArizonaUnited Air Lines / Trans World Airlines",Douglas DC-7 / Lockheed S ConstellationN6902C/N6324C,128/128(0)
09 Jul 1956,"Near Flat Rock, MichiganTrans Canada Air Lines",Vickers ViscountCF-TGR,1/35(0)
13 Jul 1956,"Near Brows Mills, New JerseyMilitary - U.S. Air Force",Douglas C-118A53-3301A,46/66(0)
15 Jul 1956,"Shannon, IrelandSwissair",Convair CV-440-11HB-IMD,4/4(0)
16 Jul 1956,"Rio Cuarto, ArgentinaAerolineas Argentinas",Douglas DC-3LV-ACD,18/18(0)
08 Aug 1956,"Thazi, BurmaUnion of Burma Airways",Douglas DC-3XY-ADC,12/22(0)
29 Aug 1956,"Cold Bay, AlaskaCanadian Pacific Air Lines",Douglas DC-6BCF-CUP,15/22(0)
09 Sep 1956,"Bartlesville, OklahomaContinental Airlines",Douglas DC-3 / Cessna 170BN33315 / N8143A,0/18(0)
09 Sep 1956,"Amman, JordanJordan International Airlines",Curtiss C-46A-45-CUJY-ABV,1/57(0)
02 Oct 1956,"Near Nome, AlaskaAlaska Airlines",Stinson AT-19N 79069,5/5(0)
10 Oct 1956,"Off Land's End, EnglandMilitary - U.S. Navy",Douglas C188-B1311588,59/59(0)
16 Oct 1956,Over the Pacific OceanPan American World Airways,Boeing  377 StratocruiserN90943,0/31(0)
19 Oct 1956,"Agartala, IndiaIndian Airlines",Douglas DC-3VT-DGK,3/3(0)
28 Oct 1956,Over the Mediterranean SeaMilitary - Egyptian Air Force,Curtiss C-46SU-AAB,16/16(0)
05 Nov 1956,"Blackbushe, EnglandBritavia",Handley Page HP-1 HermesG-ALDJ,7/80(0)
07 Nov 1956,"Hommelfjell, NorwayBraathens",de Havilland DH-114 Heron 2BLN-SUR,2/12(0)
15 Nov 1956,"Puerto Somoza, NicaraguaAerovias Guest",Douglas C-54A-10-DCXA-HEG,25/25(0)
17 Nov 1956,"El Rucio Mountain, ColombiaEmpresa Aviacion del Pacifico",Douglas DC-3HK-385,36/36(0)
24 Nov 1956,"Paris, FranceLinee Aeree Italiane",Douglas DC-6BI-LEAD,34/35(8)
24 Nov 1956,"Near Eglisau, SwitzerlandCeskoslovenske Aerolinie",Ilyushin IL-12BOK-DBP,23/23(0)
27 Nov 1956,"Caracas, VenezuelaLinea Aeropostal Venezolana",Lockheed 749-79-34 ConstellationYV-C-AMA,25/25(0)
08 Dec 1956,"Caqueta, ColombiaAIDA",Consolidated PBY-5A CatalinaHK-133,14/16(0)
09 Dec 1956,"Near Chilliwack, British Columbia, CanadaTrans Canada Air Lines",Canadair DC-4M-2 NorthstarCF-TFD,62/62(0)
12 Dec 1956,"Dannemois, FranceAir France",Vickers 708 ViscountF-BGNK,5/5(0)
22 Dec 1956,"Grub, GermanyJAT Yugoslav Airlines",Convair CV-340-58YU-ADA,3/30(0)
22 Dec 1956,"Mt. Giner, ItalyLinee Aeree Italiane",Douglas DC-3I-LINC,21/21(0)
31 Dec 1956,"Dhahran, Saudi ArabiaMilitary - U.S. Air Force",Lockheed C-121C Super Constellation54-0165,12/38(0)
