Date,Location / Operator,Aircraft Type / Registration,Fatalities
08 Jan 1935,"Near Karachi, PakistanIndian Air Force",Wapiti?,0/2(15)
26 Jan 1935,"Pittsburgh, PennsylvaniaTrans Continental and Western Air",Consolidated FleetsterNC13212,1/1(0)
31 Jan 1935,"Stettin, GermanyDeruluft",Junkers JU-52/3mD-AREN,11/11(0)
07 Mar 1935,"Schievelbein, GermanyDeruluft",Rochrbach RolandD-AJYP,0/3(0)
15 Mar 1935,"El Arish, EgyptMisrair",de Havilland Dragon 1SU-ABI,3/6(0)
29 Mar 1935,"Off Samland, GermanyDeutsche Lufthansa",Junkers F-13D-OHIL,5/5(0)
01 Apr 1935,"Beauvais, FranceAir France",Farman F-300F-ALHQ,1/3(0)
06 Apr 1935,"Brilon, GermanyKLM Royal Dutch Airlines",Fokker F-12PH-AFL,7/7(0)
01 May 1935,"Near Walsenberg, ColoradoVarney Air Lines",Lockheed VegaNC891E,1/1(0)
06 May 1935,"Atlanta, MissouriTrans Continental and Western Air",Douglas DC-2-112NC13785,5/14(0)
18 May 1935,"Near Moscow, RussiaGor'ky Eskadril'ya",Tupolev ANT-20 / I-5CCCP-I20,50/50(2)
18 May 1935,"Flint, MichiganKnowles Flying Service of Detroit",Ford model 4-AT-EWC-7864,3/12(0)
27 May 1935,"Glendo, WyomingWyoming Air Service",Boeing 221NC725W,1/1(0)
28 May 1935,"Maywood, IllinoisChicago and Southern Airlines",Stinson SM6000B Tri-motorNC10894,2/2(0)
29 May 1935,"San Barbra, Honduras?",??,6/9(0)
24 Jun 1935,"Medellin, ColombiaServicio Aereo Columbiano / SCADTA",Ford Tri-Motor / Ford Tri-MotorC-31 / F-31,17/20(0)
14 Jul 1935,"Amsterdam, NetherlandsKLM Royal Dutch Airlines",Fokker F-XXIIPH-AJQ,6/20(0)
19 Jul 1935,"Off Chandeleur Island, MississippiWedell-Williams Air Service Corporation",General 102-ENC-492K,2/2(0)
20 Jul 1935,"Pian Giacomo, SwitzerlandKLM Royal Dutch Airlines",Douglas DC-2PH-AKG,13/13(0)
23 Jul 1935,"Cardiff, United KingdomJersey Airways",de Havilland DH-84 DragonG-ACMP,1/8(0)
28 Jul 1935,"El Retiro, ColombiaFuerza Aerea Colombiana",Junkers W-34406,5/5(0)
07 Aug 1935,"Cairo, EgyptAla Littoria",Savoia-Marchetti S-66I-REDI,7/7(0)
13 Aug 1935,"Hangow, ChinaChina National Aviation Corporation",Sikorsky S-38BNV40V,?/?(?)
14 Aug 1935,"Near Gilmer, TexasDelta Air Lines",Stinson Model ANC14599,4/4(0)
15 Aug 1935,"Walakpa, near Point Barrow, AlaskaPrivate",Lockheed Orion 9E Explorer float planeNR12283,2/2(0)
15 Aug 1935,"Near Glendo, WyomingAero Mayflower Transit Co","Waco, model YLCNC14140",3/3(0)
01 Sep 1935,"Burbank, CaliforniaWestern Air Express",Boeing 247NC13314,3/3(0)
13 Sep 1935,"Near Tambo, PanamaPanama Airways",Ford Tri-Motor?,8/8(0)
02 Oct 1935,"Off Finders Island, Victoria, AustraliaHolyman Airways",de Havilland DH-86VH-URT,5/5(0)
07 Oct 1935,"Near Cheyenne, WyomingUnited Air Lines",Boeing 247DNC13317,12/12(0)
09 Oct 1935,Gulf of FinlandAero O-Y,Junkers F-13OH-ALI,6/6(0)
21 Oct 1935,"Troy, New YorkChamberlin Flying Service",Curtiss AT-32C CondorNC725K,1/6(0)
30 Oct 1935,"Cheyenne, WyomingUnited Air Lines",Boeing B-247-DNC13323,4/4(0)
02 Nov 1935,"Off Nhambupe, BrazilAir France",Latécoère 28-1F-AJIQ,4/4(0)
09 Nov 1935,"Near Fort Worth, TexasBraniff Airlines",Lockheed VegaNC980Y,1/1(0)
09 Nov 1935,"Brindisi, ItalyImperial Airways",Short S-17 KentG-ABFB,12/13(0)
11 Nov 1935,"Istres, FranceAir France",Latecoere 28F-AJPB,3/3(0)
04 Dec 1935,"Tours, FranceAir Bleu",Caudron C-630 SimounF-ANRK,1/2(0)
10 Dec 1935,"Croydon, EnglandSabena",Savoia-Marchetti SM73OO-AGN,11/11(0)
24 Dec 1935,"Wroctaw, PolandDeutsche Lufthansa",Heinkel He-70D-UVOR,3/3(0)
31 Dec 1935,"Off Alexandria, EgyptImperial Airways",Short S-8 Calcutta flying boatG-AASJ,12/13(0)
