Date,Location / Operator,Aircraft Type / Registration,Fatalities
12 Jan 1951,"Ixopo, South AfricaUnited Airways",de Havilland Dove 1ZS-DDW,12/12(0)
13 Jan 1951,"Mt. Bukit, Besar,ThailandAir Carriers",Douglas DC-3VR-HEP,10/10(0)
14 Jan 1951,"Philadelphia, PennsylvaniaNational Airlines",Douglas DC-4-1009N74685,7/28(0)
16 Jan 1951,"Near Reardan, WashingtonNorthwest Orient Airlines",Martin 202N93054,10/10(0)
17 Jan 1951,"Near Civitavecchia, ItalyAlitalia",Savoia Marchetti SM-95I-DALO,14/17(0)
20 Jan 1951,"Huilyo, PeruMilitary - TAM",Douglas DC-3?,16/?(?)
28 Jan 1951,"Near An tung, TaiwanMilitary -Royal Air Force",Short Sunderland 9 (flying boat)PP107,14/14(0)
31 Jan 1951,"Off Hafnarfjorour, IcelandIcelandair",Douglas DC-3TF-ISG,20/20(0)
01 Feb 1951,"Off Terceira, PortugalMilitary - Portuguese Air Force",Douglas C-54282,14/14(0)
03 Feb 1951,"Near Mt. Cameroun, Buea, NigeriaAir France",Douglas DC-4F-BBDO,29/29(0)
14 Feb 1951,"Yali, ColombiaLineas Aéreas Nacionales",Curtiss C-46AHK-333,2/2(0)
02 Mar 1951,"Sioux City, IowaMid Continent Airlines",Douglas DC-3N19928,16/25(0)
11 Mar 1951,"Mt. Butler, Hong KongPacific Overseas Airways",Douglas DC-4HS-POS,24/24(0)
21 Mar 1951,"Corozal, ColombiaLANSA",Douglas C-47HK-315,29/29(0)
22 Mar 1951,"Off Florianopolis, BrazilCruzeiro",Douglas DC-3PP-CCX,3/14(0)
23 Mar 1951,Over the North AtlanticMilitary - U.S. Air Force,Douglas C-124A Globemaster49-0244,53/53(0)
25 Mar 1951," Irkutsk, RussiaAeroflot",Lisunov LI-2CCCP-L4790,12/13(0)
26 Mar 1951,"Rio Grande, ArgentinaAerolineas Argentinas",Douglas DC-3LV-ACY,11/24(2)
27 Mar 1951,"Manchester, EnglandAir Transport Charter",Douglas C-47A-75-DL Dakota 3G-AJVZ,2/3(0)
02 Apr 1951,"Bogota, ColombiaAVIANCA",Douglas DC-3HK-142,26/26(0)
06 Apr 1951,"Refugio Pass, near Santa Barbara, CaliforniaSouthwest Airways",Douglas DC-3N63439,22/22(0)
08 Apr 1951,"Near Charleston, West VirginiaMilitary - U.S. Air Force",Douglas C-47B-DK43-48298,21/21(0)
09 Apr 1951,"Cape d'Arguilar, Hong KongSiamese Airways",Douglas DC-3HS-SAE,16/16(0)
25 Apr 1951,"Key West, FloridaCubana de Aviacion / Military -  US Navy",Douglas DC-4 /Beechcraft SMB-1CU-T188/39939,43/43(0)
28 Apr 1951,"Fort Wayne, IndianaUnited Air Lines",Douglas DC-3N16088,11/11(0)
06 May 1951,"Near Albuquerque, New MexicoMilitary - U.S. Air Force",Convair B-36D49-2660,23/25(0)
08 May 1951,"Bordeaux, FranceHunting Air Travel",Vickers 639 Viking 1G-AHPD,2/32(0)
18 May 1951,"Rancharia,  BrazilVASP",Douglas DC-3PP-SPL,7/7(0)
03 Jun 1951,"New Boston, TexasMilitary - U.S. Air Force",Fairchild C-8245-57761,10/10(0)
06 Jun 1951,"Rio de Janeiro, BrazilLineas Aéreas Trans. Brasileira",Douglas DC-3DPP-NAL,2/19(0)
13 Jun 1951,"Medellin, ColombiaSociedad Aeronautica Medellin",Douglas C-47AHK-504,3/3(0)
22 Jun 1951,"Near Sanoyea, LiberiaPan American World Airways",Lockheed 049 ConstellationN88846,40/40(0)
29 Jun 1951,"Near Rijeka, YugoslaviaJAT Yugoslav Airlines",Junkers 52/3mYU-ACE,14/14(0)
30 Jun 1951,"Rocky Mountain Nat. Park, near Ft. Collins, ColoradoUnited Air Lines",Douglas DC-6BN37543,50/50(0)
12 Jul 1951,"Lyneham AFB, EnglandMilitary - Royal Air Force",Vickers Valetta C-1VW194,10/10(0)
12 Jul 1951,"Near Tezpur, IndiaIndamer",Douglas C-47BVT-CHT,3/3(0)
12 Jul 1951,"Aracaju, BrazilLoide Aereo Nacional",Douglas DC-3PP-LPG,33/33(0)
16 Jul 1951,"Off Lae, New GuineaQantas",de Havilland DHA-3 Drover IIVH-EBQ,7/7(0)
20 Jul 1951,"Thudamot, ChinaAir Outre-Mer",Douglas C-47AF-OABX,3/3(0)
21 Jul 1951,"Near Sitka, AlaskaCanadian Pacific Air Lines",Douglas C-54ACF-CPC,37/37(0)
24 Jul 1951,"Gao, MaliSabena",Douglas DC-3OO-CBA,3/3(0)
29 Jul 1951,"Cochabamba, BoliviaLoide Aéreo Nacional",Curtiss C-46ACB-39,7/7(0)
08 Aug 1951,"Barilla Bay, AustraliaTrans Australia Airlines",?VH-TAT,2/2(0)
11 Aug 1951,"Moisville, FranceAir France",Douglas DC-3DF-BAXB,5/5(0)
17 Aug 1951,"Ubatuba, BrazilREAL",Douglas DC-3PP-YPX,10/10(0)
24 Aug 1951,"Decoto, CaliforniaUnited Air Lines",Douglas DC-6BN37550,50/50(0)
08 Sep 1951,"Sao Paulo, BrazilVASP",Douglas DC-3PP-SPQ,13/13(3)
12 Sep 1951,"Off Ialas Baeares, SpainSociete Alpes Provence",Douglas DC-3F-BEIZ,39/39(0)
12 Sep 1951,"Off Redwood City, CaliforniaUnited Air Lines",Boeing 377 Stratocruiser 10-34N31230,3/3(0)
15 Sep 1951,"Bangalore, IndiaAir India",Douglas C-47A-30-DK Dakota IIIVT-CCA,22/28(0)
27 Sep 1951,Near Tachikawa Air BaseMilitary - US Air Force,	Fairchild C-119C-15-FA Flying Boxcar	49-169,14/14(0)
29 Sep 1951,"La Paz, BoliviaFrigorifico Cooperativo Los Andes",Curtiss C-46D-15-CUCB-43,27/27(0)
08 Oct 1951,"Cerro Blanco, MexicoAero Transportes",Douglas DC-3XA-GOR,8/8(0)
15 Oct 1951,North AtlanticMilitary - U.S. Air Force,Boeing C-97A Stratofreighter49-2602,12/12(0)
15 Oct 1951,"East Griqualand, South AfricaSouth African Airways",Douglas DC-3ZS-AVJ,17/17(0)
17 Oct 1951,"Mt. Benson, BC, CanadaQueen Charlotte Airlines",Consolidated PBY-5A CatalinaCF-FOQ,23/23(0)
22 Oct 1951,"Skopje, YugoslaviaJAT Yugoslav Airlines",Douglas DC-3YU-ACC,12/12(0)
27 Oct 1951,"Near Flores, GuatemalaMilitary - Guatemalan Air Force",Douglas C-47FAGO961,27/29(0)
05 Nov 1951,"Near Tucumcari, New MexicoTransocean Air Lines",Martin 202N93039,1/29(0)
13 Nov 1951,"Puy-de-Dôme, FranceMilitary - U. S. Air Force",Fairchild C-82 Packet45-57801A,36/36(0)
15 Nov 1951,"Near Lodz, PolandLOT Polish Airlines",Lisunov Li-2PSP-KLA,18/18(0)
17 Nov 1951,"Near  Novosibirsk, RussiaAeroflot",Ilyushin IL-12CCCP-L1775,23/23(0)
19 Nov 1951,"Cairo, EgyptDevlet Hava Yollari",Douglas DC-3TC-ACA,5/5(0)
21 Nov 1951,"Calcutta, IndiaDeccan Airways",Douglas DC-3VT-AUO,16/17(0)
24 Nov 1951,"Zurich, SwitzerlandEl Al",Douglas DC-44X-AND,6/7(0)
27 Nov 1951,"San Luis Acatlan, MexicoLineas Aereas Unidas",DC-2-243XA-DOQ,13/21(0)
04 Dec 1951,"Denver, ColoradoUnited Air Lines",Douglas DC-3AN17109,3/3(0)
13 Dec 1951,"Yaramunda, Papua, New GuineaQantas",de Havilland DH-84 DragonVH-UR,3/3(0)
16 Dec 1951,"Elizabeth, New JerseyMiami Airlines",Curtiss Wright C-46FN1678M,56/56(1)
23 Dec 1951,"Tehran, IranMisrair",SNCASE LanguedocSU-AHH,22/22(0)
27 Dec 1951,"Near Namtso, RussiaAeroflot", Lisunov LI-2L4228,20/20(0)
29 Dec 1951,"Near Little Valley, New YorkContinental Charters",Curtiss C-46A-50-CUN3944C,26/40(0)
30 Dec 1951,"Near Fairbanks, AlaskaTransocean Air Lines",Curtiss C 46F-CUN68963,4/4(0)
30 Dec 1951,"Near Phoenix, ArizonaMilitary - U.S. Air Force",Douglas C-47D47-76266,28/28(0)
31 Dec 1951,"Calcutta, IndiaKalinga Airlines",Douglas C-47AVT-COA,3/3(0)
