Date,Location / Operator,Aircraft Type / Registration,Fatalities
18 Jan 2015,"Near Abu adh Dhuhur Air Base, SyriaSyrian Air Force",Antonov An-26?,37/37(0)
04 Feb 2015,"Taipei, TaiwanTransasia",ATR 72-600B-22816,43/58(0)
10 Mar 2015,"Villa Castelli, ArgeninaPrivate",??,10/10(0)
24 Mar 2015,"Near Digne-Les-Bains, FranceGermanwings",Airbus A320-211D-AIPX,150/150(0)
25 Jun 2015,"Ella Lake, AlaskaPromech Air",de Havilland DHC-3T Vazar TurbineOtterN270PA,9/9(0)
30 Jun 2015,"Medan, IndonesiaMilitary - Indonesian Air Force",Lockheed C130-B HerculesA-1310,122/122(19)
31 Jul 2015,"Near Agustin Codazzi, ColombiaMilitary - Colombia Air Force",CASA CN-235-100FAC1261,11/11(0)
12 Aug 2015,"Ninia, IndonesiaKomala Air",Pacific AerospacePK-KIG,1/6(0)
16 Aug 2015,"Tangok mountain, PapuaTrigana Air Service",ATR 42-300PK-YRN,54/54(0)
05 Sep 2015,"Off Dakar, Near Dioubel, SenegalSenegalair",Hawker Siddeley HS-1256V-AIM,7/7(0)
15 Sep 2015,"Iliamna East Wind Lake, AlaskaRainbow King Lodge",de Havilland Canada DHC 3T Turbine OtterN928PK,3/7(0)
02 Oct 2015,"Jalalabad, AfghanistanMilitary - U.S. Army",Lockheed C-130J Hercules08-3174,11/11(2)
02 Oct 2015,"Near Masamba, IndonesiaAvistar Mandari ",de Havilland DHC-6 Twin Otter PK-BRM,10/10(0)
31 Oct 2015,"Near Ilaga, IndonesiaTrigana Air Service",de Havilland DCH-4T CaribouPK-SWW,4/4(0)
31 Oct 2015,"Near Hasna, EgyptMetrojet",Airbus A321-231EI-ETJ,224/224(0)
04 Nov 2015,"Juba, South SudanAllied Services Limited ",Antonov 12BKEY-406 ,41/43(0)
21 Nov 2015,"  Fox Glacier, South Valley, New ZealandAlpine Adventures",Aerospatiale AS 350B2 EcureuilZK-HKU,7/7(0)
24 Nov 2015,"Near Igarka, RussiaTuruhan Avia",Mil MI-8TRA-2561,15/26(0)
