Date,Location / Operator,Aircraft Type / Registration,Fatalities
03 Jan 1947,"Sao Paulo, BrazilPanair do Brasil",Sikorsky S-43B (flying boat)PP-PBN,11/14(0)
05 Jan 1947,"Tsingtao, ChinaChina National Aviation Corporation",Curtis C-46XT-T51,43/43(0)
05 Jan 1947,"Carmel, New JerseyNationwide Air Transport",Douglas DC-3N50046,3/23(0)
11 Jan 1947,"Near Lympne, EnglandBritish Overseas Airways",Douglas C-47A-1-DKG-AGJX,8/16(0)
11 Jan 1947,"Off Laoag, ChinaFar Eastern Air Transport",Douglas DC-4 (C-54A-DO)PI-C100,7/42(0)
12 Jan 1947,"Near Galax, VirginiaEastern Air Lines",Douglas DC-3NC88872,18/19(0)
14 Jan 1947,"Near Puebla, MexicoMilitary - Mexican Air Force",Lockheed C-60 Lodestar60-03,21/21(0)
22 Jan 1947,"Puesto Araujo, ColombiaAVIANCA",Douglas DC-3 ( C-47-DO)C-108,17/17(0)
25 Jan 1947,"Croydon, Surrey, EnglandSpencer Airways / Ceskoslovenske Aerolinie",Douglas C-47 / Douglas DC-3VP-YFD/OK-WDB,12/23(0)
25 Jan 1947,"Chongqing, ChinaChina National Aviation Corporation",Douglas DC-3?,19/19(0)
25 Jan 1947,Hong KongPhilippine Air Lines,Douglas C-47API-C12,4/4(0)
26 Jan 1947,"Copenhagen, DenmarkKLM Royal Dutch Airlines",Douglas C- C47A-30DKPH-TCR,22/22(0)
28 Jan 1947,"Near Hankow, ChinaChina National Aviation Corporation",Curtiss C-46?,25/26(0)
01 Feb 1947,"Near Lisbon, PortugalAir France",Douglas DC-3CF-BAXQ,19/20(0)
05 Feb 1947,"Harrington, DelawareInternational Air Freight",Douglas DC-3NC54451,1/3(0)
06 Feb 1947,"Pedro Bernardo, SpainAerovias Cuba International",Douglas C-54B-15-DONC44567,11/11(0)
14 Feb 1947,"Denver, ColoradoSlick Airways",Curtiss C-46ENC59486,2/2(0)
15 Feb 1947,"Near Bogota, ColombiaAVIANCA",Douglas DC-4C-114,53/53(0)
15 Feb 1947,"Off Terracina, ItalyMilitary - Corrieri Aerei Militari",Savoia-Marchetti SM-95I-ABQH,16/16(0)
21 Feb 1947,"Chungking, ChinaMilitary - Chinese Air Force",Douglas C-47?,21/21(0)
26 Feb 1947,"China Sea, Pacific OceanMilitary - Royal Air Force",Douglas C-47BKK120,12/12(0)
05 Mar 1947,"Near Georgia, USSRAeroflot",Doublas C-47CCCP-L952,23/23(0)
08 Mar 1947,"L'isola di Ischia, ItalyMilitary - Royal Air Force",Douglas C-47BKK122,13/13(0)
08 Mar 1947,"Cordillera, ColombiaVIARCO",Douglas C-47-DLC-400,9/9(0)
14 Mar 1947,"Mt. Moucherolles, FranceAir France",Douglas DC-3 (C-47A-90-DL)F-BAXO,23/23(0)
17 Mar 1947,"Near Medellin, ColombiaTACA",Lockheed 18 LodestarYS-28,8/8(0)
18 Mar 1947,"Negombo, Sri LankaMilitary - Royal Air Force",Avro York C1MW198,11/15(0)
08 Apr 1947,"Near Caracas, VenezuelaLinea Aeropostal Venezolana",Douglas C-47AYV-C-ALO,27/27(0)
13 Apr 1947,"Off Dakar, SenegalBritish South American Airways",Avro 685 York IG-AHEZ,6/15(0)
22 Apr 1947,"Columbus, GeorgiaDelta Air Lines",Douglas DC-3 (C-47DL) /Vultee BT-13N49657 / N55312,10/10(0)
28 Apr 1947,"Near Vancouver, British Columbia, CanadaTrans Canada Air Lines",Lockheed 18 LoadstarCF-TDF,15/15(0)
04 May 1947,"Near Nicoya, Guanacaste, Costa RicaTACA",Lockheed 18 LoadstarTI-84,11/11(0)
11 May 1947,"Delaware Bay, New JerseyTrans Continental and Western Air",Lockheed L-049 ConstellationNC86508,4/4(0)
16 May 1947,"Near Khabarovsk, RussiaAeroflot",Douglas DC-47CCCP-L1048,22/22(0)
29 May 1947,"La Guardia Airport, Queens, New YorkUnited Air Lines",Douglas C-54BNC30046,43/48(0)
29 May 1947,"Atsugi, JapanMilitary - U.S. Army Air Forces",Douglas C-54D-DC (DC-4)42-72553,40/40(0)
29 May 1947,"Hjedinsfjordur, IcelandFlugefelag",Douglas DC-3TF-ISI,25/25(0)
30 May 1947,"Port Deposit, MarylandEastern Air Lines",Douglas C-54B-15-DONC88814,53/53(0)
04 Jun 1947,"Near Gemenos, FranceAir France",Junkers Ju-52F-BANB,2/2(0)
11 Jun 1947,"Near Natal, BrazilFlota Aérea Mercante Argentina",Avro 691 LancastrianLV-ACS,5/18(0)
13 Jun 1947,"Leesburg, VirginiaPennsylvania Central Airlines",Douglas DC-4 (C-54-DO)NC88842,50/50(0)
19 Jun 1947,"Al Mayadin, SyriaPan American World Airways",Lockheed 049-46-21 ConstellationNC88845,14/36(0)
21 Jun 1947,"Black Sea, Gulf of KarkinitskyAeroflot",Li-2CCCP-L4138,8/29(0)
01 Jul 1947,"Near Eaeka, French CameroonsAir France",Junkers JU-52/3mF-BALF,13/13(0)
13 Jul 1947,"Melbourne, FloridaBurke Air Transport",Douglas DC-3NC79024,14/36(0)
15 Jul 1947,"Vichy ,FranceAero Cargo",Junkers Ju-52/3mF-BCHH,1/19(0)
16 Jul 1947,"Az-Zubair, IranBritish Overseas Airways",Avro 685 YorkG-AGMR,6/6(0)
25 Jul 1947,"Moron, ArgentinaFlota Aérea Mercante Argentina",Avro 685 York ILV-XIH,2/6(2)
31 Jul 1947,"Near Yumen, ChinaMilitary - Chinese Air Force",Douglas C-47?,26/26(0)
