Date,Location / Operator,Aircraft Type / Registration,Fatalities
02 Jan 2013,"Near Clear Lake, IowaMed-Trans Corporaion",Bell 407N445MT,3/3(0)
04 Jan 2013,"Off Los Roques, VenezuelaTransaereo 5074",Britten Norman BN-2A-27 IslanderYV-2615,6/6(0)
29 Jan 2013,"Near Kyzyltu, KazakhstanSCAT Air",Canadair CRJ-200ERUP-CJ006,21/21(0)
13 Feb 2013,"Donetsk, UkraineSouth Airlines",Antonov AN-24RVUR-WRA ,5/45(0)
04 Mar 2013,"Goma, CongoCompagnie Africaine d' Aviation (CAA) ",Fokker 509Q-CBD,7/10(0)
08 Mar 2013,"Near Dillingham, AlaskaAce Air Cargo",Beechcraft 1900CN116AX,2/2(0)
13 Apr 2013,"Denpasar, IndonesiaLion Air",Boeing B-737-8GPPK-LKS,0/108(0)
29 Apr 2013,"Bagram Air Base, AfghanistanNational Air Cargo",Boeing B-747-428BCFN949CA,7/7(0)
31 May 2013,"Moosonee, OntarioOrnge Air Ambulance",Sikorsky S-76?,4/4(0)
25 Jun 2013,"Gaurikund, near Kedarnath, Uttarakhand State, India.Indian Air Force",MI 172 V5 helicopter?,20/20(0)
06 Jul 2013,"San Francisco, CaliforniaAsiana Airlines",Boeing B-777-28EERHL7742 ,3/307(0)
07 Jul 2013,"Soldotna, AlaksaRediske Air",de Havilland Canada DHC-3TN93PC,10/10(0)
09 Aug 2013,"Mogadishu, SomaliaMilitary - Ethiopian Air Force",Antonov An-12?,4/6(0)
14 Aug 2013,"Birmingham, AlabamaUnited Parcel Service",Airbus A300F-622RN155UP,2/2(0)
03 Oct 2013,"Lagos, NigeriaAssociated Aviation",Embraer 120RT Brasilia5N-BJY,16/20(0)
10 Oct 2013,"Kudat, MalaysiaMASwings",de Havilland Canada DHC-6 Twin Otter 3109M-MDM,2/16(0)
16 Oct 2013,"Near Pakse, LaosLao Airlines",ATR-72-50RDPL-34233 ,49/49(0)
03 Nov 2013,"Riberalta, BoliviaAerocon",Swearingen SA227-AC Metro IIICP-275,8/18(0)
09 Nov 2013,"Pujungan, Malinau district, BorneoMilitary - Indonesian Army",Mil- Mi-17B-5?,13/21(0)
10 Nov 2013,"Red Lake, Ontario, CanadaBearskin Airlines",Swearingen SA227-AC Metro IIC-FFZN,5/7(0)
17 Nov 2013,"Near Kazan, RussiaTararstan Airlilnes",Boeing 737-53AVQ-BBN,50/50(0)
29 Nov 2013,Glasgow ScotlandBond Air Services Ltd.,Eurocopter EC135 T2G-SPAO,3/3(5)
29 Nov 2013,"Bwabwata National Park, NambiaMozambique Airline",Embraer ERJ-190ARC9-EMC,33/33(0)
05 Dec 2013,"Near Cachimbo, BrazilHeringer Taxi Aero",Britten Norman BN-2A-3 IslanderPT-WMY,5/5(0)
26 Dec 2013,"Irkutsk, RussiaIrAvia",Antonov 1212162,9/9(0)
