Date,Location / Operator,Aircraft Type / Registration,Fatalities
03 Jan 1960,"Taksing, IndiaIndian Airlines",Douglas C-47AVT-CGG,9/9(0)
06 Jan 1960,"Wilmington/Bolivia, North CarolinaNational Airlines",Douglas DC-6BN8225H,34/34(0)
10 Jan 1960,Gulf of SirteMilitary - U.S. Army,de Havilland Canada U-1A Otter55-2974,10/10(0)
18 Jan 1960,"Charles City, VirginiaCapital Airlines",Vickers Viscount 745DN7462,50/50(0)
19 Jan 1960,"Ankara, TurkeyScandinavian Airlines (SAS)",Sud Aviation Caravelle 1OY-KRB,42/42(0)
21 Jan 1960,"Montego Bay, JamaciaAVIANCA",Lockheed 1049E Super ConstellationHK-177,37/46(0)
26 Jan 1960,"Off Bathurst Island, AustraliaTransportes Aéreos de Timor",de Havilland DH-114 Heron 2DCR-TAI,9/9(0)
05 Feb 1960,"Cochabamba, BoliviaLloyd Aereo Boliviano",Douglas DC-4CP-609,59/59(0)
25 Feb 1960,"Rio de Janeiro, BrazilREAL / Military - U.S. Navy",Douglas DC-3 / USN R4-D6PP-AXD/131582,61/64(0)
26 Feb 1960,"Lvov-Snilow,  UkraineAeroflot",Antonov 10ACCCP-11180,32/33(0)
26 Feb 1960,"Shannon, IrelandAlitalia",Douglas DC-7CI-DUVO,34/52(0)
15 Mar 1960,"El Refugio, ColombiaAgencia Interamericana de Aviada",Consolidated PBY-5A CatalinaHK-1001E,6/13(0)
16 Mar 1960,"Nagoya, JapanAll Nippon Airways",Douglas DC-3JA-5018,5/40(0)
17 Mar 1960,"Near Cannelton, 10 mile SE of Tell City, IndianaNorthwest Orient Airlines",Lockheed 188C ElectraN121US,63/63(0)
19 Mar 1960,"Cordoba, ColombiaSAMSA",Curtiss C-46HK-516,25/46(0)
05 Apr 1960,"Siuna, NicaraguaLanica",Curtiss C-46A-40-CUAN-AIN,2/18(0)
12 Apr 1960,"Pelotas, BrazilCruzeiro",Douglas DC-3PP-CDS,10/22(0)
14 Apr 1960,"Taipei,TaiwanMilitary - Royal Thai Air Force",Douglas DC-4?,18/18(0)
18 Apr 1960,"Stephenville, NewfoundlandMilitary - U.S. Air Force",Douglas C-124C Globemaster52-1062,9/9(0)
19 Apr 1960,"Bogota, ColombiaLloyd Aereo Colombiano",Curtiss C-46HK-390,37/51(0)
20 Apr 1960,"Hickory, North CarolinaPiedmont Airlines / Private",Fairchild F-27 / Cessna 310N2704R/N1807H,4/44(0)
22 Apr 1960,"Bunia, Belgian CongoSobelair SA (Belgium)",Douglas C-54BOO-SBL,35/35(0)
28 Apr 1960,"Near Calabozo, VenezuelaLinea Aeropostal Venezolana",Douglas DC-3YV-C-AFE,13/13(0)
15 May 1960,"Jebel Marra, SudanBalair",Douglas DC-4-1009HB-ILA,12/12(0)
18 May 1960,"El Sosneado, ArgentinaTransamerican Air Transport",Curtiss C-46LV-GGJ,9/9(0)
23 May 1960,"Atlanta, GeorgiaDelta Air Lines",Convair CV-880N8804E,4/4(0)
10 Jun 1960,"Nea Tkvarcheli, GeorgiaAeroflot",Ilyushin IL-14PCCCP-91571,31/31(0)
10 Jun 1960,"Off  Mackay, Qld. AustraliaTrans Australia Airlines",Fokker F-27 Friendship 100VH-TFB,29/29(0)
14 Jun 1960,"Mt. Gilbert, AlaskaPacific Northern Airlines",Lockheed 749A-79-32 ConstellationN1554V,14/14(0)
24 Jun 1960,"Rio de Janeiro, BrazilREAL",Convair CV-340-62PP-YRB,54/54(0)
06 Jul 1960,"Off Barnegat City, New JerseyMilitary - U.S. Navy",Goodyear ZPG-3W (airship)144242,18/21(0)
10 Jul 1960,Persian GulfGulf Aviation (Kalinga Airways),Douglas DC-3VT-DGS,20/20(0)
11 Jul 1960,"Near Quito, EcuadorMilitary - U.S. Misson",Douglas C-47B-DK45-1109A,18/18(0)
14 Jul 1960,"Off Manila, PhilippinesNorthwest Orient Airlines",Douglas DC-7CN292,1/58(0)
15 Jul 1960,"Near Jima, EthiopiaEthiopian Airlines",Douglas DC-3ET-T-18,1/11(0)
16 Jul 1960,"Copenhagen, DenmarkFlyve Tjenesten",de Havilland DH-89 Dragon RapideOY-DZY,8/9(0)
19 Jul 1960,"Near Goma, ZaireMilitary - Royal Belgian Air Force",Fairchild C-119GCP-36,37/41(0)
20 Jul 1960,"Near Syktyvkar, RussiaAeroflot",Ilushin IL-14CCCP-61696,23/23(0)
27 Jul 1960,"Forest Park, IllinoisChicago Helicopter Airways",Sikorsky S-58C helicopterN879,13/13(0)
31 Jul 1960,"Near Rimini, ItalyDeutsche Flugdienst",Convair CV-240-4 D-BELU,1/34(0)
01 Aug 1960,"Near Tipuani, BoliviaTAM (Bolivia)",Douglas C-47TAM-09,6/6(0)
17 Aug 1960,"Near Kiev, UkraineAeroflot",Ilyushin IL-18BCCCP-75705,34/34(0)
