Date,Location / Operator,Aircraft Type / Registration,Fatalities
02 Jan 1961,"Ruzyne, CzechoslovakiaCeskoslovenske Aerolinie",Avia 14OK-MCZ,10/10(0)
03 Jan 1961,"Koivulahti, FinlandFinnair",Douglas DC-3OH-LCC,25/25(0)
19 Jan 1961,"New York, New York (Idlewild)Aeronaves de Mexico",McDonnell Douglas DC-8-21XA-XAX,4/106(0)
22 Jan 1961,Midway Island Naval Air StationMilitary - U.S. Navy,Lockheed WV-2 Super ConstellationBU143193,6/22(3)
24 Jan 1961,"Mt. Burangrang, IndonesiaGaruda Indonesia Airlines",Douglas DC-3PK-GDI,21/21(0)
26 Jan 1961,"Trinity Bay, NewfoundlandMilitary - U.S. Air Force",Douglas C-118A Liftmaster51-17626,23/23(0)
28 Jan 1961,"Off Montauk Point, New YorkAmerican Airlines",Boeing 707-123N7502A,6/6(0)
03 Feb 1961,"Off Surabaya, IndonesiaGaruda Indonesia Airlines",Douglas DC-3PK-GDY,26/26(0)
15 Feb 1961,"Near Brussels, BelgiumSabena",Boeing B-707-320OO-SJB,72/72(1)
09 Mar 1961,"Near Caracas, VenezuelaLinea Aeropostal Venezolana",Douglas DC-3YV-C-AZQ,12/12(0)
25 Mar 1961,"Near Natal, BrazilMilitary - Brazilian Air Force",Douglas C-47DLC-47-2055,23/28(0)
28 Mar 1961,"Forcheim, GermanyCeskoslovenske Aerolinie",Ilyushin IL-18OK-OAD,52/52(0)
03 Apr 1961,"Llico, ChileLAN",Douglas DC-3CC-CLD-P210,24/24(0)
18 Apr 1961,"Mount Parker, Hong KongMilitary - US Air Force",C-47(DC-3)43-49014,14/15(0)
10 May 1961,"Ghadames, AlgeriaAir France",Lockheed 1649A StarlinerF-BHBM,78/78(0)
24 May 1961,"Near Tacoma, WashingtonMilitary - U.S. Air Force",Douglas C-124A-DL51-0174,22/22(0)
29 May 1961,SingaporeMilitary - Royal Air Force,Handley Page Hastings C-2WD497,13/13(0)
30 May 1961,"Near Lisbon, PortugalKLM Royal Dutch Airlines",McDonnell Douglas DC-8-53PH-DCL,61/61(0)
12 Jun 1961,"Cairo, EgyptKLM Royal Dutch Airlines",Lockheed L-188C ElectraPH-LLM,20/36(0)
13 Jun 1961,"Douala, CameroonAir Cameroon",Douglas DC-4TJ-ABC,5/5(0)
17 Jun 1961,"Near Kano, NigeriaContinentale Deutsche Luftreederei",Douglas C-54B-1-DCD-ABEB,1/7(0)
30 Jun 1961,"Buenos Aires, ArgentinaTranscontinental",Curtiss C-46ALV-FTO,24/35(0)
08 Jul 1961,"	Sverdlovsk, RussiaAeroflot",Ilyushin IL-14PCCCP-41848,9/26(0)
10 Jul 1961,"Odessa, Ukraine, USSRAeroflot",Tupolev TU-104BCCCP-42447,1/85(0)
