Date,Location / Operator,Aircraft Type / Registration,Fatalities
02 Jan 1980,HaitiHaïti Air Inter,Britten Norman BN IslanderHH-CNC,9/9(0)
11 Jan 1980,Over the Atlantic OceanPrivate charter,Cessna 441 ConquestN442NC,2/2(0)
14 Jan 1980,"Shungnak, AlaskaAmbler Air Service",Cessna 185AN1690Z,7/9(0)
21 Jan 1980,"Elburz Mtns., near Tehran, IranIran Air",Boeing B-727-86EP-IRD,128/128(0)
23 Jan 1980,"Mt. Cemonyet,  IndonesiaPelita Air Service",CASA 212 Aviocar 100PK-PCX,13/13(0)
24 Jan 1980,"Near Mandalay, BurmaMilitary - Union of Burma Air Force",Fairchild FH-227H5003,43/44(0)
03 Feb 1980,"Baracoa, CubaCubana de Aviacon",Yakovlev YAK-40CU-T1219,1/37(0)
21 Feb 1980,"Leeville, LouisianaRotor Airs Inc - Air Taxi",Sikorsky S-62AN442Y,6/7(0)
21 Feb 1980,"Sydney, NSW, AustraliaAdvance Airlines",Beechcraft Super King Air 200VH-AAV,13/13(0)
22 Feb 1980,"Near Agra, IndiaMilitary - Indian Air Force",Fairchild C-119G?,46/47(1)
27 Feb 1980,"Manila, PhilippinesChina Airlines (Taiwan)",Boeing B-707-309CB-1826,2/135(0)
14 Mar 1980,"Near Warsaw, PolandLOT Polish Airlines",Ilyushin IL-62SP-LAA,87/87(0)
14 Mar 1980,"Near Yenice, TurkeyMilitary - U.S. Air Force",Lockheed C-130H74-2064,18/18(0)
21 Mar 1980,"Houston, TexasEagle Commuter",Piper PA-28-180N55932,7/10(0)
21 Mar 1980,"Off Macae, BrazilVOTEC",Sikorsky S-76PT-HKB,14/14(0)
12 Apr 1980,"Florianopolis, BrazilTransbrasil",Boeing B-727-27CPT-TYS,55/58(0)
14 Apr 1980,"	Krasnoyarsk, RussiaAeroflot",Antonov An-24BCCCP-47732,2/53(0)
24 Apr 1980,"Posht-i-Badam, IranMilitary - U.S. Air Force",Lockheed EC-130E Hercules62-1809,5/7(0)
25 Apr 1980,"Tenerife, Canary IslandsDan Air Services",Boeing B-727-64G-BDAN,146/146(0)
27 Apr 1980,"Don Muang, ThailandThai Airways",Hawker Siddeley HS-748-2HS-THB,44/53(0)
02 Jun 1980,"Near Yachiba, BoliviaLloyd Aereo Boliviano",Fairchild F-27JCP-1117,13/13(0)
08 Jun 1980,"Near Matala, AngolaLineas Aereas de Angola",Yakovlev YAK-40D2-TYC,29/29(0)
12 Jun 1980,"Near Dushanbe, RussiaAeroflot",Yakovlev YAK-40CCCP-87689,29/29(0)
12 Jun 1980,"Valley, NebraskaAir Wisconsin",Swearingen 226TC Metro IIN6505,13/15(0)
27 Jun 1980,"Tyrrhenian Sea,  off Ustica, ItalyItavia",McDonnell Douglas DC-9-15I-TIGI,81/81(0)
08 Jul 1980,"Near Alma-Ata, Kazakhstan, USSRAeroflot",Tupolev TU-154BCCCP-85355,166/166(0)
01 Aug 1980,"Cerro Lilio, MexicoAeronaves del Peru",Douglas DC-8-43FOB-R-1143,3/7(0)
06 Aug 1980,"Houma, LouisianaAir Logistics",Bell 205A-1 helicopterN95AL,13/13(0)
07 Aug 1980,"Nouadhibou, MauretaniaTarom",Tupolev TU-154B-1YR-TPH,1/168(0)
19 Aug 1980,"Riyadh, Saudi ArabiaSaudi Arabian Airlines",Lockheed 1011-200 TriStarHZ-AHK,301/301(0)
26 Aug 1980,"Near Jakarta, IndonesiaBouraq Indonesia Airlines",Vickers Viscount 812PK-IVS,37/37(0)
05 Sep 1980,"Near Montelimar, FranceMilitary - Kuwait Air Force",Lockheed L-100-20 HerculesKAF317,8/8(0)
10 Sep 1980,"Puerto Olaya, ColombiaAeronorte Colombia",Douglas C-47HK-329,3/3(0)
12 Sep 1980,"Off Freeport, BahamasFlorida Commuter Airlines",Douglas DC-3N75KW,34/34(0)
14 Sep 1980,"Kindu, ZaireMilitary - Force Aérienne Zaïroise",Lockheed Hercules C-1309T-TCE,36/36(0)
15 Sep 1980,"Near Medina, Saudi ArabiaMilitary - Royal Saudi Air Force",Lockheed C-130E453,89/89(0)
17 Sep 1980,"Near Kindu, ZaireMilitary - Zairean Air Force",de Havilland DHC-5 Buffalo9T-CBA,36/36(0)
30 Sep 1980,"Badakshan, AfghanistanMilitary - Soviet Air Force",Antonov AN-12VCCCP-11104,45/45(0)
12 Nov 1980,"Near Cairo, EgyptMilitary - U.S. Air Force",Lockheed C-141A67-0030,13/13(0)
19 Nov 1980,"Seoul, South KoreaKorean Airlines",Boeing B-747-2B5BHL-7445,15/226(0)
24 Nov 1980,"Near Medellin, ColombiaF.R. de la Direccion General de Ados",Douglas C-47A-35-DLHK-1221G,20/20(0)
28 Nov 1980,"Pecos City, TexasCentral Air Services",Douglas DC-7BN816D,2/2(0)
05 Dec 1980,"Dar es Salaam, TanzaniaTanzania Aviation",Piper PA-42 Cheyenne5H-TAL,10/10(0)
21 Dec 1980,"Near Rio Hacha, ColombiaTransportes Aereos del Caribe",Aerospatiale Caravelle 6RHK-1810,70/70(0)
23 Dec 1980,"Qatar, QatarSaudi Arabian Airlines",Lockheed L-1011-200HZ-AHJ,2/291(0)
