Date,Location / Operator,Aircraft Type / Registration,Fatalities
14 Jan 1963,"Kaktovik (Barter Island), AlaskaWien",Beechcraft AT-11 KansanN65458,5/6(0)
14 Jan 1963," Tazovskoye, RussiaAeroflot",Lisunov LI-2CCCP-71186,12/25(0)
15 Jan 1963,"Sao Paulo, BrazilCruzeiro",Convair CV-240-0PP-CEV,6/45(7)
17 Jan 1963,"Great Salt Lake, UtahWest Coast Airlines",Fairchild F-27N2703,3/3(0)
26 Jan 1963,"Kotzebue, AlaskaSkyvan Airways",Curtiss C-46FN67933,1/2(0)
29 Jan 1963,"Kansas City, MissouriContinental Airlines",Vickers Viscount 812N242V,8/8(0)
30 Jan 1963,"Off Patuxent River, MarylandMilitary - U.S. Navy",Lockheed P-3A Orion149672,14/14(0)
01 Feb 1963,"Ankara, TurkeyMiddle East Airlines / Military - Turkish Air ForceC-47",Vickers Viscount 754D / Douglas C-47OD-ADE/ CBK-28,17/17(87)
03 Feb 1963,"San Francisco, CaliforniaSlick Airways",Lockheed 1049H Super ConstellationN9740Z,4/8(0)
08 Feb 1963,"Syktyvkar ,RussiaAeroflot",Antonov An-10ACCCP-11193,7/7(0)
12 Feb 1963,"Near Miami, FloridaNorthwest Orient Airlines",Boeing B-720-051BN724US,43/43(0)
25 Feb 1963,"Porcupine Hills area, Alberta, CanadaTrans Aircraft (Western) Ltd.",Twin Apache?,4/4(0)
28 Feb 1963,"Boston, MassachusettsEastern Air Lines",Douglas DC-7N842D,0/26(1)
02 Mar 1963,"Near Davao City, PhilippinesPhilippine Air Lines",Douglas DC-3PI-C489,27/27(0)
05 Mar 1963,"Ashgabat, TurkmenistanAeroflot",Ilyushin IL-18VCCCP-75765,12/54(0)
05 Mar 1963,"Camden, TenneseePrivate",Piper PA-24-250 ComancheN7000P,4/4(0)
15 Mar 1963,"Near Tacora, Volcano, PeruLloyd Aereo Boliviano",Douglas DC-6BCP-707,39/39(0)
15 Mar 1963,"Near Karai, IranMiddle East Airlines",Avro 685 York C1OD-ACZ,4/4(0)
20 Mar 1963,"Monte Matto, ItalySaudi Arabian Royal Flight",de Havilland Comet 4CSA-R-7,18/18(0)
23 Mar 1963,"Misaki Mountain, JapanMilitary - Japan Air Self Defense Force",H-21B?,10/10(0)
30 Mar 1963,"Near Sora, ItalyItavia",Douglas DC-3I-TAVI,11/11(0)
04 Apr 1963,"Tatarstan, RussiaAeroflot",Ilyushin IL-18	 CCCP-75866,67/67(0)
14 Apr 1963,"Oslo, NorwayIcelandair",Vickers Viscount 759DTF-ISU,12/12(0)
03 May 1963,"Near Buca, CameroonAir Afrique",Douglas DC-6BF-BIAO,55/55(0)
03 May 1963,"Sao Paulo, BrazilCruzeiro",Convair CV-340-59PP-CDW,37/50(0)
12 May 1963,"Near Ayayda, EgyptUnited Arab Airlines",Douglas DC-3SU-AJX,34/34(0)
03 Jun 1963,"Pathankot, IndiaIndian Airlines",Douglas C-47VT-AUL,29/29(0)
03 Jun 1963,"Pacific Ocean, 116 miles WSW of Annette Island, AlaskaNorthwest Orient Airlines",Douglas DC-7CFN290,101/101(0)
10 Jun 1963,"Mt. Kaolokung, BurmaUnion of Burma Airways",Douglas DC-3XY-ACS,20/20(0)
16 Jun 1963,"Near Aysen, ChileMilitary - Chilean Air Force",Douglas C-47AFAC-953,19/20(0)
16 Jun 1963,"Bekkessamson, HungaryTarom",VEB 14PYR-ILL,31/31(0)
23 Jun 1963,"Near Augustdorf, West GermanyMilitary - Royal Belgian Air Force",Fairchild C-119CP-45,38/47(0)
01 Jul 1963,"Passo Fundo, BrazilVarig",Douglas DC-3PP-VBV,15/18(0)
02 Jul 1963,"Rochester, New YorkMohawk Airlines",Martin 404N449A,7/43(0)
03 Jul 1963,"Mt. Ngatamahinerua, New ZealandNew Zealand National Airways",Douglas DC-3ZK-AYZ,23/23(0)
13 Jul 1963,"Near Irkutsk, RussiaAeroflot",Tupolev TU-104BCCCP42492,32/32(0)
15 Jul 1963,"Farafangana, MadagascarAir Madagascar",Douglas C-475R-MAJ,6/12(0)
17 Jul 1963,"Pak Tha, LaosAir America",Curtiss C-46FB-148,6/6(0)
27 Jul 1963,"Off Bandra, Maharashtra, IndiaUnited Arab Airlines",de Havilland Comet 4CSU-ALD,63/63(0)
04 Aug 1963,"Ibicaré, BrazilSadai",Douglas DC-3PP-SLL,10/10(0)
12 Aug 1963,"Lyon, FranceAir Inter",Vickers Viscount 708F-BGNV,20/20(1)
14 Aug 1963,"Near Great Falls, MontanaAmerican Air  Export & Import Co.",Curtiss C-46F-1-CUN67941,1/2(0)
17 Aug 1963,"Hachijo-Jima Island, JapanFujita Koku Kabushki Kai",de Havilland DH-114 HeronJA6155,19/19(0)
21 Aug 1963,"Near Leningrad , RussiaAeroflot",Tupolev Tu-124CCCP-45021,0/52(0)
24 Aug 1963,"Near Kutaisa, RussiaAeroflot",Ilyushin Il-14PCCCP-61617,32/32(0)
28 Aug 1963,"Off Miami, FloridaMilitary - U.S. Air Force / Military -  U.S. Air Force",Boeing KC-135A / Boeing KC-135A61-0319/61-0322,11/11(0)
02 Sep 1963,Northeast Laos?,Curtiss C-46 Commando?,15/16(?)
04 Sep 1963,"Durrenasch, Aargau, SwitzerlandSwissair",Sud-Aviation Caravelle IIIHG-ICV,80/80(0)
11 Sep 1963,"Near Patti, IndiaIndian Airlines",Vickers Viscount 768DVT-DIO,18/18(0)
12 Sep 1963,"Perpignan, FranceAir Nautic",Vickers Viking 1BF-BJER,40/40(0)
22 Sep 1963,"Off Dover, DelewareMilitary - U.S. Air Force",Douglas C-133A56-2002,10/10(0)
09 Oct 1963,"Near Marseilles, FranceAeronaves de Panama",Douglas C-74HP-385,6/6(0)
14 Oct 1963,"Jamaica, New YorkNew York Airways",Boeing Vetrol 107 II helicopterN6673D,6/6(0)
18 Oct 1963,"Near Aswan, EgyptMilitary - Soviet Air Force",Antonov AN-12?,31/31(0)
20 Oct 1963,"Hayes Island, RussiaAeroflot",Ilyushin IL-14CCCP-04188,7/7(0)
22 Oct 1963,"Near Tisbury, EnglandBritish Aircraft Corporation",BAC One-Eleven 200ABG-ASHG,7/7(0)
08 Nov 1963,"Mariehamn, Aaland Island, FinlandFinnair",Douglas DC-3OH-LCA,22/24(0)
29 Nov 1963,"Ste. Therese de Blainville, CanadaTrans Canada Air Lines",McDonnell Douglas DC-8F-54FCF-TJN,118/118(0)
07 Dec 1963,"Near Nederland, ColoradoZantop Air Transport",Curtis C-46A-20-CUN609,3/3(0)
08 Dec 1963,"Elkton, MarylandPan American World Airways",Boeing B-707-121N709PA,81/81(0)
12 Dec 1963,"Gazni, AfghanistanTrans Mediterranean Airways",Douglas C-54AOD-AEB,3/3(0)
15 Dec 1963,"Cairo, EgyptMisrair",Vickers 634 Viking 1BSU-AFK,6/6(0)
17 Dec 1963,"Los Angeles, CaliforniaWestern Airlines",Douglas DC-6BN93131,0/46(0)
