Date,Location / Operator,Aircraft Type / Registration,Fatalities
22 Jan 2010,"Off Sand Point, AlaskaAlaska Central Express",Beechcraft 1900C-1N112AX ,2/2(0)
25 Jan 2010,"Off Na'ameh, LebanonEthiopian Airlines",Boeing 737-8ASET-ANB,90/90(0)
25 Jan 2010,"Near Senador Jose Porfírio, BrazilPiquiatuba Taxi Aereo",Embraer EMB-110C BandeirantePT-TAF,2/10(0)
28 Jan 2010,"Cotabato City, PhilippinesMilitary - Philippine Air Force",GAF N22B Nomad18,8/8(1)
14 Feb 2010,"Near Saada, YemenMilitary - Yemeni Arm",Helicopter?,11/11(2)
10 Apr 2010,"Smolensk, RussiaMilitary - Polish Air Force",Tupolev 154M101,96/96(0)
10 Apr 2010,"Near Yelizovo, RussiaKamchatka Airlines",Mi-8?,10/18(?)
13 Apr 2010,"Monterey, MexicoAirborne Freight Company Union",Airbus A300B4-203FXA-TUE,5/5(2)
21 Apr 2010,"Pampanga, PhilippinesInterisland Airlines",Antonov An-12BPUP-AN216,3/6(0)
12 May 2010,"Tripoli, LibyaAfriqiyah Airways",Airbus A330-2025A-ONG,103/104(0)
15 May 2010,"Near Poeketi, SurinameBlue Wings Airlines",Antonv An-28PZ-TSV,8/8(0)
17 May 2010,"Salang pass, AfghanistanPamir Airlines",Antonv An-24BYA-PIS,44/44(0)
22 May 2010,"Mangalore, IndiaAir India Express",Boeing 737-8HGVT-AXV,159/166(0)
19 Jun 2010,"Yangadou, CameroonAero Service",CASA 212 AviocarTN-AFA ,11/11(0)
23 Jun 2010,"Quebec, CanadaAéropro",Beechcraft A100 King AirC-FGIN,7/7(0)
05 Jul 2010,"Tuzla, RomaniaMilitary - Romainian Air Force",Antonov AN-253,12/14(0)
28 Jul 2010,"Islamabad, PakistanAirblue",Airbus A321-231AP-BJB,152/152(0)
28 Jul 2010,"Near Elmendorf AFB, AlaskaMilitary - US Air Force",McDonnell Douglas C-17A Globemaster III00-0173,4/4(0)
01 Aug 2010,"Near Denali National Park, AlaskaAll West Freight",Fairchild C-123KN709RR,3/3(0)
03 Aug 2010,"Igarka, RussiaKatekavia Airline",  Antonov An-24 VRA-46524,12/15(0)
09 Aug 2010,"Near Dillingham, AlaskaGCI Communications Corp.",de Havilland Canada DH-3T OtterN455A,5/9(0)
16 Aug 2010,"San Andreas Island, ColombiaAIRES Colombia",Boeing B-737-73VHK-4882 ,2/131(0)
21 Aug 2010,"Off Kaminshak Bay, AlaskaBranch River Air Service",de Havilland Canada DHC-2 BeaverN9313Z,4/4(0)
24 Aug 2010,"Bastipur, NepalAgni Air ",Dornier 228-1019NAHE,14/14(0)
24 Aug 2010,"Yichun, ChinaHenan Airlines",Embraer ERJ-190-100LRB-3130,44/96(0)
25 Aug 2010,"Bandundu, Congo Democratic RepublicFilair",Let 410UVP-E9Q-CCN,19/20(0)
27 Aug 2010,"Buena Vista, VenezuelaMilitary - Venezuelan National Guard",Mi 17V-5GN10139,10/10(0)
03 Sep 2010,"Dubai, United Arab EmiratesUnited Parcel Service- UPS",Boeing B747-44AFN571UP,2/2(0)
04 Sep 2010,Fox Glacier AirstripSky Dive New Zealand,Fletcher FU-24-954ZK-EUF,9/9(0)
13 Sep 2010,"Puerto Ordaz, VenezuelaConviasa Airline",ATR 42-320YV-1010,17/51(0)
21 Sep 2010,"Chopan district, Zabul Province, AfghanistanInternational Security Assistance Force",Sikorsky UH-60 Black Hawk	93-26517,10/13(0)
06 Oct 2010,"Rasht Valley, Tajikistan	Military - Tajik National Guard",Mi-8?,28/28(0)
12 Oct 2010,"Near Kabul, AfghanistanNational Air Cargo",Lockheed L-100 Hercules5X-TUC,8/8(0)
21 Oct 2010,"Near Bugulumisa, CongoTracep",Let 410UVP9Q-CUA,2/2(0)
04 Nov 2010,"Near Guasimal, CubaAerocaribbean",ATR-72-212CU-T1549,68/68(0)
05 Nov 2010,"Near Karachi, PakistanJS Air",Beechcraft 1900C-1AP-BJD,21/21(0)
25 Nov 2010,"Strezhevoy, RussiaNARZ",Mil Mi-8TRA-22376,7/10(0)
28 Nov 2010,"Karachi, PakistanSun Way",Ilyushin Il-76TD4L-GNI,8/8(4)
04 Dec 2010,"Moscow, RussiaDagestan Airlines",Tupolev Tu-154MRA-85744,2/169(0)
15 Dec 2010,"Palunge Hill, NepalTara Air",de Havilland Canada DHC-6 Twin Otter9N-AFX,22/22(0)
