Date,Location / Operator,Aircraft Type / Registration,Fatalities
13 Jan 2005,"Tura,Siberia, RussiaTura Air Enterprise",Antonov AN-2RA-62597,9/9(0)
13 Jan 2005,"Manguipayan, ColombiaMilitary - Colombian government",Black Hawk helicopter?,20/20(0)
13 Jan 2005,"Keene, New HampshireAirNow",Embraer EMB-110 BandeiranteN49BA,1/1(0)
26 Jan 2005,"Rutbah, IraqMilitary - U.S. Marines",CH53E Sea Stallion164536,31/31(0)
27 Jan 2005,"Lasi, HungaryFarnair Hungary",Let 410UVP-E4HA-LAR,2/2(0)
30 Jan 2005,"Near Al Taji, IraqMilitary - Royal Air Force",Lockheed Hercules C.1XV179,10/10(0)
03 Feb 2005,"Near Kabul, AfghanistanKam Air",Boeing B-737-200EX-037,104/104(0)
03 Feb 2005,"Near Khartoum, SudanAir West",Ilyushin 76TDST-EWB,7/7(0)
16 Feb 2005,"Near Pueblo, ColoradoCircuit City Stores - Charter",Cessna 560 Citation VN500AT,8/8(0)
22 Feb 2005,"Bimin, Papua, New GuineaMissionary Aviation Fellowship",de Havilland DHC-6 Twin Otter 300P2-MFQ,2/13(0)
22 Feb 2005,"Off Sarmi, Indonesia	Sarmi, IndonesiaIndonesian National Police",CASA 212 AviocarP-2032P-2032,15/18(0)
08 Mar 2005,"Chrallave, VenezuelaAir Global",Cessna 500 Citation IYV-21CP,2/2(0)
15 Mar 2005,"Off Campbeltown, United KingdomLoganair",Pilatus-Britten Norman BN-2B-26 IslanderG-BOMG,2/2(0)
16 Mar 2005,"Varandey, RussiaRegional Airlines",Antonov 24RA-46489,28/52(0)
23 Mar 2005,"Off Mwanza, TanzaniaAir Transport",Ilyushin IL-76TDER-IBR,8/8(0)
26 Mar 2005,"El Embrujo, Providencia Island, ColombiaWest Caribbean Airways",Let-410UVP-EHK-4146,8/14(0)
31 Mar 2005,"Near Rovie, AlbaniaMilitary - U.S. Air Force",Lockheed Hercules MC-130H87-0127,9/9(0)
12 Apr 2005,"Enarotali, IndonesiaGT Air",de Havilland Canada DHC-6 Twin Otter 100PK-LTZ,18/18(0)
20 Apr 2005,"Tehran, IranSaha Airline Services",Boeing B-707-3J9CEP-SHE,3/169(0)
21 Apr 2005,"Near Baghdad, IraqMilitary - Bulgarian",Mil Mi-8?,11/11(0)
28 Apr 2005,"Pisco, PeruMilitary - Fuerza Del Peru",Let 410UVPEP-830,13/13(0)
02 May 2005,"Near Stratford, New ZealandAirwork NZ",Swearingen SA.227AC Metro IIIZK-POA,2/2(0)
05 May 2005,"Near Kisangani, Democratic Republic CongoKisangani Airlift",Antonov AN-26EK-26060,10/11(0)
07 May 2005,"Lockhart River, Queensland, AustraliaAero-Tropics",Swearingen SA-227AC Metro IIIVH-TFU,15/15(0)
16 May 2005,"El Portezulo, ArgentinaTransportes Aereos Don Carlos - Charter",Beech 65-A80 QueenaireCC-CFS,10/10(0)
18 May 2005,"Mongu, ZambiaMilitary - Zambia Air Force",Yunshuji Y-12AF-216,13/13(0)
25 May 2005,"Walungu, CongoCharter - Maniema Union (owner Victoria Air)",Antonov AN-12BP9Q-CVG,27/27(0)
02 Jun 2005,"Khartoom, SudanMarsland Aviation",Antonov AN-24BST-WAL,7/42(0)
16 Jul 2005,"Baney, Equatorial GuineaEcuatair",Antonov AN-24B3C-VQR,60/60(0)
02 Aug 2005,"Toronto, CanadaAir France",Airbus A-340F-GLZQ,0/309(0)
06 Aug 2005,"Off Palermo, ItalyTuninter",ATR-72-202TS-LBB,16/39(0)
10 Aug 2005,"Off Talinn, EstoniaCopterline",Sikorsky S-76COH-HCI,14/14(0)
14 Aug 2005,"Near Grammatikos, GreeceHelios Airways",Boeing 737-31S5B-DBY,121/121(0)
16 Aug 2005,"Near La Cucharita, VenezuelaWest Caribbean Airways",McDonnell Douglas MD-82HK-4374X,160/160(0)
23 Aug 2005,"Near Pucallpa, PeruTANS Peru",Boeing B-737-244OB-1809,40/98(0)
05 Sep 2005,"Medan, IndonesiaMandala Airlines",Boeing 737-230PK-RIM,99/117(44)
05 Sep 2005,"Isiro, Democtratic Republic CongoKavatshi Airlines",Antonov 26BER-AZT,11/11(0)
09 Sep 2005,"Near Brazzaville, CongoAir Kasai",Antonov AN-26A9Q-CFD,14/14(0)
04 Oct 2005,"Aru, Democratic Republic CogoWimbi Dira Airways",Antonov 12V9Q-CWC,2/100(0)
22 Oct 2005,"Lisa, NigeriaBellview Airlines",Boeing B-737-2L95N-BFN,117/117(0)
06 Dec 2005,"Tehran, IranMilitary - Islamic Republic of Iran Air Force",Lockheed C-130B Hercules5-8512,94/94(14)
08 Dec 2005,"Chicago, IllinoisSouthwest Airlines",Boeing B-737-7H4N471WN,0/103(1)
10 Dec 2005,"Near Port Harcourt, NigeriaSosoliso Airlines",McDonnell DC-9-325N-BFD,108/110(0)
19 Dec 2005,"Off Miami Beach, FloridaChalk's Ocean Airways",Grumman G73T Turbo MallardN2969,20/20(0)
23 Dec 2005,"Nardaran, AzerbaijanAzerbaijan Airlines",Antonov AN-140-100  4K-AZ48,23/23(0)
