Date,Location / Operator,Aircraft Type / Registration,Fatalities
05 Jan 1953,"Belfast, Northern IrelandBritish European Airways",Vickers Viking 610-1BG-AJDL,27/35(0)
07 Jan 1953,"Issaquah, WashingtonFlying Tiger Line",Douglas C-54B-10-DON86574,7/7(0)
07 Jan 1953,"Fish Haven, IdahoAssociated Air Transport",Curtiss C-46N1648M,40/40(0)
15 Jan 1953,"25 nm off Agrigento, ItalyMilitary -Royal Air Force",Vickers Valetta Mk1 / Avero LancasterVX562 / TX270,26/26(0)
26 Jan 1953,"Sinnai, Sardinia, ItalyLinee Aeree Italiane",Douglas DC-3I-LAIL,19/19(0)
02 Feb 1953,"Off Newfoundland, CanadaLancashire Aircraft Corporation (Skyways)",Avro 685 York 1G-AHFA,39/39(0)
03 Feb 1953,"Lai Chau, VietnamAir Outremer",Douglas C-47B-15-DKF-OAFR,18/18(0)
07 Feb 1953,"Bordeaux, FranceUTA",Douglas C-54A-5-DCF-BFGR,9/19(0)
09 Feb 1953,"Cairo, EgyptMilitary - Egyptian Air Force",Curtiss-Wright C-461001,29/40(0)
14 Feb 1953,"Off Mobile, AlabamaNational Airlines",Douglas DC-6N90893,46/46(0)
03 Mar 1953,"Karachi, PakistanCanadian Pacific Air Lines",de Havilland DH106 Comet 1ACF-CUN,11/11(0)
04 Mar 1953,"Windsor Locks, ConnecticutSlick Airways",Curtiss C-46FN4717N,2/2(0)
14 Mar 1953,"Kalasahar, IndiaOrient Airways",Convair CV-240-7AP-AEG,16/16(0)
17 Mar 1953,"Off Da Nang, VietnamAigle Azur",Douglas DC-3F-BEFG,8/8(0)
18 Mar 1953,"Random Island, NewfoundlandMilitary - U.S. Air Force",Convair RB-36H51-13721A,23/23(0)
20 Mar 1953,"Alvarado, CaliforniaTransocean Air Lines",Douglas DC-4  (C-54-10-DO)N88942,35/35(0)
27 Mar 1953,"Itapebi, BrazilTransportes Aéreos Salvador",de Havilland DH-114 Heron 1BPP-SLG,14/14(0)
29 Mar 1953,"Mtara, TanganyikaCentral African Airways",Vickers 616 Viking 1BVP-YEY,13/13(0)
10 Apr 1953,"Near Anchieta Island, BrazilREAL",Doublas Dc-3?,26/?(?)
10 Apr 1953,"Off Kingston, JamaicaCaribbean International Airways",Lockheed 18-56 LodeStarVP-JBC,13/13(0)
10 Apr 1953,"Miandivazo, MadagascarAir France",Junkers JU-5/-3mF-BALE,4/15(0)
14 Apr 1953,"Selleck, WashingtonMiami Airlines",Douglas DC-3 (C-47-DL)N65743,7/25(0)
14 Apr 1953,"Near Guwahati, IndiaAirways",Douglas C-47AVT-AUJ,3/3(0)
16 Apr 1953,"NW of Hanoi, VietnamAigle Azur",Douglas DC-3F-BESS,30/30(0)
20 Apr 1953,"San Francisco Bay, CaliforniaWestern Airlines",Douglas DC-6BN91303,8/10(0)
02 May 1953,"Near Jalalogori, West Bengal, IndiaBritish Overseas Airways",de Havilland DH106 Comet 1G-ALYV,43/43(0)
07 May 1953,"Off Hartland Point, EnglandMilitary - Royal Air Force",Vickers Valetta T-3WG258,10/10(0)
09 May 1953,"New Delhi, IndiaAir India",Douglas DC-3VT-AUD,18/18(0)
11 May 1953,"Prince Rupert, BC, CanadaCanadian Pacific Air Lines",Consolidated PBY-5A CatalinaCF-CRV,2/19(0)
17 May 1953,"Near Marshall, TexasDelta Air Lines",Douglas DC-3N28345,19/20(0)
24 May 1953,"St. Louis, MissouriMeteor Air",Douglas DC-3N53596,6/7(?)
25 May 1953,"Amsterdam, NetherlandsKLM Royal Dutch Airlines",Convair CV-240-4PH-TEI,0/34(2)
27 May 1953,"Goose Wade, RussiaAeroflot",Li-2 / Li-2TCCCP-L4534,20/20(0)
14 Jun 1953,"Near  Zugdidi, GeorgiaAeroflot",Ilyushin IL-2CCCP-L1375,18/18(0)
15 Jun 1953,"Near Reo Copiapo, ChileLAN Chile",Lockheed 18 LoadstarCC-CLD-0100,7/7(0)
15 Jun 1953,"San Ramon Mtns., Costa RicaLACSA",Douglas DC-3TI-1002,9/17(0)
16 Jun 1953,"Mount Phou-Lassy, French Indo-ChinaAigle Azur",Douglas DC-3F-BEST,34/34(0)
17 Jun 1953,"Sao Paulo, BrazilPanair do Brasil",Lockheed 049-46-21 ConstellationPP-PDA,17/17(0)
18 Jun 1953,"Tachikawa AFB, Tokyo, JapanMilitary - U.S. Air Force",Douglas C-124A Globemaster II51-137A,129/129(0)
12 Jul 1953,"Pacific Ocean, 325 miles east of Wake IslandTransocean Air Lines",Douglas DC-6AN90806,58/58(0)
17 Jul 1953,"Near Milton, FloridaMilitary - U.S. Navy",Fairchild R4Q-2131663,44/46(0)
27 Jul 1953,"Near Kanggye, North KoreaAeroflot",Ilyushin IL-12?,21/21(0)
03 Aug 1953,"Off Fethiye Point, TurkeyAir France",Lockheed L- 749A ConstellationF-BAZS,4/42(0)
03 Aug 1953,"Sharjah, United Arab EmiratesOrient Airways",Douglas DC-3AP-AAD,1/25(0)
05 Aug 1953,Off Irish coastMilitary - U.S. Air Force, Convair B-3652-1369,19/23(0)
18 Aug 1953,"Near San Diego, CaliforniaAerovias Contreras",Curtiss C-46AXA-GOT,2/2(0)
01 Sep 1953,"Near Barcelonnette, FranceAir France",Lockheed 749A ConstellationF-BAZZ,42/42(0)
01 Sep 1953,"Vail, WashingtonRegina Cargo Airlines",Douglas DC-3N19941,21/21(0)
08 Sep 1953,"San Andres, HondurasTACA",Douglas C-47AXH-TAR,3/3(0)
14 Sep 1953,"Chablekal, MexicoTransportes Aéreos Mexicanos",Douglas C-47AXA-GIC,1/2(0)
16 Sep 1953,"Albany, New YorkAmerican Airlines",Convair CV-240-0N94255,28/28(0)
25 Sep 1953,"Ankara, TurkeyDevlet Hava Yollari",Douglas DC-3TC-EGE,5/21(0)
28 Sep 1953,"Louisville, KentuckyResort Airlines",Curtiss C-46F-1-CUN66534,25/41(0)
14 Oct 1953,"Frankfurt, GermanySabena",Convair CV-240-12OO-AWQ,44/44(0)
17 Oct 1953,"Lai Chau, VietnamCompagnie Sila",Douglas C-47BF-VNAE,2/7(0)
19 Oct 1953,"New York City, New YorkEastern Air Lines",Lockheed 749A ConstellationN119A,2/27(0)
19 Oct 1953,"Near Monterrey, MexicoAerovias Contreras",Douglas C-46A-CU ( DC-3)XA-GOT,21/21(0)
27 Oct 1953,"Near Magadan, RussiaAeroflot",Ilyushin IL-12L1765,22/32(?)
29 Oct 1953,"Near Half Moon Bay, CaliforniaBritish Commonwealth Pacific Airlines",Douglas DC-6VH-BPE,19/19(0)
31 Oct 1953,"Kharkov. Ukraine, RussiaAeroflot",Li-2L4732,15/16(0)
03 Nov 1953,"Tarabuco, BoliviaLloyd Aereo Boliviano",Douglas DC-3CP-600,28/28(0)
11 Nov 1953,"Off Argyll, ScotlandMilitary - Royal Air Force",Avro Shackleton MR-2WL746,10/10(0)
04 Dec 1953,"Near Guaderrama, SpainAviaco",Bristol 170 Freighter 21EC-AEG,23/33(0)
12 Dec 1953,"Nagpur, IndiaIndian Airlines",Douglas DC-3VT-CHF,13/14(0)
15 Dec 1953,"	Tecpan Mt., GuatemalaAviateca",Curtiss C-46DTG-AQA,2/2(0)
15 Dec 1953,"Near Cairo, EgyptMisair",VC-VikingSU-AFK,6/6(?)
17 Dec 1953,"Guam, Mariana IslandsMilitary - U.S. Air Force",Boeing B-2944-87741,11/16(8)
19 Dec 1953,"Zurich, SwitzerlandSabena",Convair CV-240OO-AWO,1/44(0)
21 Dec 1953,"Dah-el-Kadeeb, SyriaSyrian Airways",Douglas DC-3YK-AAF,9/15(0)
