Date,Location / Operator,Aircraft Type / Registration,Fatalities
10 Jan 1930,"Brawnson, NebraskaBoeing Air Transport",Boeing 95NC184E,1/1(0)
13 Jan 1930,"Antananarivo, MadagascarAir Orient",Farman 190F-AJJK,3/3(0)
19 Jan 1930,"Oceanside, CaliforniaMaddux Airlines",Ford 5-AT-C Tri MotorNC9689,16/16(0)
25 Jan 1930,"Off Ceuta, SpainAeropostale",Latecoere 25F-AJCL,2/2(0)
27 Jan 1930,"Kansas City, MissouriCentral  Airlines (Universal Aviation Corporation)",Travel Air A6000A?,5/5(0)
03 Feb 1930,"Hartford, ConnecticutColonial Air Transport",Pitcairn PA-6 MailwingNC801H,1/1(0)
10 Feb 1930,"Marden, EnglandAir Union",Farman F-63F-FHMY,2/6(0)
18 Apr 1930,"Jersey City, New JerseyCanadian Colonial Airways",Fairchild 71NC9148,4/4(0)
10 May 1930,"Buenos Aires, ArgentinaAeropostale",Latecoere 28F-AJPD,3/4(0)
05 Jun 1930,"Boston, MassachusettsColonial Air Transport",Ford Tri-Motor 5NC9675,1/15(0)
07 Jul 1930,"Bornholm, DenmarkDeutsche Lufthansa",Dornier WalD-864,5/8(0)
10 Jul 1930,"Arkansas Pass, TexasCross Airways",Lockheed Vega 5NC-394H,5/5(0)
21 Jul 1930,"Near Meopham, Kent, EnglandWalcot Air Line",Junkers F-13geG-AAZK,6/6(0)
22 Aug 1930,"Iglau, CzechoslovakiaCeskoslovenske Aerolinie",Ford 5-AT-C Tri MotorOK-FOR,10/11(0)
11 Sep 1930,"Croydon, EnglandSabena",Sabca F-VIIOO-AIN,2/2(0)
25 Sep 1930,"Edmonton, Alberta, CanadaWestern Canada Airways",Boeing 40CF-AIN,3/3(0)
05 Oct 1930,"Near Beauvais, FranceMilitary - British Air Ministry",Royal Airship Works R-101G-FAAW,48/54(0)
06 Oct 1930,"Dresden, GermanyDeutsche Lufthansa",Messerschmitt M-20BD-1930,8/8(0)
12 Oct 1930,"La Rache, MoroccoAeropostale",Latecoere 28F-AJUU,4/4(0)
13 Oct 1930,"Perth, AustraliaWings Ltd",de Havilland DH.80 Puss MothVH-UPC,3/3(?)
28 Oct 1930,"Prince Rupert, BC, CanadaAlaska-Washington Airways",Lockheed VegaNC103W,3/3(0)
30 Oct 1930,"Near Neufchatel, FranceImperial Airways",Handley Page W-8G-EBIX,3/6(0)
30 Oct 1930,"Brookston, IndianaEmbry Riddle Company",Pitcairn PA-6 Mailwing?,1/1(0)
07 Nov 1930,"Off of Santos, BrazilSyndicato Condor",Junkers G-24P-BAHA,1/9(0)
18 Nov 1930,"Techachapi Mountains, CaliforniaPacific Air Transport",Boeing 40NC5340,3/3(?)
09 Dec 1930,"Shanghai, ChinaChina National Aviation Corporation",Loening C-W Air Yaht?,4/6(0)
