Date,Location / Operator,Aircraft Type / Registration,Fatalities
07 Jan 1939,"Paris, FranceSwissair",Douglas DC-2-115BHB-ITA,5/17(0)
13 Jan 1939,"Rio de Janeiro, BrazilSyndicato Condor",Junkers JU-52/3mPP-CAY,10/10(0)
13 Jan 1939,"Miles City, MontanaNorthwest Orient Airlines",Lockheed 14-H Super ElectraNC17389,4/4(0)
18 Jan 1939,"Katherine, AustraliaGuinea Airways",Lockheed 14 ElectraVH-ABI,4/4(0)
21 Jan 1939,Atlantic Ocean between N.Y. and BermudaImperial Airways,Short S-23 (flying boat)G-ADUU,3/13(0)
12 Feb 1939,"Juneau, AlaskaMarine Airways",Fairchild 71(amphibious)NC9777,6/6(0)
24 Feb 1939,"Near Roubien, FranceDeutsche Lufthansa",Junkers JU-52/3mD-ALUS,10/10(0)
14 Mar 1939,"Haren, BelgiumSabena",Junkers JU-52OO-AUA,3/3(0)
16 Mar 1939,"Manzanares, ColombiaDeutsche Lufthansa",Junkers JU-86?,8/8(0)
18 Mar 1939,"Near Adler, WashingtonBoeing Aircraft Company",Boeing 307 StratolinerNX19901,10/10(0)
26 Mar 1939,"Oklahoma City, OklahomaBraniff Airlines",Douglas DC-2-112NC13727,8/12(0)
03 Apr 1939,"Near Marrakech, MoroccoAir France",Caudron C.635 SimounF-AOOT,9/9(0)
01 May 1939,"Lumbo, MozambiqueImperial Airways",Short S-23 Empire Flying BoatG-ADVD,2/4(0)
02 May 1939,"Near Marrakech, MoroccoAir France",Dewoitine D-338F-ARIC,9/9(0)
08 May 1939,"Guayaquil, EcuadorMilitary - Ecuadorian Air Force",Curtiss-Wright C-14 Osprey?,1/1(22)
06 Jun 1939,"Schiphol, AmsterdamKLM Royal Duch Airlines",Douglas DC-2PH-AKN,0/4(1)
10 Jun 1939,"Vlissingen, The NetherlandsKLM Royal Dutch Airlines",Koolhoven FK.43PH-AJK,3/3(0)
20 Jun 1939, Forest-in-Teesdale. United Kingdom British American Air Services,de Havilland DH.89 Dragon RapideG-AERE,3/3(0)
20 Jul 1939,"Konstanz, SwitzerlandSwissair",Junkers JU86 Z-2HB-IXA,6/6(0)
04 Aug 1939,"Barcelona, SpainDeutsche Lufthansa",Junkers JU-52/3mD-AUJG,7/7(0)
13 Aug 1939,"Rio de Janerio, BrazilPan American World Airways",Sikorsky S43 (flying boat)NC16933,14/16(0)
15 Aug 1939,"Off Copenhagen, DenmarkBritish Airways",Lockheed 10 ElectraG-ASEY,5/6(0)
28 Aug 1939,"Lahore, IndiaIndian National Airways",De Havilland D-84VT-AEL,2/2(0)
30 Aug 1939,"Hannover, GermanyDeutsche Lufthansa",Junkers JU-52/3mD-AFOP,7/7(0)
26 Sep 1939,North SeaKLM Royal Dutch Airlines,Douglas DC-3PH-ASM,1/20(0)
10 Oct 1939," Calarmar, ColombiaScarta",Junkers W-34C-53,5/5(0)
20 Nov 1939,"Gosport, EnglandBritish Airways",Airspeed OxfordG-AFFM,2/2(?)
18 Dec 1939,South of GibraltarIberia Airlines,Junkers JU-52M-CABA,9/9(0)
21 Dec 1939,Off Malta-LuqaBritish Airways,Lockheed 14 Super ElectraG-AFYU,5/8(0)
24 Dec 1939,"Mogador, MoroccoLinee Aeree Italiane",Savoia-Marchetti SM83I-ARPA,7/7(0)
