Date,Location / Operator,Aircraft Type / Registration,Fatalities
05 Jan 2000,"Abuja, NigeriaSkypower Express Airways",Embraer 110P1A Bandeirante5N-AXL,1/16(1)
10 Jan 2000,"Niederhasli, SwitzerlandCrossair",Saab 340BHB-AKK,10/10(0)
13 Jan 2000,"Off Marsa el-Brega, LibyaAvisto",Shorts 360-300HB-AAM,22/41(0)
15 Jan 2000,"San Jose, Costa RicaTACA",Let 410UVP-EYS-09-C,5/20(0)
30 Jan 2000,"Off Abidjan, Ivory CoastKenya Airways",AirbusA310-3045Y-BEN,169/179(0)
31 Jan 2000,"Off Point Mugu, CaliforniaAlaska Airlines",McDonnell Douglas MD-83N963AS,88/88(0)
02 Feb 2000,"Tehran, IranMilitary - Islamic Republic of Iran Air Force",Lockheed C-130 Hercules?,8/8(0)
16 Feb 2000,"Sacramento, CaliforniaEmery Worldwide",McDonnell Douglas DC-8-71FN8079U,3/3(0)
05 Mar 2000,"Burbank, CalilforniaSouthwest Airlines",Boeing B-737-3T5N668SW,0/142(0)
09 Mar 2000,"Moscow, RussiaVologodskiye Airlines",Yakovlev YAK-40RA-88170,9/9(0)
17 Mar 2000,"Near Kuna Yala, PanamaAeroperlas",de Havilland Canada DHC-6 Twin Otter 300HP-1267APP,10/10(0)
17 Mar 2000,"Ennadai Lake, CanadaPoints North Air Services",Douglas C-47A-5-DKC-FNTF,2/2(0)
22 Mar 2000,"Herreira, SpainMilitary - Ejército del Aire",CASA 212-DE Aviocar 200TM-12D-73,7/7(0)
24 Mar 2000,"Kadirana, Sri LankaSky Cabs",Antonov AN-12 (freighter)RA-11302,6/8(2)
25 Mar 2000,"Huambo, AngolaUralex",Antonov AN-32D2-MAJ,3/33(0)
30 Mar 2000,"Near Anuradhapura, Sri LankaMilitary - Sri Lankan Air Force",Antonov An-26UR-79170,40/40(0)
05 Apr 2000,"Marianna, FloridaBankair",Learjet 35AN86BE,3/3(0)
19 Apr 2000,"Pepa ,CongoMilitary - Centrafricain Airlines",Antonov AN-8TL-ACM,24/24(0)
19 Apr 2000,"Samal Island, PhilippinesAir Philippines",Boeing B-737-2H4RP-C3010,131/131(0)
29 Apr 2000,"Bapi, Papua New GuineaNorth Coast Aviation",Britten-Norman BN-2A-20 IslanderP2-ISA,4/4(0)
02 May 2000,"Lyon Satolas, FranceNorthern Executive Aviation",Learjet 35AG-MURI,2/5(0)
03 May 2000,"Kurupung, GuyanaTrans Guyana Airways",Britten-Norman BN-2A-9 Islander8R-GAC,1/1(0)
10 May 2000,"Kaunakakai, HawaiiPrice Aircraft Company",Rockwell Sabreliner 65N241H,6/6(0)
17 May 2000,"Moanda, GabonAvirex",Beechcraft 1900C-1TR-LFK,3/10(0)
21 May 2000,"Near Wilkes-Barre, PennsylvaniaExecutive Airlines",BAe Jetstream 3101-31N16EJ,19/19(0)
25 May 2000,"Near Manila, PhilippinesPhilippine Air Lines",Airbus A.330-301F-OHZN,1/298(0)
31 May 2000,"Off Whyalla, AustraliaWhyalla Airlines",Piper PA-31-350 NavajoVH-MZK,8/8(0)
05 Jun 2000,"Accra, GhanaGhana Airlink",Fokker F-27 Friendship 600G-524,7/52(0)
22 Jun 2000,"Shitai, ChinaWuhan Airlines",Xian Yunshuji Y-7-100CB-3479,44/44(7)
23 Jun 2000,"Boca Raton, FloridaUniversal Jet Aviation",Learjet 55N220JC,3/3(0)
27 Jun 2000,"Off Shimano, JapanMilitary - Japanese Air Self-Defence Force",Kawasaki C-1A88-1027,5/5(0)
02 Jul 2000,"Off Cagayancillo, PhilippinesMilitary - Philippine Air Force",GAF Nomad N-22CN286,14/15(0)
08 Jul 2000,"Near Villahermosa, MexicoAerocaribe",British Aerospace  BAe Jetstream 32EPN912FJ,19/19(0)
09 Jul 2000,"Villavicencio, ColombiaCORAL Colombia",Curtiss C-46A-60-CSHK-851P,13/19(0)
13 Jul 2000,"Raleigh, North CarolinaWin Win Aviation",de Havilland Canada DHC-6 Twin Otter 200N201RH,1/3(0)
17 Jul 2000,"Patna, IndiaIndian Airlines/Alliance Airlines",Boeing B-737-2A8 AdvancedVT-EGD,55/58(5)
19 Jul 2000,"Linneus, MaineAirwave Transport",Grumman G-159 Gulfstream IC-GNAK,2/2(0)
20 Jul 2000,"Nassau, BahamasAllied Air Freight",Douglas C-47A-10-DKN54AA,2/2(0)
21 Jul 2000,"Maui, HawaiiBlue Hawaiian Helicopters",Aerospatiale AS355-F1N510TG,7/7(0)
25 Jul 2000,"Gonesse, FranceAir France",Aerospatiale BAe Concorde 101F-BTSC,109/109(4)
26 Jul 2000,"Mafraq, JordanMilitary - Royal Jordanian Air Force",Lockheed C-130H Hercules348,13/13(0)
27 Jul 2000,"Jodhura, NepalRoyal Nepal Airlines",de Havilland Canada DHC-6 Twin Otter 3009N-ABP,25/25(0)
02 Aug 2000,"Cubatao, BrazilAir taxi - Lider Air Taxi",Sikorsky S-76PT-HRD,6/6(0)
06 Aug 2000,"Puerto Montt, ChileMilitary - Fuerza Aérea de Chile",Casa 212-AB10 Aviocar230,14/14(0)
09 Aug 2000,"Burlington Township, New JerseyPatuxent Airways / Private",Piper Navajo PA-31/ Piper Seminole PA-44N27944 / N2225G,11/11(0)
12 Aug 2000,"Near Tshikapa, CongoStaer Air",Antonov AN-26B9Q-CJI,27/27(0)
23 Aug 2000,"Off Manama, BahrainGulf Air",Airbus A320-212A4O-EK,143/143(0)
02 Sep 2000,"Mount Montezuma, ColombiaMilitary - Fuerza Aérea Colombiana",Douglas C-47FAC1659,7/7(0)
04 Sep 2000,"Near Burketown, AustraliaCharter - Central Air",Beechcraft SKA 200VH-SKC,8/8(0)
