Date,Location / Operator,Aircraft Type / Registration,Fatalities
02 Jan 1952,"Andapa, MadagascarAir France",Junkers JU-52/3mF-BAMQ,6/11(0)
10 Jan 1952,"Com Edno, IrelandAer Lingus",Douglas DC-3EI-AFL,23/23(0)
19 Jan 1952,"Off Sandspit, BC, CanadaNorthwest Orient Airlines",Douglas DC-4N45342,36/43(0)
22 Jan 1952,"Elizabeth, New JerseyAmerican Airlines",Convair CV-240-0N94229,23/23(7)
04 Feb 1952,"Kikwit, Belgian CongoSabena",Douglas DC-3OO-CBN,15/15(0)
07 Feb 1952,"Kaneko, JapanMilitary - U.S. Air Force",Boeing B-29?,13/13(5)
11 Feb 1952,"Elizabeth, New JerseyNational Airlines",Douglas DC-6N90891,29/63(4)
16 Feb 1952,"Near Burgio, ItalyHunting Air Travel",Vickers 614 Viking 1G-AHPI,31/31(0)
19 Feb 1952,"Nagpur, IndiaDeccan Airways",Douglas DC-3VT-AXE,3/16(0)
19 Feb 1952,"Near Yaounde, CameroonSTAAP",Consolidated  32 Liberator IIF-BEFX,9/9(0)
28 Feb 1952,"Uberlandia,  BrazilPanair do Brasil",Douglas DC-3APP-PCN,8/8(0)
03 Mar 1952,"Nice, FranceAir France",SNCASE LanguedocF-BCUM,38/38(0)
10 Mar 1952,"Cebu, PhilippinesPhilippine Air Lines",Douglas C-47A-35-DLPI-C5,3/3(0)
12 Mar 1952,"Near Sequin, TexasMilitary - U.S. Air Force / U.S. Air Force",Boeing B-29 / Boeing B-29?,15/15(?)
22 Mar 1952,"Near Gaspe, Quebec, CanadaMaritime Central Airways",Douglas C-47-DLCF-BXZ,4/4(0)
22 Mar 1952,"Frankfurt, GermanyKLM Royal Dutch Airlines",Douglas DC-6PH-TPJ,45/47(0)
24 Mar 1952,"Near Gao, French West AfricaSociété Aérienne de Tr. Tropicaux",Lockheed 18 LodestarF-ARTE,17/21(0)
26 Mar 1952,"Moscow, RussiaAeroflot",??,70/70(0)
29 Mar 1952,"Near San Felipe, VenezuelaTACA",Douglas DC-3YV-C-AZU,12/12(0)
30 Mar 1952,"Baguio, PhilippinesPhilippine Air Lines",Douglas DC-3PI-C270,10/29(0)
05 Apr 1952,"New York, New YorkUS Airlines",Curtiss C-46F-1-CUN1911M,2/2(3)
09 Apr 1952,"Mihara Volcano, JapanJapan Air Lines",Martin 202N93043,37/37(0)
10 Apr 1952,"Agartala, IndiaKalinga Airlines",Douglas C-47AVT-DFN,4/4(0)
11 Apr 1952,"North of San Juan, Puerto RicoPan American World Airways",Douglas DC-4N88899,52/69(0)
18 Apr 1952,"Near Whittier, CaliforniaNorth Continental Airlines (Robin Airlines)",Curtiss C-46F-1CUN8404C,29/29(0)
29 Apr 1952,"Near Carolina, BrazilPan American World Airways",Boeing 377-10-26 StratocruiserN1039V,50/50(0)
30 Apr 1952,"Delhi,  IndiaDeccan Airways",Douglas DC-3VT-AUN,9/9(0)
05 May 1952,"Near Skien, NorwayFred Olsen Flyveselskap",Douglas C-47ALN-NAD,11/29(0)
09 May 1952,"Ipoh, MalaysiaGaruda Indonesia Airlines",Douglas DC-3PK-DPA,17/17(0)
13 May 1952,"Sao Paulo, BrazilVASP",Douglas DC-3PP-SPM,5/22(0)
24 May 1952,"Near Manaus, BrazilLoide Aéreo Nacional",Curtiss C-46APP-LDE,6/6(0)
26 May 1952,"Near Atar, MauritaniaBritish Overseas Airways",Handley Page HP-81 Hermes IVG-ALDN,1/18(0)
13 Jun 1952,Baltic SeaSwedish Air Force,Douglas DC-379001,8/8(0)
14 Jun 1952,"Near Brighton, East Sussex, EnglandMorton Air Services",Airspeed AS-65 ConsulG-AHFT,6/8(?)
24 Jun 1952,"Lakenheath AFB, EnglandMilitary - U.S. Air Force",Boeing B-50 Superfortress?,11/11(0)
25 Jun 1952,"Off Northumberland, North SeaMilitary - Royal Air Force",Avro Shackleton MR-1VP261,11/13(0)
18 Jul 1952,"Whiting Field, near Milton, FloridaMilitary - Navy",Fairchild packet (C119 flying boxcar)?,41/46(0)
27 Jul 1952,"Off Rio de Janeiro, BrazilPan American World Airways",Boeing 377 StratocruiserN1030V,1/27(0)
12 Aug 1952,"Palmeira de Goias, BrazilTransportes Areos Nacionales",Douglas DC-3PP-ANH,24/24(0)
21 Aug 1952,"Off Trapani, ItalyAirwork",Handley Page HP-81 Hermes 4AG-ALDF,7/57(0)
26 Aug 1952,"Near Khewra, West PakistanMilitary - Pakistan Air Force",Bristol 170 FreighterG783,18/18(0)
29 Aug 1952,"Kosti, SudanPhoenix Airlines",Douglas DC-2-115BZS-DFW,2/4(0)
06 Sep 1952,"Near Farnsborough, EnglandPrivate - de Havilland Aircraft",de Havilland 110WG235,1/1(29)
10 Sep 1952,"San Blas, PanamaSAM Colombia",Curtiss C-46?,46/46(0)
15 Sep 1952,"Wadi Halfa, SudanKalinga Airlines",Douglas C-47AVT-CGB,3/3(0)
05 Oct 1952,"Skvoritsy, RussiaAeroflot",Ilyushin IL-12L1328,21/21(0)
08 Oct 1952,"Off Tarbat Ness, ScotlandMilitary - Royal Air Force",Avro Shackleton MR-1VP286,14/14(0)
14 Oct 1952,"San Fransisco do Paula, BrazilAero Brasil",Douglas DC-3PP-AXJ,14/28(0)
16 Oct 1952,"Off Kangnung, South KoreaMilitary - U.S. Air Force",Curtiss-Wright C-46D-CU44-77538,25/25(0)
29 Oct 1952,"Near Flagstaff, ArizonaMilitary - U.S. Air Force",Boeing KC-97G Stratofreighter52-2711,16/16(0)
06 Nov 1952,"Lake Chad, ChadUnion Aeromaritime de Transport",Douglas C-54B-1-DCF-BFVO,5/6(0)
07 Nov 1952,"Near Summit, AlaskaMilitary - U.S. Air Force",Fairchild C-119C51-2560A,19/19(0)
14 Nov 1952,"Near Seoul, South KoreaMilitary - U.S. Air Force",Fairchild C-119C51-2551A,44/44(0)
15 Nov 1952,"Near Anchorage, AlaskaMilitary - U.S. Air Force",Fairchild C-119C51-2570,20/20(0)
17 Nov 1952,"Shepard, MontanaMilitary - U.S. Air Force",Fairchild C-119C-23-FA Flying Boxcar?,9/16(0)
22 Nov 1952,"Mount Gannett, AlaskaMilitary - U.S. Air Force",Douglas C-124A Globemaster51-107A,52/52(0)
28 Nov 1952,"Near Tacoma, WashingtonMilitary - U.S. Air Force",Douglas C-54G (DC-4)?,37/38(0)
06 Dec 1952,"Near Sofia, BugariaTABSO",Lisunov Li-2?,18/18(0)
06 Dec 1952,"Off Bermuda-Kindley Field, BermudaCubana de Aviacion",Douglas DC-4CU-T397,37/41(0)
20 Dec 1952,"Moses Lake, WashingtonMilitary - U.S. Air Force",Douglas C-124A Globemaster50-100,87/115(0)
21 Dec 1952,"Off Miami, FloridaRutas Aéreas Nacionales SA",Curtiss C-46DYV-C-ARC,3/3(0)
22 Dec 1952,"Damascus, SyriaSyrian Air",Douglas DC-3?,9/?(?)
25 Dec 1952,"Off Caracas, VenezuelaAvensa",Douglas DC-3YV-C-AVX,3/5(0)
25 Dec 1952,"Tehran, IranIran Air",Douglas DC-3EP-ACJ,27/29(0)
30 Dec 1952,"Chinmen Island, TaiwanPhilippine Air Lines",Douglas DC-3PI-C38,2/10(0)
