Date,Location / Operator,Aircraft Type / Registration,Fatalities
12 Jan 1927,"Estaires, FranceFokker",Fokker F-VIIG-EBPL,0/0(0)
20 Mar 1927,"Rabat, MoroccoGrands Express Aeriens",Breguet 14F-ALRA,1/1(0)
24 Mar 1927,"Tambo, Qld, AustraliaQantas",de Havilland DH-9CG-AUED,3/3(0)
15 Apr 1927,"King Hill, IdahoVarney Air Lines",SwallowSwallow?,1/1(0)
22 Apr 1927,"Floh, GermanyDeutsche Lufthansa",Fokker FG IIID-729,2/2(0)
22 Apr 1927,"Goshen, IndianaUS Aerial Mail Service",Douglas M-4626,1/1(0)
02 May 1927,"Algiers, AlgeriaAir Union",SPCA Meteore 63F-AIFN,1/3(0)
27 Jul 1927,"Amoneburg, GermanyDeutsche Lufthansa",Junkers F-13D-206,5/5(0)
22 Aug 1927,"Sevenoaks, EnglandKLM Royal Dutch Airlines",Fokker F-VIIIH-NADUH-NADU,1/11(0)
03 Sep 1927,"Willington, ConnecticutColonial Air Transport",Fokker UniversalNC52  	NC52,1/1(0)
17 Sep 1927,"Hadley, New JerseyReynolds Airways",Fokker F-VIINC776,7/12(0)
17 Sep 1927,Atlantic OceanPrivate,Fokker F7NX703,3/3(0)
23 Sep 1927,"Schleiz, GermanyDeutsche Lufthansa",Dornier MerkurD-585,6/6(0)
06 Oct 1927,"Thies, MauritaniaLignes Aeriennes Latecoere",Breguet 14F-AGBN,2/2(0)
30 Oct 1927,"New Brunswick, New JerseyColonial Air Transport",Fairchild FC-2?,4/4(0)
08 Nov 1927,"Strasburg, FranceCIDNA",Farman F-121 JabiruF-AIBR,1/1(0)
16 Nov 1927,Over the Gulf of FinlandAero O-Y,Junkers F-13K-SALD,6/6(0)
29 Nov 1927,"Corunna, IndianaNational Air Transport",Douglas M-4NC62  	NC1062,1/1(0)
28 Dec 1927,"Almeria, SpainAeropostale",Breguet 14F-AFGS,1/1(0)
31 Dec 1927,"Near Marseille,FranceLatecoere Airlines",Latécoère 23 (flying boat)F-AIHP,5/5(0)
