Date,Location / Operator,Aircraft Type / Registration,Fatalities
01 Jan 1974,"Near Turin, ItalyItavia",Fokker F-28 Fellowship 1000I-TIDE,38/42(0)
06 Jan 1974,"Johnstown, PennsylvaniaAir East",Beechcraft 99AN125AE,12/17(0)
06 Jan 1974,"Unduavi, BoliviaServicios Aéreos Boliviano",Curtiss C-46FCP-990,4/4(0)
06 Jan 1974,"Mukachevo, UkraineAeroflot",Antonov AN-24VCCCP-46357,24/24(0)
09 Jan 1974,"Near Nevia, ColombiaSATENA",Hawker Siddeley HS 748-260FAC-1103,31/31(0)
10 Jan 1974,"La Paz, BoliviaTAM (Bolivia)",Douglas C-54TAM-52,24/24(0)
17 Jan 1974,"Cigorodo, ColombiaCessnyca",Douglas DC-3AHK-1216,14/14(0)
26 Jan 1974,"Izmir, TurkeyTurkish Airlines (THY)",Fokker F-28 Fellowship 1000TC-JAO,66/73(0)
30 Jan 1974,"Pago Pago, American SamoaPan American World Airways",Boeing B-707-321BN454PA,97/101(0)
02 Feb 1974,"Near Honolulu, HIPan American World Airways",Boeing B-747N732PA,1/298(0)
09 Feb 1974,"Near Souda, CreteMilitary - West German Air Force",Transall C-160D50-63,35/40(0)
22 Feb 1974,"Baltimore, MarylandDelta Air Lines",Mc Donnell Dougals DC-9?,1/15(0)
23 Feb 1974,"San Francisco de Moxos,  BoliviaSAVCO",Curtiss C-46A-45-CUCP-1052,7/7(0)
03 Mar 1974,"Near Ermenonville, FranceTurkish Airlines (THY)",McDonnell Douglas DC-10-10TC-JAV,346/346(0)
08 Mar 1974,"Hanoi, VietnamPathet Lao Airlines",Antonov An-24XW-TCA,18/18(0)
13 Mar 1974,"Bishop, CaliforniaSierra Pacific Airlines",Convair CV-440N4819C,36/36(0)
15 Mar 1974,"Tehran, IranSterling Airways",Aerospatiale Caravelle 10B3OY-STK,15/96(0)
04 Apr 1974,"Francistown, BotswanaWenela Air Services",Douglas DC-4A2-ZER,78/84(0)
22 Apr 1974,"Grogak, Bali, IndonesiaPan American World Airways",Boeing B-707-321CN446PA,107/107(0)
27 Apr 1974,"Near Leningrad, USSRAeroflot",Ilyushin IL-18BCCCP-75559,109/109(0)
30 Apr 1974,"Galveston, TexasHouston Metro Airlines",Beechcraft 99N853SA,6/12(0)
02 May 1974,"Banos, EcuadorAero Taxis Equatorianos",Douglas C-47HC-AUC,22/24(0)
06 May 1974,"Nurnberg, GermanyFragtflug",Douglas DC-6ATF-OAE,3/3(0)
23 May 1974,"Springfield, IllinoisSaturn Airways",Lockheed L-100-30 HerculesN14ST,3/3(0)
23 May 1974,"Kiev, Ukraine, USSRAeroflot",Yakovlev YAK-40CCCP-87579,29/29(0)
31 May 1974,"Rankin Inlet, CanadaLambair",Bristol 170 Freighter 31ECF-QWJ,2/2(0)
08 Jun 1974,"Monte San Isidro,  ColombiaAerolineas TAO",Vickers Viscount 785DHK-1058,44/44(0)
27 Jun 1974,"Battambang, Khmer RepublicCambodia Air",Boeing 307B-1 StratolinerXW-TFR,19/39(0)
30 Jun 1974,"Umiat, AlaskaAlaska Helicopter - Air Taxi",Fairchild Hiller FH1100N8679,5/5(0)
24 Jul 1974,"Bogota, ColombiaAeronorte Colombia",Douglas DC-4HK-728,3/3(0)
27 Jul 1974,"Near Moc Hoa, VietnamAir Amercia",Fairchild C-123KST-4,5/5(0)
05 Aug 1974,"Mt. Apica, PQ, CanadaLaurentian Air Services",Douglas DC-3C-FTAT,5/11(0)
11 Aug 1974,"Near Ouagadougou, Upper VoltaAir  Mali",Ilyushin IL-18BTZ-ABE,47/60(0)
12 Aug 1974,"Cali, ColombiaAVIANCA",Douglas C-47-DLHK-508,27/27(0)
14 Aug 1974,"Margarita Island, VenezuelaLinea Aeropostal Venezolana",Vickers Viscount 749YV-C-AMX,49/49(0)
18 Aug 1974,"Near Kisangani, ZaireMilitary - Zairean Air Force",Lockheed C-130H9T-TCD,31/31(0)
07 Sep 1974,"Tandjung-karang, IndonesiaGaruda Indonesia Airlines",Fokker F-27 Friendship 600PK-GFJ,36/39(0)
08 Sep 1974,"Ionian Sea , off Kefallinia, GreeceTrans World Airlines",Boeing B-707-331BN8734,88/88(0)
11 Sep 1974,"Near Charlotte, North CarolinaEastern Air Lines",McDonnell Douglas DC-9-31N8984E,70/82(0)
15 Sep 1974,"Phan Rang, South VietnamAir Vietnam (South Vietnam)",Boeing B-727-121CXV-NJC,75/75(0)
19 Oct 1974,"Calapan, PhilippinesMabuhay Airways",Douglas DC-3RP-C643,1/8(0)
27 Oct 1974,"Old Man's Camp, AlaskaAlaska International Air",Lockheed L-100 HerculesN102AK,4/4(0)
28 Oct 1974,"Pagosa Springs, ColoradoHlavka Aviation - Air Taxi",Beechcraft 95-B55N414K,2/2(0)
01 Nov 1974,"Near Surgut, RussiaAeroflot",Antonov An-2 / Mil Mi-8TCCCP-70766,38/38(0)
15 Nov 1974,"Manila, PhilippinesOrient Air System and Integrated Services",Douglas C-47A-30RP-C570,1/8(0)
20 Nov 1974,"Near Nairobi, KenyaLufthansa",Boeing B-747-130D-ABYB,59/157(0)
20 Nov 1974,"Soddu, EthiopiaEthiopian Airlines",Douglas DC-3ET-AAR,2/24(0)
22 Nov 1974,"Barcelona, SpainAlpa Servicios Aéreos",Cessna 500 Citation IEC-CGG,4/4(0)
01 Dec 1974,"Near Berryville, VirginiaTrans World Airlines",Boeing B-727-231N54328,92/92(0)
01 Dec 1974,"Bear Mountain,  Thiells, New YorkNorthwest Orient Airlines",Boeing B-727-251N274US,3/3(0)
04 Dec 1974,"Irkutsk, RussiaAeroflot",Antonov An-2 / Antonov An-1249342/12985,13/18(0)
04 Dec 1974,"Near Maskeliya, Sri LankaMartinair Holland NV",McDonnell Douglas DC-8-55FPH-MBH,191/191(0)
11 Dec 1974,"Near Old Harbors, AlaskaKodiak Airways",Grumman G-21N1583V,5/5(0)
12 Dec 1974,"Near Moc Hoa, South VietnamMilitary - Vietnamese Air Force",Boeing Vertol CH-47 (helicopter)?,54/54(0)
14 Dec 1974,"Bukhara, UzbekistanAeroflot",Yakovlev 40CCCP-87630,7/19(0)
22 Dec 1974,"Maturin, VenezuelaAerovias Venezolanas SA (Venezuela)",McDonnell Douglas DC-9-14YV-C-AVM,77/77(0)
29 Dec 1974,"Near Sibiu, RomaniaTarom",Antonov AN-24RVYR-AMD,33/33(0)
29 Dec 1974,"Tikal, GuatemalaEdwin Ortiz",Lockheed 18 LodeStarTG-HTM,24/24(0)
