Date,Location / Operator,Aircraft Type / Registration,Fatalities
10 Jan 1941,Mediterranean SeaLATI,Savoia-Marchetti SM-83I-AREM,16/16(0)
15 Jan 1941,"Off  Fernando de Noronha, BrazilLATI",Savoia-Marchetti SM-75I-BAYR,10/10(0)
17 Jan 1941,"Near Nagyvarad, HungaryMalert Airlines",Junkers JU-52/3mHA-JUA,12/16(0)
20 Jan 1941,"Near Kian, ChinaChina National Aviation Corporation",Ford 5-AT Tri-Motor23,5/6(0)
23 Jan 1941,"Near Robertson, MissouriTrans Continental and Western Air",Douglas DC-3-3NC17315,2/13(0)
06 Feb 1941,"Armstrong, ON, CanadaTrans Canada Air Lines",Lockheed 14-H2 Super ElectraCF-TCP,12/12(0)
26 Feb 1941,"Atlanta, GeorgiaEastern Air Lines",Douglas DC-3NC28394,9/16(0)
01 Mar 1941,"Trontheim, NorwayDeutsche Lufthansa",Junkers JU-52/3mD-AQUB,3/12(0)
28 Mar 1941,"Elands Bay, South AfricaSouth African Airways",Lockheed 18 LodestarZS-AST,10/10(0)
03 Jun 1941,Atlantic OceanGreat Western and Southern Air Lines,de Havilland DH-84 DragonG-ACPY,6/6(0)
18 Jun 1941,"Bucharest, RomaniaLARES",Douglas DC-3YR-PAF,0/18(0)
21 Jun 1941,Sea of JapanManchurian Air Lines,Mitsubishi MC-20M-604,18/18(0)
30 Jul 1941,"Rome, ItalyAla Littoria",Macchi C.100I-PACE,5/25(0)
10 Aug 1941,"Arran, ScotlandMilitary -Royal Air Force",Consolidated LB-30A LiberatorAM261,22/22(0)
14 Aug 1941,"Ayr, ScotlandMilitary - Royal Air Force",Consolidated LB-30A LiberatorAM260,22/22(0)
18 Aug 1941,"Near Sao Paulo, BrazilPanair do Brasil",Lockheed 18 LodeStarPP-PBD,8/14(0)
27 Aug 1941,"Coen, AustralilaAirlines of Australia",de Havilland DH.80 Puss MothVH-UQL,3/3(0)
01 Sep 1941,"Campbeltown, Argyll, ScotlandBritish Overseas Airways",Consolidated 32-2 Liberator IAM-915,10/10(0)
01 Sep 1941,"Bollemont, FranceAir France",Bloch 220F-AQNL,15/17(0)
03 Oct 1941,"San Juan, Puerto RicoPan American World Airways",Sikorsky S-42B (flying boat)NC15376,2/15(0)
28 Oct 1941,"Near Petrich, bulgariaDeutsche Lufthansa",Junkers JU-53/3mD-AUXZ,13/13(0)
30 Oct 1941,"Near Moorhead, MinnesotaNorthwest Orient Airlines",Douglas DC-3NC21712,14/15(0)
30 Oct 1941,"St. Thomas, Ontario, CanadaAmerican Airlines",Douglas DC-3NC25663,20/20(0)
29 Nov 1941," Chardzhou, TurkmenistanAeroflot", Tupolev ANT-6CP-L2010,7/36(0)
11 Dec 1941,"Miami, FloridaPan American Airways",?NC21V,3/3(0)
26 Dec 1941," Baiserke, KazakhstanAeroflot", Tupolev ANT-6CCCP-L3043,26/34(0)
29 Dec 1941,"Sabang, IndonesiaBOAC",Short S-23 Empire Flying Boat G-ADUX,4/4(0)
