Date,Location / Operator,Aircraft Type / Registration,Fatalities
09 Jan 1964,"Zarate, ArgentinaAerolineas Litoral Argentina",Douglas DC-3LV-FYJ,28/30(0)
03 Feb 1964,"Near Ankara, TurkeyTurkish Airlines (THY)",Douglas C-47ATC-ETI,3/3(0)
03 Feb 1964,"Gainsville, FloridaSouth Central Airlines",Beech D18SN2999,10/10(0)
04 Feb 1964,"Yacuiba, BoliviaLloyd Aéreo Boliviano",Douglas DC-3CP- 568,2/29(0)
18 Feb 1964,"Banihal Pass, IndiaMilitary - Indian Air Force",Ilyushin IL-14?,13/13(0)
21 Feb 1964,"Marawi, PhilippinesPhilippine Air Lines",Douglas DC-3PI-C97,31/32(0)
25 Feb 1964,"Lake Pontchartrain, New Orleans, LouisianaEastern Air Lines",McDonnell Douglas DC-8-21N8607,58/58(0)
27 Feb 1964,"Oita, JapanFuji Airlines",Convair CV-240-0JA5098,20/42(0)
29 Feb 1964,"Near Innsbruck, AustriaBritish Eagle International Airlines",Bristol Britannia 312G-AOVO,83/83(0)
01 Mar 1964,"Near Zephyr Cove, NevadaParadise Airlines",Lockheed 049 ConstellationN86504,85/85(0)
04 Mar 1964,"Barrackpore, IndiaMilitary - Indian Air Force",Fairchild C-119?,22/22(0)
08 Mar 1964,Near Chicago IllinoisSnow Valley Ski Lines,Douglas DC-3N410D,1/30(0)
08 Mar 1964,"Bogota, ColombiaTaxi Aereo de Santander",Douglas DC-3HK-862,28/28(0)
10 Mar 1964,"Boston, MassachutesSlick Airways - Cargo",Douglas DC-4N384,3/3(0)
12 Mar 1964,"Miles City, MontanaFrontier Airlines",Douglas DC-3CN61442,5/5(0)
20 Mar 1964,"Near Danbury, North CarolinaCommercial Air Taxi",Piper PA-23N4320P,3/3(0)
28 Mar 1964,"Mt. Vesuvius, ItalyAlitalia",Vickers Viscount 785DI-LAKE,45/45(0)
28 Mar 1964,North Pacific OceanPrivate - Facilities Management Co.,Douglas C-54A-10-DCN4726V,9/9(0)
12 Apr 1964,"Hargeisa, SomaliaAden Airways",Douglas DC-3VR-AAM,15/15(0)
17 Apr 1964,"Elim, AlaskaWein Alaska Airlines Inc.",Cessna 185N9984X,2/2(0)
17 Apr 1964,"Dhahran, Saudi ArabiaMiddle East Airlines",Sud Aviation Caravelle 3OD-AEM,49/49(0)
07 May 1964,"San Ramon, CaliforniaPacific Air Lines",Fairchild F-27AN2770R,44/44(0)
08 May 1964,"Near Lima, PeruFuerza Aérea Argentina",Douglas C-54T-47,46/49(0)
11 May 1964,"Papanga, PhilippinesMilitary - U.S. Air Force",Boeing C-135B62-0332,79/84(0)
20 May 1964,"Sibuco Point ,PhilippinesPhilippine Air Lines",de Havilland Canada DHC-3 OtterPI-C51,11/11(0)
27 May 1964,"Itapecerica da Serra, BrazilVASP",Douglas C-47-DL (DC-3)PP-SPZ,3/3(0)
13 Jun 1964,"Jeddah, Saudia ArabiaJeddah, Saudia ArabiaSaudi Arabian Airlines",Douglas C-47AHZ-AAN,2/2(0)
20 Jun 1964,"Taichung, TaiwanCivil Air Transport",Curtiss C-46-CUB-908,57/57(0)
21 Jun 1964,"Off Palma de Mallorca, SpainTASSA",Douglas DC-3EC-AQH,1/28(0)
08 Jul 1964,"Knoxville, TennesseeUnited Air Lines",Caravelle VIRN1007U,1/53(0)
09 Jul 1964,"Parrottsville, TenneseeUnited Air Lines",Vickers Viscount 745DN7405,39/39(0)
16 Jul 1964,"Richmond, VirginiaEastern Air Lines",Douglas DC-7BN809D,0/76(0)
31 Jul 1964,"Near Nashville, TenneseePrivate",Beechcraft 35-B33 DebonairN8972M,2/2(0)
22 Aug 1964,"Near Tipuani, BoliviaServicios Aéreos Cochabamba",Douglas C-47A-25-DKCP-680,4/4(0)
