Date,Location / Operator,Aircraft Type / Registration,Fatalities
01 Jan 1985,"Near La Paz, BoliviaEastern Air Lines",Boeing B-727-225 AdvN819EA,29/29(0)
09 Jan 1985,"Kansas City, KansasTPI International Airways",Lockheed L-188AF ElectraN357Q,3/3(0)
18 Jan 1985,"Jinan, ChinaCAAC",Antonov AN-24BB-434,38/41(0)
19 Jan 1985,"Havana, CubaCubana de Aviacion",Ilyushin IL-18DCU-T899,38/38(0)
20 Jan 1985,"Carson, New MexicoAir Taxi - EMS",Bell 206 L-1N40TE,3/3(0)
21 Jan 1985,"Reno, NevadaGalaxy Airlines",Lockheed L-188A ElectraN5532,70/71(0)
22 Jan 1985,"Off Puerto Castilla, HondurasMilitary - U.S. Air Force",Lockheed C-130A56-0501,21/21(0)
23 Jan 1985,"Cerro el Plateado, ColombiaAerolineas Centrales de Colombia",de Havilland Canada DHC-6 Twin Otter 300HK-1910,23/23(0)
23 Jan 1985,"Near Buga, ColombiaAIRES Colombia",Embraer 110P1 BandeiranteHK-2638,17/17(0)
01 Feb 1985,"Minsk, Belarus, USSRAeroflot",Tupolev TU-134ACCCP-65910,58/80(0)
04 Feb 1985,"Soldotna, AlaskaNorth Pacific Airlines",Beech Queen Air 65-A80N50NP,9/9(0)
19 Feb 1985,"300 nm NW of San Francisco, CaliforniaChina Airlines (Taiwan)",Boeing B-747-SP-09N4522V,0/274(0)
19 Feb 1985,"Near Durango, Vizcaya, SpainIberia Airlines",Boeing B-727-256EC-DDU,148/148(0)
22 Feb 1985,"Timbuktu, MaliAir Mali",Antonov AN-24VTZ-ACT,50/51(0)
25 Feb 1985,"Near Valdez, AlaskaMilitary - U.S. Air Force",Boeing RC-135T55-3121,3/3(0)
12 Mar 1985,"Fort Hood, TexasMilitary - U.S. Air Force",Lockheed C-130E Hercules64-0549,6/6(0)
28 Mar 1985,"Near Florencia, ColombiaSATENA",Fokker F-28 Fellowship 3000FAC-1140,46/46(0)
11 Apr 1985,"Salta, ArgentinaYPF",HS-125-700BLV-ALW,7/7(0)
15 Apr 1985,"Near Phuket, ThailandThai Airways",Boeing B-737-200HS-TBB,11/11(0)
16 Apr 1985,"Las Cruces, New MexicoAmerican Airlines",Boeing B-727-227N718AA,0/89(0)
20 Apr 1985,"Santa Rosa, BoliviaCarga Aereo Transportada",Convair CV-440CP-1489,4/4(0)
20 Apr 1985,"Kulusuk, GreenlandAeronica",Fokker F-27 Friendship 100YN-BZF,2/5(0)
03 May 1985,"Near L'vov, Ukraine, USSRAeroflot / Soviet Air Force",Tupolev TU-134A / Antonov An-26CCCP65856/26492,76/76(0)
06 May 1985,"Off Tanegashima, JapanMilitary - U.S. Marine Corps",CH-53D157138,17/17(0)
28 May 1985,"Cabimas, VenezuelaAvensa",Convair CV-580YV-84C,2/13(0)
31 May 1985,"Nashville, TennesseeGeneral Aviation Inc.",Grumman G-159 Gulfstream IN181TG,2/2(0)
14 Jun 1985,"Athens, GreeceTrans World Airlines",Boeing B-727-231N64339,1/153(0)
23 Jun 1985,"Juara, BrazilTABA",Embraer 110P BandeirantePT-GJN,17/17(0)
23 Jun 1985,"Atlantic Ocean, 110 miles West of IrelandAir India",Boeing B-747-237BVT-EFO,329/329(0)
10 Jul 1985,"Near Uchuduk, Uzbekistan, USSRAeroflot",Tupolev TU-154B-2CCCP-85311,200/200(0)
24 Jul 1985,"Leticia, ColombiaFuerza Aérea Colombiana",Douglas DC-6BFAC-902,80/80(0)
02 Aug 1985,"Ft. Worth-Dallas, TexasDelta Air Lines",Lockheed L-1011-1 TriStarN726DA,134/163(1)
12 Aug 1985,"Mt. Osutaka, near Ueno Village, JapanJapan Air Lines",Boeing B-747-SR46JA8119,520/524(0)
12 Aug 1985,"Mulia, IndonesiaMerpati Nusantara Airlines",de Havilland Canada DHC-6 Twin Otter 300PK-NUG,8/19(0)
15 Aug 1985,"Aden, YemenAlyemda Airlines",Boeing 707-336C7O-ACO,3/73(0)
22 Aug 1985,"Manchester, EnglandBritish Airtours",Boeing B-737-236G-BGJL,55/137(0)
25 Aug 1985,"Auburn, MaineBar Harbor Airlines",Beechcraft 99N300WP,8/8(0)
27 Aug 1985,"Beale AFB, CaliforniaMilitary - U.S. Air Force",Boeing KC-135A59-1443,7/7(0)
04 Sep 1985,"Near Kandahar, AfghanistanAriana Afghan Airlines",Antonov AN-26YA-BAM,52/52(0)
06 Sep 1985,"Milwaukee, WisconsinMidwest Express",McDonnell Douglas DC-9-14N100ME,31/31(0)
22 Sep 1985,AfghanistanMilitary - Soviet Air Force,Antonov AN-12?,26/26(0)
25 Sep 1985,"Near Kharkov, UkraineMAP",Antonov An-12CCCP-69321,9/9(0)
29 Sep 1985,"Jenkinsburg, GeorgiaAir Carriers Express Services Inc",Cessna 208 Caravan IN551CC,17/17(0)
09 Oct 1985,"Vitória da Conquista, BrazilNordeste Linhas Aéreas",Embraer 110C BandeirantePT-GKA,2/2(0)
10 Oct 1985,"Off South Head, AustraliaPel Air",IAI 1124 WestwindVH-IWJ,2/2(0)
11 Oct 1985,"Near Kutayissi, USSRAeroflot",Yakovlev YAK-40CCCP-87803,14/14(0)
11 Oct 1985,"Near Beni, BoliviaSabeni",Curtiss C-46DCP-1593,2/2(0)
11 Oct 1985,"Homer City, PennsylvaniaMountain Air Cargo",de Havilland Canada DHC-6 Twin Otter 200N3257,1/1(0)
12 Oct 1985,"Putao, MyanmarBurma Airways",Fokker F-27 Friendship 600XY-ADS,4/4(0)
15 Nov 1985,"Dothan, AlabamaMilitary - U.S. Air Force",Convair CV-34054-2817,4/4(0)
21 Nov 1985,"Near Sibyak, IndonesiaMilitary - Indonesian Air Force",Lockheed C-130H HerculesA-1322,11/11(0)
24 Nov 1985,"Luqa, MaltaEgyptAir",Boeing B-737-266SU-AYH,60/103(0)
25 Nov 1985,"Near Luassingua, AngolaMilitary - Angolan Air Force",Antonov AN-26CCCP-11747,22/22(0)
12 Dec 1985,"Gander, Newfoundland, CanadaArrow Airways",McDonnell Douglas DC-8 Super 63PFN950JW,256/256(0)
30 Dec 1985,"Near Dhangadhi, NepalMilitary - Royal Nepalese Air Force",Short SC7- SkyvanRAN-23,25/25(0)
31 Dec 1985,"De Kalb, TexasPrivate",Douglas DC-3N711Y,7/9(0)
