Date,Location / Operator,Aircraft Type / Registration,Fatalities
05 Jan 1970,"Stockholm, SwedenSpantax",Convair CV-990-30A-5EC-BNM,5/10(0)
12 Jan 1970,Near Villia GreeceMilitary - Royal Hellenic Air Force,Douglas C-47?,23/27(0)
13 Jan 1970,"Faleolo, Western SamoaPolynesian Airlines",Douglas DC-35W-FAC,32/32(0)
14 Jan 1970,"Mt. Pumacona, PeruFaucett",Douglas DC-4OB-R-776,28/28(0)
25 Jan 1970,"Near Delhi, IndiaRoyal Nepal Airlines",Fokker F-27 Friendship 2009N-AAR,1/23(0)
25 Jan 1970,"Near Poza Rica, MexicoCharter -Federal Electricity Commission",Convair CV-240-2XB-DOK,18/19(0)
28 Jan 1970,"Near Batagai, RussiaAeroflot",Antonov AN-24CCCP-47701,34/34(0)
28 Jan 1970,"Cleveland, OhioTAG Airlines",De Havilland DoveN2300H,9/9(0)
29 Jan 1970,"Near Murmansk, RussiaAeroflot",Tupolev TU-124CCCP-45083,11/11(0)
04 Feb 1970,"Apuseni mountains, RomaniaTarom",Antonov AN-24VYR-AMT,21/22(0)
04 Feb 1970,"Near Corrientes, ArgentinaAerolineas Argentinas",Hawker Siddeley HS-748 1LV-HGW,37/37(0)
06 Feb 1970,"Near Samarkand, USSRAeroflot",Ilyushin IL-18VCCCP-75798,92/106(0)
10 Feb 1970,"Long Island Sound, ConnecticutPilgrim Airlines",de Havilland Canada DHC-6 Twin Otter 100N124PM,5/5(0)
12 Feb 1970,"Puerto Infrida, ColombiaLineas Aéreas La Urraca",Douglas DC-3 (C-47-DL)HK-1270,12/12(2)
15 Feb 1970,"Off Santo Domingo, Dominican RepublicCompania Dominicana de Aviacion",McDonnell Douglas DC-9-32HI-177,102/102(0)
19 Feb 1970,CongoAir Congo,Douglas DC-39Q-CUD,17/17(0)
21 Feb 1970,"Zurich, SwitzerlandSwissair",Convair CV-990-30A-6HB-ICD,47/47(0)
06 Mar 1970,"St. Moritz, SwitzerlandBavaria Flug",Handley Page Jetstream 1D-INAH,11/11(0)
14 Mar 1970,"Belem Bay, BrazilParaense Transportes Aereos",Fairchild-Hiller FH-227BPP-BUF,38/40(0)
16 Mar 1970,"Near Da Nang, South VietnamMilitary - U.S. Navy",Lockheed EC-121P145927,23/31(0)
26 Mar 1970,"Colorado City, ArizonaGrand Canyon Airlines",Piper PA-32N4121R,6/6(0)
01 Apr 1970,"Novosibirsk, RussiaAeroflot",Antonov AN-24VCCCP-47751,45/45(0)
01 Apr 1970,"Casablanca, MoroccoRoyal Air Maroc",Aerospatiale Caravelle 3CN-CCV,61/82(0)
04 Apr 1970,"Zaporozhye, UkraineAeroflot",Ilyushin IL-14PCCCP-52002,7/35(0)
21 Apr 1970,"Manila, PhilippinesPhilippine Air Lines",Hawker Siddeley HS-748-209PI-C-1022,36/36(0)
25 Apr 1970,"Rivolto, ItalyMilitary - Italian Air Force",Fairchild C-119GMM52-6018,17/19(0)
28 Apr 1970,"Kainatu,  New GuineaTrans Australia Airlines",de Havilland Canada DHC-6 Twin Otter 100VH-TGR,8/11(0)
02 May 1970,"Near St. Croix, US Virgin IslandsAntillean Airlines",McDonnell Douglas DC-9-33CFN935F,23/63(0)
04 May 1970,"Hamilton AFB, CaliforniaMilitary - U.S. Air Force",Convair CV-24052-5822,13/14(0)
06 May 1970,"Mogadishu, SomaliaSomali Airlines",Vickers 785D Viscount6O-AAJ,5/30(0)
09 May 1970,"Iligan, PhilippinesPhilippine Air Lines",Fokker F-27 Friendship 100PI-C532,1/33(0)
09 May 1970,"Pellston, MichiganExecutive Jet Sales Inc.",Gates Learjet 23N434EJ,6/6(0)
15 May 1970,"Kishiniev, Moldavia, USSRAeroflot",Antonov AN-10CCCP11149,11/11(0)
26 May 1970,"Near Tegucigalpa, HondurasAeroservicios",de Havilland DH-114 Heron 1BHR-ASN,6/6(0)
30 May 1970,"Chamblee, GeorgiaLehigh Acres Development Inc.",Martin 404N40412,1/33(5)
01 Jun 1970,"Tripoli, LibyaCeskoslovenske Aerolinie",Tupolev TU-104AOK-NDO,13/13(0)
02 Jun 1970,"Roxas, PhilippinesPhilippine Air Lines",Fokker F-27 Friendship 100PI-C507,1/44(0)
10 Jun 1970,"Near Huaricanga, PeruMilitary - LADE",Fokker F-27 Friendship 400MTC-75,5/8(0)
03 Jul 1970,"McGrath, AlakskaReeder Flying Service",Douglas DC-3N154R,5/27(0)
03 Jul 1970,"Near Arbucias, Gerona, SpainDan Air Services",de Havilland Comet 4G-APDN,112/112(0)
05 Jul 1970,"Toronto, CanadaAir Canada",McDonnell Douglas DC-8-63CF-TIW,109/109(0)
18 Jul 1970,North Atlantic OceanMilitary - Soviet Air Force,Antonov AN-22CCCP-09303,23/23(0)
27 Jul 1970,"Tokyo, JapanFlying Tiger Line",McDonnell Douglas DC-8-63AFN785FT,4/4(0)
